nome_aceito_correto,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp
Piper obliquum,"NA","NA","NA","NA",LC,"NA"
Piper piritubanum,"NA","NA",EX,EN,EN,EX
Piper rioense,"NA","NA","NA",EN,"NA","NA"
Piper saldanhai,"NA","NA","NA","NA",DD,"NA"
Piper sampaioi,"NA","NA","NA",CR,"NA","NA"
Piper scabrellum,"NA","NA","NA",EN,EN,EX
Piper scutifolium,"NA","NA","NA","NA",NT,"NA"
Piper subcinereum,"NA","NA","NA","NA",LC,"NA"
Piper subrugosum,"NA","NA","NA","NA",DD,"NA"
Piper tectoniifolium,"NA","NA","NA","NA",LC,EX
Piper truncatum,"NA","NA","NA","NA",LC,"NA"
Piper vaginans,"NA","NA","NA","NA",DD,"NA"
Piper velutinibaccum,"NA","NA","NA","NA",DD,"NA"
Piper vicosanum,"NA","NA","NA","NA",LC,"NA"
Piper viminifolium,"NA","NA","NA","NA",LC,"NA"
Piper xylosteoides,"NA","NA","NA","NA",LC,"NA"
Piptadenia adiantoides,"NA",LC,"NA","NA","NA","NA"
Piptadenia gonoacantha,"NA",LC,"NA","NA",LC,"NA"
Piptadenia micracantha,NA-NA,DD-LC,NA-NA,NA-NA,DD-NA,NA-NA
Piptadenia paniculata,"NA",LC,"NA","NA","NA","NA"
Piptocarpha axillaris,"NA",LC,"NA","NA",LC,"NA"
Piptocarpha brasiliana,"NA","NA","NA","NA","NA",VU
Piptocarpha densifolia,"NA",LC,"NA","NA",LC,"NA"
Piptocarpha longipedunculata,"NA",EN,"NA","NA",EN,"NA"
Piptocarpha macropoda,"NA",LC,"NA","NA","NA","NA"
Piptocarpha notata,"NA","NA","NA","NA",LC,"NA"
Piptocarpha organensis,"NA",LC,"NA","NA",LC,"NA"
Piptocarpha regnellii,"NA","NA","NA","NA",LC,"NA"
Piptocarpha robusta,"NA","NA","NA",EN,"NA","NA"
Piptochaetium alpinum,"NA","NA","NA",EN,"NA","NA"
Piptochaetium palustre,"NA","NA","NA",CR,"NA","NA"
Piptochaetium ruprechtianum,"NA","NA","NA","NA",LC,EX
Piptolepis buxoides,"NA","NA","NA",EN,"NA","NA"
Piptolepis gardneri,"NA","NA","NA","NA",DD,"NA"
Piptolepis imbricata,"NA","NA","NA",CR,"NA","NA"
Piptolepis leptospermoides,"NA","NA","NA",CR,"NA","NA"
Piptolepis monticola,"NA","NA","NA","NA",DD,"NA"
Piptolepis oleaster,"NA","NA","NA","NA",DD,"NA"
Pisonia aculeata,"NA",LC,"NA","NA","NA","NA"
Pisonia ambigua,"NA","NA","NA","NA",LC,"NA"
Pistia stratiotes,"NA",LC,"NA","NA","NA","NA"
Pitcairnia albiflos,"NA","NA","NA",EN,"NA","NA"
Pitcairnia bradei,"NA","NA","NA",CR,"NA","NA"
Pitcairnia burlemarxii,"NA","NA","NA",CR,"NA","NA"
Pitcairnia decidua,"NA","NA","NA",EN,"NA","NA"
Pitcairnia encholirioides,"NA","NA","NA",EN,"NA","NA"
Pitcairnia glaziovii,"NA","NA","NA",EN,"NA","NA"
Pitcairnia limae,"NA","NA","NA",CR,"NA","NA"
Plagiochila boryana,"NA","NA","NA",EN,"NA","NA"
Plagiogyria fialhoi,"NA","NA","NA","NA",LC,"NA"
Plantago australis,"NA","NA","NA","NA",LC,"NA"
Plantago catharinea,"NA","NA","NA","NA",NT,"NA"
Plantago guilleminiana,"NA","NA","NA","NA",LC,"NA"
Plantago major,"NA",LC,"NA","NA","NA","NA"
Plantago turficola,"NA","NA","NA",EN,"NA","NA"
Plathymenia reticulata,NA-NA,LC-VU,NA-NA,NA-NA,LC-NA,NA-NA
Platycarpum acreanum,"NA","NA","NA","NA",DD,"NA"
Platycyamus regnellii,"NA","NA","NA","NA",LC,"NA"
Platymiscium floribundum,"NA",LC,"NA","NA","NA","NA"
Platypodium elegans,"NA",LC,"NA","NA","NA","NA"
Pleiochiton blepharodes,"NA","NA","NA","NA",LC,"NA"
Pleonotoma bracteata,"NA","NA","NA",VU,"NA","NA"
Pleopeltis alborufula,"NA","NA","NA",EN,"NA","NA"
Pleopeltis monoides,"NA","NA","NA",EN,"NA","NA"
Pleopeltis trindadensis,"NA","NA","NA",CR,"NA","NA"
Pleradenophora membranifolia,"NA",LC,"NA","NA","NA","NA"
Pleroma ackermannii,"NA","NA","NA","NA","NA",VU
Pleroma andersregnellii,"NA",LC,"NA","NA",LC,"NA"
Pleroma apparicioi,"NA","NA","NA",EN,"NA","NA"
Pleroma bergianum,"NA","NA","NA",EN,"NA","NA"
Pleroma boudetii,"NA","NA","NA",VU,"NA","NA"
Pleroma castellense,"NA","NA","NA",CR,"NA","NA"
Pleroma cinereum,"NA","NA","NA","NA","NA",VU
Pleroma clavatum,"NA",LC,"NA","NA","NA","NA"
Pleroma dubium,"NA","NA","NA","NA",LC,"NA"
Pleroma dusenii,"NA","NA","NA","NA",NT,"NA"
Pleroma echinatum,"NA","NA","NA","NA",LC,"NA"
Pleroma eichleri,"NA","NA","NA","NA",DD,EX
Pleroma estrellense,"NA",LC,"NA","NA","NA","NA"
Pleroma frigidulum,"NA","NA","NA","NA",LC,"NA"
Pleroma guartelaense,"NA","NA","NA","NA","NA",VU
Pleroma integerrimum,"NA","NA","NA",EN,"NA","NA"
Pleroma itatiaiae,"NA","NA","NA","NA","NA",VU
Pleroma kleinii,"NA","NA","NA","NA",NT,"NA"
Pleroma minus,"NA","NA","NA",VU,"NA","NA"
Pleroma minutiflorum,"NA","NA","NA","NA","NA",VU
Pleroma mutabile,"NA",LC,"NA","NA","NA","NA"
Pleroma petiolatum,"NA","NA","NA","NA",DD,"NA"
Pleroma quartzophilum,"NA","NA","NA",EN,"NA","NA"
Pleroma reitzii,"NA",LC,"NA","NA","NA","NA"
Pleroma riedelianum,"NA","NA","NA",EN,EN,EX
Pleroma schenckii,"NA","NA","NA","NA",NT,EX
Pleroma sellowianum,"NA",LC,"NA","NA","NA","NA"
Pleroma trichopodum,"NA","NA","NA","NA",LC,"NA"
Pleroma urvilleanum,"NA","NA","NA","NA",LC,"NA"
Pleroma wurdackianum,"NA","NA","NA",VU,"NA","NA"
Plinia ambivalens,"NA","NA","NA","NA",DD,"NA"
Plinia callosa,"NA","NA","NA",EN,"NA","NA"
Plinia coronata,"NA","NA","NA","NA",DD,"NA"
Plinia delicata,"NA","NA","NA","NA",DD,"NA"
Plinia edulis,"NA","NA",VU,VU,VU,VU
Plinia hatschbachii,"NA","NA","NA",EN,"NA",EN
Plinia muricata,"NA","NA","NA",EN,"NA","NA"
Plinia peruviana,"NA",LC,"NA","NA","NA","NA"
Plinia phitrantha,"NA",NT,"NA","NA",NT,"NA"
Plinia pseudodichasiantha,"NA","NA",VU,"NA",LC,VU
Plinia rara,"NA","NA","NA",EN,"NA","NA"
Plinia renatiana,"NA","NA","NA",EN,"NA","NA"
Plinia rivularis,"NA",LC,"NA","NA","NA","NA"
Plinia rogersiana,"NA",CR,"NA","NA",CR*,"NA"
Plinia sebastianopolitana,"NA","NA","NA",EN,"NA","NA"
Plinia silvestris,NA-NA,EN-NA,NA-EN,NA-EN,EN-EN,NA-EN
Plinia subavenia,"NA","NA","NA","NA",DD,"NA"
Poa bradei,"NA","NA","NA",EN,EN,CR
Poa reitzii,"NA","NA","NA",EN,"NA","NA"
Podocarpus acuminatus,"NA","NA","NA","NA",DD,"NA"
Podocarpus barretoi,"NA","NA","NA",CR,"NA","NA"
Podocarpus brasiliensis,"NA","NA","NA",VU,"NA","NA"
Podocarpus lambertii,"NA",NT,"NA","NA",LC,"NA"
Podocarpus sellowii,"NA",EN,"NA","NA",LC,"NA"
Podostemum distichum,"NA","NA","NA","NA",LC,VU
Podostemum muelleri,"NA","NA","NA","NA",LC,"NA"
Podostemum ovatum,"NA",LC,"NA",EN,EN,EN
Podostemum rutifolium,"NA","NA","NA",VU,"NA",EN
Podostemum saldanhanum,"NA","NA","NA",CR,"NA","NA"
Podostemum weddellianum,"NA","NA","NA","NA",LC,"NA"
Poecilanthe parviflora,"NA",DD,"NA","NA",LC,"NA"
Pogoniopsis schenckii,"NA","NA","NA","NA",LC,EX
Poiretia angustifolia,"NA","NA","NA","NA",LC,"NA"
Poiretia latifolia,"NA",LC,"NA","NA","NA","NA"
Polybotrya speciosa,"NA","NA","NA","NA",LC,"NA"
Polygala bevilacquai,"NA","NA","NA","NA",CR,"NA"
Polygala brasiliensis,"NA","NA","NA","NA",LC,EN
Polygala franchetii,"NA","NA","NA",EN,"NA","NA"
Polygala galioides,"NA","NA",EX,"NA",LC,EX
Polygala molluginifolia,"NA","NA",EX,"NA",LC,EX
Polygala moquiniana,"NA","NA","NA","NA",NT,"NA"
Polygala nudicaulis,"NA","NA","NA","NA",LC,"NA"
Polygala pulchella,"NA","NA","NA","NA",LC,"NA"
Polygala pumila,"NA","NA",EX,"NA",NT,EX
Polygala selaginoides,"NA","NA","NA",EN,"NA","NA"
Polygala sellowiana,NA-NA,NA-NA,NA-NA,NA-NA,NE-NT,NA-NA
Polygala stephaniana,"NA","NA","NA",EN,EN,EX
Polygala tamariscea,"NA","NA","NA",VU,VU,EX
Polygonum hydropiperoides,"NA",LC,"NA","NA","NA","NA"
Polygonum punctatum,"NA",LC,"NA","NA","NA","NA"
Polypogon chilensis,"NA","NA",CR,"NA","NA",CR
Polypogon imberbis,"NA","NA","NA","NA","NA",EN
Polystachya rupicola,"NA","NA","NA",CR,"NA","NA"
Polystichum bradei,"NA","NA","NA",EN,"NA","NA"
Polytaenium citrifolium,"NA","NA","NA","NA",LC,"NA"
Polytaenium feei,"NA","NA","NA","NA",DD,"NA"
Pomaria stipularis,"NA","NA","NA","NA",NT,"NA"
Pombalia strigoides,"NA","NA","NA",EN,"NA","NA"
Pombalia velutina,"NA","NA","NA","NA",DD,EN
Porcelia macrocarpa,"NA","NA","NA","NA",LC,"NA"
Porophyllum bahiense,"NA","NA","NA",VU,"NA","NA"
Portea alatisepala,"NA","NA","NA",VU,"NA","NA"
Portea fosteriana,"NA","NA","NA",EN,"NA","NA"
Portea grandiflora,"NA","NA","NA",VU,"NA","NA"
Portea kermesina,"NA","NA","NA",EN,"NA","NA"
Portea nana,"NA","NA","NA",EN,"NA","NA"
Portulaca amilis,"NA","NA","NA","NA","NA",VU
Portulaca halimoides,"NA","NA",EX,"NA",LC,EX
Portulaca hatschbachii,"NA","NA","NA",EN,"NA","NA"
Posoqueria acutifolia,"NA","NA","NA","NA",DD,"NA"
Posoqueria latifolia,"NA",LC,"NA","NA",LC,"NA"
Posoqueria longiflora,"NA",LC,"NA","NA","NA","NA"
Potamogeton pusillus,"NA",LC,"NA","NA","NA","NA"
Pourouma guianensis,"NA",LC,"NA","NA","NA","NA"
Pouteria bapeba,"NA","NA","NA",CR,"NA","NA"
Pouteria beaurepairei,"NA",LR/cd,"NA","NA",LC,"NA"
Pouteria brevensis,"NA","NA","NA","NA",DD,"NA"
Pouteria bullata,"NA",VU,EN,EN,EN,EN
Pouteria butyrocarpa,"NA","NA","NA",CR,"NA","NA"
Pouteria caimito,"NA",LC,"NA","NA","NA","NA"
Pouteria ciliata,"NA","NA","NA","NA",DD,"NA"
Pouteria coelomatica,"NA","NA","NA",VU,"NA","NA"
Pouteria crassiflora,"NA","NA","NA","NA",DD,"NA"
Pouteria decussata,"NA","NA","NA",EN,"NA","NA"
Pouteria ericoides,"NA","NA","NA","NA",DD,"NA"
Pouteria exstaminodia,"NA","NA","NA","NA",DD,"NA"
Pouteria fulva,"NA","NA","NA","NA",DD,"NA"
Pouteria furcata,"NA","NA","NA",EN,"NA","NA"
Pouteria gardneri,NA-NA,DD-LC,NA-NA,NA-NA,VU-NA,NA-NA
Pouteria gardneriana,"NA",LC,"NA","NA","NA","NA"
Pouteria glomerata,"NA","NA","NA","NA",LC,VU
Pouteria latianthera,"NA","NA","NA","NA",DD,"NA"
Pouteria lucens,"NA","NA","NA","NA",DD,"NA"
Pouteria macahensis,"NA","NA","NA",EN,"NA","NA"
Pouteria maguirei,"NA","NA","NA","NA",DD,"NA"
Pouteria microstrigosa,"NA","NA","NA","NA",DD,"NA"
Pouteria multiflora,"NA","NA","NA",VU,"NA","NA"
Pouteria nudipetala,"NA","NA","NA","NA",DD,"NA"
Pouteria oxypetala,"NA",EN,"NA",EN,NT,EN
Pouteria pachycalyx,"NA","NA","NA",VU,"NA","NA"
Pouteria pachyphylla,"NA","NA","NA","NA",DD,"NA"
Pouteria pallens,"NA","NA","NA","NA",DD,"NA"
Pouteria petiolata,"NA","NA","NA",VU,"NA","NA"
Pouteria polysepala,"NA","NA","NA","NA",DD,"NA"
Pouteria psammophila,"NA",EN,"NA","NA","NT, quase chegando à VU","NA"
Pouteria pubescens,"NA","NA","NA","NA",DD,"NA"
Pouteria putamen-ovi,"NA","NA","NA","NA",DD,"NA"
Pouteria ramiflora,"NA",LC,"NA","NA","NA","NA"
Pouteria reticulata,NA-NA,LR/lc-NA,NA-NA,NA-NA,NA-LC,NA-NA
Pouteria rodriguesiana,"NA","NA","NA","NA",DD,"NA"
Pouteria salicifolia,"NA","NA","NA","NA",LC,"NA"
Pouteria samborae,"NA","NA","NA","NA",DD,"NA"
Pouteria scrobiculata,"NA","NA","NA","NA",DD,"NA"
Pouteria stenophylla,"NA","NA","NA","NA",DD,"NA"
Pouteria stipulifera,"NA","NA","NA","NA",DD,"NA"
Pouteria subcaerulea,"NA","NA","NA","NA",LC,"NA"
Pouteria synsepala,"NA","NA","NA","NA",DD,"NA"
Pouteria tarumanensis,"NA","NA","NA","NA",DD,"NA"
Pouteria tenuisepala,"NA","NA","NA","NA",DD,"NA"
Pouteria torta,"NA","NA","NA","NA",LC,"NA"
Pouteria trifida,"NA","NA","NA","NA",DD,"NA"
Pouteria venosa,"NA",LC,"NA","NA","NA","NA"
Pouteria vernicosa,"NA","NA","NA",VU,"NA","NA"
Pouteria virescens,"NA","NA","NA",EN,"NA","NA"
Pradosia brevipes,"NA","NA","NA","NA",LC,"NA"
Pradosia decipiens,"NA","NA","NA","NA",DD,"NA"
Pradosia granulosa,"NA","NA","NA",VU,"NA","NA"
Pradosia grisebachii,"NA","NA","NA","NA",DD,"NA"
Pradosia kuhlmannii,"NA","NA","NA",EN,"NA","NA"
Pradosia lactescens,"NA","NA","NA","NA",LC,"NA"
Pradosia subverticillata,"NA","NA","NA",VU,"NA","NA"
Pradosia verticillata,"NA","NA","NA",EN,"NA","NA"
Praecereus euchlorus,"NA",LC,"NA","NA","NA","NA"
Praxelis grandiflora,"NA","NA",VU,"NA",LC,VU
Prepusa hookeriana,"NA","NA","NA",EN,"NA","NA"
Prepusa viridiflora,"NA","NA","NA",EN,"NA","NA"
Prestonia bahiensis,"NA","NA","NA","NA",LC,EX
Prestonia quinquangularis,"NA","NA","NA","NA",LC,"NA"
Prestonia solanifolia,"NA","NA","NA",EN,EN,EX
Prestonia tomentosa,"NA","NA","NA","NA",LC,"NA"
Pringleella subulata,"NA","NA","NA",EN,"NA","NA"
Promenaea stapelioides subsp. xanthina,"NA","NA","NA","NA",EN,"NA"
Prosthechea serpentilingua,"NA","NA","NA","NA",DD,"NA"
Proteopsis argentea,"NA","NA","NA",VU,"NA","NA"
Protium bahianum,"NA","NA","NA",EN,"NA","NA"
Protium brasiliense,"NA",LC,"NA","NA","NA","NA"
Protium cordatum,"NA","NA","NA","NA",DD,"NA"
Protium giganteum,"NA","NA","NA",VU,"NA","NA"
Protium icicariba,"NA","NA","NA",EN,"NA","NA"
Protium inodorum,"NA","NA","NA",EN,"NA","NA"
Protium kleinii,"NA","NA","NA","NA",LC,"NA"
Protium occhionii,"NA","NA","NA",EN,"NA","NA"
Protium ovatum,"NA",LC,"NA","NA","NA","NA"
Protium widgrenii,"NA",LC,"NA","NA",LC,"NA"
Pseuderanthemum modestum,"NA","NA","NA","NA",LC,"NA"
Pseuderanthemum riedelianum,"NA","NA","NA","NA",LC,"NA"
Pseudobombax grandiflorum,"NA","NA","NA","NA",LC,"NA"
Pseudobombax longiflorum,"NA",LC,"NA","NA","NA","NA"
Pseudobombax marginatum,"NA",LC,"NA","NA",LC,EN
Pseudobombax tomentosum,"NA",LC,"NA","NA",LC,VU
Pseudolaelia brejetubensis,"NA","NA","NA",CR,"NA","NA"
Pseudolaelia canaanensis,"NA","NA","NA",VU,"NA","NA"
Pseudolaelia cipoensis,"NA","NA","NA",CR,"NA","NA"
Pseudolaelia citrina,"NA","NA","NA",EN,"NA","NA"
Pseudolaelia dutrae,"NA","NA","NA",VU,"NA","NA"
Pseudolmedia hirtula,"NA",EN,"NA","NA",LC,"NA"
Pseudolmedia laevigata,"NA",LC,"NA","NA","NA","NA"
Pseudolycopodiella tatei,"NA","NA","NA",EN,"NA","NA"
Pseudopiptadenia leptostachya,"NA","NA","NA","NA",LC,"NA"
Pseudopiptadenia warmingii,"NA","NA","NA","NA",LC,"NA"
Pseudotrimezia brevistamina,"NA","NA","NA",CR,"NA","NA"
Pseudotrimezia concava,"NA","NA","NA",CR,"NA","NA"
Pseudotrimezia elegans,"NA","NA","NA",CR,"NA","NA"
Pseudotrimezia fistulosa,"NA","NA","NA",EN,"NA","NA"
Pseudotrimezia juncifolia,"NA","NA","NA",CR,CR,"NA"
Pseudotrimezia plicatifolia,"NA","NA","NA",EN,"NA","NA"
Pseudotrimezia subtilis,"NA","NA","NA",CR,"NA","NA"
Pseudotrimezia synandra,"NA","NA","NA",EN,"NA","NA"
Pseudotrimezia tenuissima,"NA","NA","NA",EN,DD,"NA"
Pseudoxandra duckei,"NA","NA","NA","NA",DD,"NA"
Pseudoxandra rionegrensis,"NA","NA","NA","NA",DD,"NA"
Psidium amplexicaule,"NA","NA","NA",CR,"NA","NA"
Psidium araucanum,"NA","NA","NA","NA",EN,"NA"
Psidium australe,"NA",LC,"NA","NA","NA","NA"
Psidium firmum,"NA","NA","NA","NA",LC,"NA"
Psidium gaudichaudianum,"NA","NA","NA","NA",DD,"NA"
Psidium grandifolium,NA-NA,LR/nt-NA,NA-NA,NA-NA,NA-LC,NA-NA
Psidium guajava,"NA",LC,"NA","NA","NA","NA"
Psidium guineense,"NA",LC,"NA","NA","NA","NA"
Psidium longipetiolatum,"NA","NA","NA","NA",LC,"NA"
Psidium myrtoides,NA-NA,NA-NA,NA-NA,EN-NA,EN-LC,EN-NA
Psidium ovale,"NA","NA","NA","NA",LC,"NA"
Psidium reptans,"NA","NA","NA",EN,"NA","NA"
Psidium rufum,"NA","NA","NA","NA",LC,"NA"
Psidium rufum var. widgrenianum,"NA",VU,"NA","NA","NA","NA"
Psidium salutare,"NA",LC,"NA","NA",LC,EX
Psidium sartorianum,"NA","NA","NA","NA",LC,VU
Psidium striatulum,"NA",LC,"NA","NA","NA","NA"
Psychotria anceps,"NA",LC,"NA","NA","NA","NA"
Psychotria carthagenensis,"NA","NA","NA","NA",LC,"NA"
Psychotria cupularis,"NA","NA","NA","NA",LC,"NA"
Psychotria fluminensis,"NA",VU,"NA","NA",VU,"NA"
Psychotria glaziovii,"NA",VU,"NA","NA",VU,"NA"
Psychotria laciniata,"NA",LC,"NA","NA","NA","NA"
Psychotria loefgrenii,"NA","NA","NA",EN,EN,EN
Psychotria microcarpa,"NA","NA","NA",EN,EN,EX
Psychotria nemorosa,"NA",LC,"NA","NA","NA","NA"
Psychotria nuda,"NA",LC,"NA","NA","NA","NA"
Psychotria paludosa,"NA","NA","NA",EN,EN,EX
Psychotria pedunculosa,"NA",LC,"NA","NA","NA","NA"
Psychotria rhytidocarpa,"NA","NA","NA","NA",LC,VU
Psychotria subspathulata,"NA",LC,"NA","NA",LC,"NA"
Psychotria sutericalyx,"NA","NA","NA","NA",DD,"NA"
Psychotria tenuifolia,"NA","NA","NA","NA",LC,EN
Pterandra andersonii,"NA","NA","NA","NA",DD,"NA"
Pterandra pyroidea,"NA","NA","NA","NA",LC,"NA"
Pteris congesta,"NA","NA","NA",EN,"NA","NA"
Pteris limae,"NA","NA","NA",CR,"NA","NA"
Pteris vittata,"NA",LC,"NA","NA","NA","NA"
Pterodon emarginatus,"NA",LC,"NA","NA","NA","NA"
Pteroglossa glazioviana,"NA","NA","NA","NA",LC,"NA"
Pteroglossa hilariana,"NA","NA","NA",EN,EN,EX
Pteroglossa macrantha,"NA","NA","NA","NA",NT,"NA"
Pterogyne nitens,"NA",LR/nt,"NA","NA",LC,"NA"
Pterolepis glomerata,"NA","NA","NA","NA",LC,"NA"
Pterolepis perpusilla,"NA","NA","NA","NA",LC,VU
Qualea coerulea,"NA","NA","NA",VU,"NA","NA"
Qualea cordata,"NA",LC,"NA","NA","NA","NA"
Qualea decorticans,"NA","NA","NA","NA",DD,"NA"
Qualea glaziovii,"NA","NA","NA","NA",LC,"NA"
Qualea grandiflora,"NA",LC,"NA","NA","NA","NA"
Qualea magna,"NA","NA","NA",EN,"NA","NA"
Qualea selloi,"NA","NA","NA","NA",LC,"NA"
Quaternella glabratoides,"NA","NA","NA",EN,EN,EN
Quesnelia humilis,"NA","NA","NA","NA",LC,"NA"
Quesnelia imbricata,"NA","NA","NA","NA",DD,"NA"
Quesnelia kautskyi,"NA","NA","NA",VU,"NA","NA"
Quesnelia seideliana,"NA","NA","NA",EN,"NA","NA"
Quiina cidiana,"NA","NA","NA","NA",DD,"NA"
Quiina glaziovii,NA-NA,NA-NA,VU-NA,NA-NA,DD-LC,VU-VU
Quiina piresii,"NA","NA","NA","NA",DD,"NA"
Quillaja lancifolia,NA-NA,NA-NA,NA-NA,EN-NA,EN-LC,NA-NA
Racinaea aerisincola,"NA","NA","NA","NA",LC,"NA"
Racinaea domingosmartinis,"NA","NA","NA","NA",DD,"NA"
Racinaea spiculosa,NA-NA,NA-NA,NA-NA,NA-NA,LC-NE,NA-NA
Raddia angustifolia,"NA","NA","NA",CR,"NA","NA"
Raddia distichophylla,"NA","NA","NA",EN,"NA","NA"
Raddiella esenbeckii,"NA","NA","NA","NA",LC,EX
Randia armata,"NA",LC,"NA","NA","NA","NA"
Ranunculus flagelliformis,"NA","NA",EX,"NA",LC,EX
Rauhiella silvana,"NA","NA","NA",EN,"NA","NA"
Raulinoa echinata,"NA","NA","NA",VU,"NA","NA"
Raulinoreitzia leptophlebia,"NA","NA","NA","NA",LC,"NA"
Ravenia pseudalterna,"NA","NA","NA","NA",DD,"NA"
Recordia reitzii,"NA","NA","NA",EN,"NA","NA"
Recordoxylon stenopetalum,"NA","NA","NA","NA",DD,"NA"
Regnellidium diphyllum,"NA","NA","NA",VU,"NA","NA"
Reimarochloa acuta,"NA","NA",CR,"NA","NA",CR
Reissekia smilacina,"NA","NA",EX,"NA",LC,EX
Reitzia smithii,"NA","NA","NA",VU,VU,EX
Renealmia brasiliensis,"NA","NA","NA",EN,"NA","NA"
Renealmia petasites,"NA","NA","NA","NA",LC,"NA"
Retrophyllum piresii,"NA","NA","NA","NA",DD,"NA"
Rhabdocaulon gracile,"NA","NA","NA","NA","NA",EX
Rhamnidium elaeocarpum,"NA",LC,"NA","NA","NA","NA"
Rhamnidium glabrum,"NA","NA","NA",VU,VU,VU
Rhipsalis agudoensis,"NA",DD,"NA","NA",DD,"NA"
Rhipsalis burchellii,"NA",LC,"NA","NA","NA","NA"
Rhipsalis campos-portoana,"NA",LC,"NA","NA","NA","NA"
Rhipsalis cereoides,"NA","NA","NA",CR,"NA","NA"
Rhipsalis cereuscula,"NA",LC,"NA","NA","NA","NA"
Rhipsalis clavata,"NA",NT,"NA","NA","NA","NA"
Rhipsalis crispata,"NA",EN,"NA","NA",DD,VU
Rhipsalis dissimilis,"NA",EN,"NA","NA",DD,EN
Rhipsalis elliptica,"NA",LC,"NA","NA",LC,"NA"
Rhipsalis floccosa,"NA",LC,"NA","NA",LC,"NA"
Rhipsalis grandiflora,"NA",LC,"NA","NA","NA","NA"
Rhipsalis juengeri,"NA",LC,"NA","NA","NA","NA"
Rhipsalis lindbergiana,"NA",LC,"NA","NA","NA","NA"
Rhipsalis neves-armondii,"NA",LC,"NA","NA","NA","NA"
Rhipsalis oblonga,"NA",VU,"NA","NA",NT,"NA"
Rhipsalis olivifera,"NA",NT,"NA","NA","NA","NA"
Rhipsalis pacheco-leonis,"NA","NA","NA",EN,"NA","NA"
Rhipsalis pachyptera,"NA",LC,"NA","NA","NA","NA"
Rhipsalis paradoxa,"NA",LC,"NA",EN,LC,"NA"
Rhipsalis pilocarpa,"NA",VU,"NA","NA",NT,"NA"
Rhipsalis pulchra,"NA",LC,"NA","NA","NA","NA"
Rhipsalis puniceodiscus,"NA",LC,"NA","NA","NA","NA"
Rhipsalis sulcata,"NA","NA","NA","NA",DD,"NA"
Rhipsalis teres,"NA",LC,"NA","NA","NA","NA"
Rhipsalis trigona,"NA",LC,"NA","NA","NA","NA"
Rhizophora mangle,"NA",LC,"NA","NA","NA","NA"
Rhodocalyx riedelii,"NA","NA","NA","NA",LC,"NA"
Rhodospatha oblongata,"NA","NA","NA","NA","NA",VU
Rhodostemonodaphne capixabensis,"NA","NA","NA",EN,"NA","NA"
Rhodostemonodaphne macrocalyx,"NA",LC,"NA","NA","NA","NA"
Rhodostemonodaphne parvifolia,"NA","NA","NA",CR,"NA","NA"
Rhodostemonodaphne recurva,"NA","NA","NA",EN,"NA","NA"
Rhynchanthera grandiflora,"NA","NA","NA","NA",LC,VU
Rhynchanthera latifolia,"NA","NA","NA",VU,VU,"NA"
Rhynchosia leucophylla,"NA","NA","NA","NA",DD,"NA"
Rhynchosia minima,"NA",LC,"NA","NA","NA","NA"
Rhynchosia reticulata,"NA","NA",EX,"NA",LC,EX
Rhynchosida physocalyx,"NA","NA","NA","NA",DD,"NA"
Rhynchospora biflora,"NA","NA","NA","NA",LC,"NA"
Rhynchospora corymbosa,"NA","NA","NA","NA",NE,"NA"
Rhynchospora eximia,"NA",LC,"NA","NA","NA","NA"
Rhynchospora holoschoenoides,"NA",LC,"NA","NA","NA","NA"
Rhynchospora nardifolia,"NA","NA","NA","NA",LC,"NA"
Rhynchospora paranaensis,"NA","NA","NA","NA",DD,"NA"
Rhynchospora pilulifera,"NA","NA","NA",CR,"NA","NA"
Rhynchospora rugosa,"NA",LC,"NA","NA","NA","NA"
Rhynchospora tenuis,NA-NA,NA-NA,NA-NA,NA-NA,EN-LC,NA-NA
Rhynchospora triflora,"NA",LC,"NA","NA","NA","NA"
Rhynchospora warmingii,"NA","NA","NA","NA",LC,"NA"
Riccia ridleyi,"NA","NA","NA",CR,"NA","NA"
Richardia humistrata,"NA","NA","NA","NA",LC,"NA"
Richardia schumannii,"NA","NA",EX,EN,EN,EX
Richardia stellaris,"NA","NA",EN,"NA",NT,EN
Richterago angustifolia,"NA","NA","NA",EN,"NA","NA"
Richterago arenaria,"NA","NA","NA",VU,"NA","NA"
Richterago campestris,"NA","NA","NA",EN,"NA","NA"
Richterago caulescens,"NA","NA","NA",CR,"NA","NA"
Richterago conduplicata,"NA","NA","NA",EN,"NA","NA"
Richterago elegans,"NA","NA","NA",VU,"NA","NA"
Richterago hatschbachii,"NA","NA","NA",EN,"NA","NA"
Richterago lanata,"NA","NA","NA",EN,"NA","NA"
Richterago petiolata,"NA","NA","NA",EN,"NA","NA"
Richterago polyphylla,"NA","NA","NA",EN,"NA","NA"
Richterago riparia,"NA","NA","NA",VU,"NA","NA"
Richterago stenophylla,"NA","NA","NA",EN,"NA","NA"
Richterago suffrutescens,"NA","NA","NA",CR,"NA","NA"
Rinorea bicornuta,"NA","NA","NA",CR,"NA","NA"
Rinorea longistipulata,"NA","NA","NA",EN,"NA","NA"
Rinorea maximiliani,"NA","NA","NA","NA",DD,"NA"
Rinorea ramiziana,"NA","NA","NA",EN,"NA","NA"
