"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"298","2020-07-10 09:43:34-03","MBML","MBML-HERBARIO","19494",NA,"Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp. & Endl.","I. M. de Andrade/Set.2006","R.R. Vervloet; et al","1756","2003","01","31",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita a 4m do solo, inflorescência rosada, fundo de vale, dossel 17m.","MBML019494","MBML019494",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-03-04 11:04:23-03","UFRB","HURB","24828","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Aona, L.Y.S.; Costa, G.; E.H. Souza; Vitório, C.D.P.; Fonseca, W.O.","5045","2019","02","23",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"PM 71","HURB000024828",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-03-04 11:04:23-03","UFRB","HURB","24827","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Aona, L.Y.S.; Costa, G.; E.H. Souza; Vitório, C.D.P.; Fonseca, W.O.","5044","2019","04","24",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"PM 18","HURB000024827",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-02-04 10:26:21-03","UFRPE","HST","22116","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","M.A.N.Coelho","A.M.Miranda; D.G.Oliveira, A.Figueredo","6864","2017","12","11",NA,"Brasil","Bahia","Saubara","distrito de Cabuçu, fazenda Cabuçu","-38.7686004638672","-12.7375001907349",NA,"Hemiepífita; caule verde; folhas membranáceas; inflorescência marrom. Formando aglomeração.","HST022116","HST022116_v1 HST022116_v2 HST022116_v3 HST022116_v4","90","90",NA,NA,"2018","14104","auto","03","08",NA,NA,NA,NA,NA,NA
"302","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, D. H.","J. J. Pipoly & H. Lall","8184","1986","8","2","South America - Neotropics","Guyana","Barima-Waini",NA,"Barima River head; 3 mi W of Eclipse Falls below Wanamaparu Cr. & Ayambaru Falls","-60.1167","7.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"303","2020-09-12 05:00:02-03","US","US","3340181","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, D. H.","P. Mutchnick, T. Henkel & R. Williams","287","1994","10","30","South America - Neotropics","Guyana","Potaro-Siparuni",NA,"Pakaraima Mtns; Ireng River watershed; Manaparu Creek","-59.95","5.06667",NA,NA,NA,NA,"610",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"304","2020-09-12 05:00:02-03","US","US","3455811","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, D. H.","H. D. Clarke, R. Williams, C. Perry, E. Tripp & J. Kelly","9669","2001","6","30","South America - Neotropics","Guyana","Potaro-Siparuni",NA,"Mt. Ayanganna, east face, camp at base of first of four escarpments","-59.925","5.33444",NA,NA,NA,NA,"712",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"305","2020-09-12 05:00:02-03","US","US","3278790","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat, T. B.","B. Hoffman & G. Marco","2155","1992","7","23","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,"Pakaraima Mountains, Kurupung-Membaru trail, 2.75 km WSW from Kumarau Falls on Kurupung River","-60.3989","6.09167",NA,NA,NA,NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"306","2020-09-12 05:00:02-03","US","US","3455812","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, D. H.","H. D. Clarke, R. Williams, C. Perry, E. Tripp & J. Kelly","9808","2001","7","3","South America - Neotropics","Guyana","Potaro-Siparuni",NA,"Upper Potaro R., near camp","-59.9111","5.30139",NA,NA,NA,NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"307","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, D. H.","T. Henkel & R. Williams","2744","1993","8","23","South America - Neotropics","Guyana","Essequibo Isl-W. Demerara",NA,"Groete R from juncture with Black Cr. downstream to juncture with Essequibo R.","-58.6","6.62",NA,"unicate: BRG",NA,NA,"8","16",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"308","2020-09-12 05:00:02-03","US","US","3486508","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, D. H.","H. D. Clarke, C. Perry, E. Tripp, S. R. Stern & D. Gittens","11487","2004","6","8","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,"Mt. Maringma, camp at base of second escarpment","-60.5668","5.21061",NA,NA,NA,NA,"1065",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"309","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, D. H.","P. Mutchnick, T. Henkel & R. Williams","125","1994","10","20","South America - Neotropics","Guyana","Potaro - Siparuni Region",NA,"Pakaraima Mtns; upper Ireng watershed, Sukabi River, 300 m below Andu Falls at Kukuinang Creek","-59.97","5.1",NA,"BRG",NA,NA,"670",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"310","2020-09-12 05:00:02-03","US","US","3486241","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, D. H.","T. Henkel, J. Husher & R. James","6748","1998","6","2","South America - Neotropics","Guyana","Potaro-Siparuni",NA,"Pakaraima Mts., upper Ireng R., 1 km downstream from Kurutuik Falls","-59.9867","5.085",NA,NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"311","2020-09-12 05:00:02-03","US","US","3673699","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"T. B. Croat","101634","2011","1","8","South America - Neotropics","Guyana","Demerara-Mahaica Region (IV)",NA,"Ceiba Biological Center, Madewini","-58.2111","6.49",NA,NA,"US01255560",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"312","2020-09-12 05:00:02-03","US","US","3198380","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat, T. B.","R. L. Liesner","23893","1988","4","26","South America - Neotropics","Venezuela","Bolívar",NA,"Gran Sabana, ca 10 km SW of Karaurin tepuí at junction of Río Karaurin and Río Asadon (Río Sanpa)","-61.05","5.31",NA,NA,"US00672472",NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"313","2020-09-12 05:00:02-03","US","US","3215783","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"T. B. Croat","59338","1984","11","26","South America - Neotropics","Venezuela","Amazonas",NA,"Cerro Neblina, vic.; base camp on Río Mawarinuma","-66.16","0.83",NA,NA,"US00672471",NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"314","2020-09-12 05:00:02-03","US","US","3673700","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"T. B. Croat","101634","2011","1","8","South America - Neotropics","Guyana","Demerara-Mahaica Region (IV)",NA,"Ceiba Biological Center, Madewini","-58.2111","6.49",NA,NA,"US01255561",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"315","2020-09-12 05:00:02-03","US","US","3673734","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"T. B. Croat & G. Ferry","102750","2011","3","6","South America - Neotropics","French Guiana","Cayenne",NA,"Along Hwy D5 from N1 Hwy to Montsinery, departing the N1 Hwy near Km 19, 15.8km E of juunction o fN2 Hwy, trail to Bagne des Annamites","-52.5172","4.83375",NA,NA,"US01209486",NA,"25","28",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA
"316","2019-10-07 09:19:37-03","UEFS","HUEFS","107462","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Haigh, A.L.","9","2004","11","04",NA,"Guiana",NA,NA,"PK24 (24Km from NI) on road to Petit Saut Barrage.","-53.023889","5.072222",NA,NA,"HUEFS0107462",NA,"100","100","53W1'26''","5N4'20''",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"317","2019-10-07 09:19:37-03","UEFS","HUEFS","19105","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Jardim, J.G.","512","1994","07","28",NA,"Brasil","Bahia","Una",NA,"-39.083333","-15.15",NA,NA,"HUEFS0019105",NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"318","2019-10-07 09:19:37-03","UEFS","HUEFS","196728","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Popovkin, A.V.","1458","2013","06","12",NA,"Brasil","Bahia","Entre Rios","Areial.","-37.883333","-12.25",NA,"Atlantic forest.","HUEFS0196728","HUEFS0196728","60","60","37W53'0''","12S15'",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"319","2019-10-07 09:19:37-03","UEFS","HUEFS","202566","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Popovkin, A.V.","1640",NA,NA,NA,NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,"HUEFS0202566","HUEFS0202566","95","95","37W58'0''","12S10'",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"320","2019-10-07 09:19:37-03","UEFS","HUEFS","22743","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Florêncio, C.S.","36","1995","09","17",NA,"Brasil","Bahia","Ilhéus","Castelo Novo Rod. BA 001, trecho Ilhéus / Itacaré, entre os povoados de Tulha e Mamoan.","-39.05","-14.583333",NA,"Solo sílico-argiloso.","HUEFS0022743","HUEFS0022743","34","34","39W3'","14S35'",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"321","2019-11-22 16:07:57-03","UEFS","HUEFS","253043","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Popovkin, A.V.","2076","2018","11","04",NA,"Brasil","Bahia","Entre Rios","Algodão","-37.966667","-12.166667",NA,"Mata ombrófila densa","HUEFS0253043",NA,"90","90","37W58'","12S10'",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"322","2019-10-07 09:19:37-03","UEFS","HUEFS","31471","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Nadruz, M.","1191","1996","05","06",NA,"Brasil","Bahia","Uruçuca","Serra Grande, 7,7kmna estrada que liga Serra Grande e Itacaré.","-39.016667","-14.416667",NA,NA,"HUEFS0031471",NA,"100","160","39W1'","14S25'",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"323","2019-10-07 09:19:37-03","UEFS","HUEFS","1774","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","L.R.Noblick","Noblick, L.R.","2315","1982","12","01",NA,"Brasil","Bahia","Camacan",NA,"-38.483333","-12.483333",NA,NA,"HUEFS0001774",NA,NA,NA,"38W29'","12S29'","1992",NA,NA,"12",NA,"Lilianae",NA,NA,NA,NA,NA
"324","2019-10-07 09:19:37-03","UEFS","HUEFS","79009","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Santos, G.M.M.","1","2003","01","14",NA,"Brasil","Bahia","Vera Cruz","Ilha de Itaparica.","-38.65","-13",NA,"Vegetação de sub - bosque. Solo argilo - arenoso.","HUEFS0079009",NA,NA,NA,"38W39'","13S0'",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"325","2019-10-07 09:19:37-03","UEFS","HUEFS","77646","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Andrade, I.M.","1581","2003","09","09",NA,"Brasil","Minas Gerais","Grão Mogol","Ponte do Rio Itacambi. Vale do Rio. Na lateral direita da Ponte, saindo de Grão Mogol.","-42.4325","-16.73",NA,NA,"HUEFS0077646",NA,"682","682","42W25'57''","16S43'48''",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"326","2019-10-07 09:19:37-03","UEFS","HUEFS","194453","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Popovkin, A.V.","1399","2013","03","28",NA,"Brasil","Bahia","Entre Rios","Algodão.",NA,"-12.166667",NA,"Atlantic forest.","HUEFS0194453","HUEFS0194453",NA,NA,"37W58'120''","12S10'",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"327","2019-10-07 09:19:37-03","UEFS","HUEFS","77634","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Andrade, I.M.","784","2003","05","27",NA,"Brasil","Bahia","Muritiba",NA,"-38.9900016784668","-12.6263999938965",NA,NA,"HUEFS0077634","HUEFS0077634",NA,NA,NA,NA,NA,"21641","auto",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"328","2019-09-05 15:50:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,NA,"E. F. Poeppig",NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"Type [status unknown]",NA
"329","2019-07-09 09:49:35-03","F","FMNH-SEEDPLANTS","V0387489F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,NA,"I. Huamantupa & Z. Cordero",NA,"2010","10","18","South America","Peru","Loreto","Maynas","Quebrada Lupuna, a north-bank tributary of the Yaguas River. Campsite 1 (Choro) of Rapid Biological and Social Inventory #23.","-71.48575","-2.61061111",NA,NA,"V0387489F","V0387489F_01","130","180",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"330","2020-01-24 10:51:10-03","F","FMNH-SEEDPLANTS","V0474009F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,NA,"J. A. Steyermark et al.","115542","1978","2","20","South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0474009F","V0474009F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"331","2020-01-24 10:51:10-03","F","FMNH-SEEDPLANTS","V0474010F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,NA,"T. B. Croat et al.","83940","2000","7","12","South America","Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,"V0474010F","V0474010F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"332","2020-01-24 10:51:10-03","F","FMNH-SEEDPLANTS","V0474011F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,NA,"T. B. Croat et al.","83940","2000","7","12","South America","Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,"V0474011F","V0474011F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"333","2020-01-24 10:51:10-03","F","FMNH-SEEDPLANTS","V0474012F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,NA,"T. B. Croat et al.","84143","2000","7","18","South America","Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,"V0474012F","V0474012F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"334","2020-01-24 10:51:10-03","F","FMNH-SEEDPLANTS","V0474013F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,NA,"F. Montes","19","1987","5","12","South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0474013F","V0474013F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"335","2019-07-09 09:49:48-03","F","FMNH-SEEDPLANTS","V0474014F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"RRC ID Flag","R. B. Foster","6910","1979","8","20","South America","Peru","Madre de Dios",NA,NA,"-70.25","-12",NA,NA,"V0474014F","V0474014F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"6910",NA,NA,NA
"336","2019-12-11 12:19:16-03","F","FMNH-SEEDPLANTS","V0474015F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"RRC ID Flag","R. B. Foster","11393","1986","9","15","South America","Peru","Madre de Dios",NA,NA,"-70.25","-12",NA,NA,"V0474015F","V0474015F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"11393",NA,NA,NA
"337","2020-07-23 11:58:00-03","CEPLAC","CEPEC","52314","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo","A. M. Amorim","401","1991","11","20",NA,"Brasil","Bahia","ITACARÉ","Estr. Itacare/Taboquinhas prox. Loteamento Marambaia.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,"0W0'0","0*0'0",NA,"41230","auto",NA,NA,NA,"16/09/1993",NA,NA,NA,NA
"338","2020-07-23 11:58:00-03","CEPLAC","CEPEC","111647","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"Sem Informação","Amorim, A. M.","5753","2006","04","13",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça. Ramal ca. 22,4 km na estrada que liga Arataca à Una, com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras. Trilha de acesso à casa de Mormaço.","-39.341667","-15.173611",NA,"Tratada com álcool 70%.",NA,NA,"1000","1000","39W20'30","15S10'25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-07-23 11:58:00-03","CEPLAC","CEPEC","128776","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo & I. Andrade","Leitman, P.M.","130","2011","02","19",NA,"Brasil","Bahia","arataca","Base do IESB, trilha do Talhão I","-39.339444","-15.174167",NA,NA,NA,NA,NA,NA,"39w20'22","15S10'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-07-23 11:58:00-03","CEPLAC","CEPEC","132762","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo & I. Andrade","P. Leitman","428","2011","09","12",NA,"Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras. Trilha do Mirante do Sr. Arthur.","-39.381111","-15.204722",NA,"<ll>dwc_commonname:</ll>",NA,NA,"523","523","39W22'52","15S12'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-07-23 11:58:00-03","CEPLAC","CEPEC","138395","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"L. S. B. Calazans","R. F. Monteiro","539","2012","01","19",NA,"Brasil","Bahia","WENCESLAU GUIMARÃES","Reserva Estadual de Wenceslau Guimarães. Trilha da Patioba.","-39.704722","-13.580278",NA,NA,NA,NA,NA,NA,"39W42'17","13S34'49",NA,NA,NA,NA,NA,NA,"16/03/2016",NA,NA,NA,NA
"342","2020-07-23 11:58:00-03","CEPLAC","CEPEC","19273","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"T. B. Croat","R. M. Harley","18132","1977","01","20",NA,"Brasil","Bahia","PORTO SEGURO","Res. Bio. do Pau-Brasil (CEPLAC) 17km W P. Seguro/Eunapolis.","-39.183333","-16.4",NA,NA,NA,NA,NA,NA,"39W11'0","16S24'0",NA,NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA,NA
"343","2020-07-23 11:58:00-03","CEPLAC","CEPEC","19278","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo","R. M. Harley","18234","1977","01","24",NA,"Brasil","Bahia","UNA","29Km Una,19km Colonia.W Rod.p/ R.Branco,Faz.Iguacu.Dendhevea","-39.3","-15.25",NA,NA,NA,NA,NA,NA,"39W18'0","15S15'0",NA,NA,NA,NA,NA,NA,"16/09/1993",NA,NA,NA,NA
"344","2020-07-23 11:58:00-03","CEPLAC","CEPEC","19285","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo","R. M. Harley","18193","1977","01","23",NA,"Brasil","Bahia","UNA","20km N Rod. Una/Ilheus, Prox. beira da estrada.","-39.033333","-15.183333",NA,NA,NA,NA,NA,NA,"39W2'0","15S11'0",NA,NA,NA,NA,NA,NA,"16/09/1993",NA,NA,NA,NA
"345","2020-07-23 11:58:00-03","CEPLAC","CEPEC","19739","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"T. B. Croat","R. M. Harley","17919","1977","01","13",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional de Monte Pascoal, Ao NW Monte Pascoal.","-39.416667","-16.883333",NA,NA,NA,NA,NA,NA,"39W25'0","16S53'0",NA,NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA,NA
"346","2020-07-23 11:58:00-03","CEPLAC","CEPEC","50590","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"T. B. Croat","G. P. Lewis","2022","1991","05","09",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","16Km NW P. Seguro/Eunapolis, Br-367. ESPAB.","-39.133333","-16.383333",NA,NA,NA,NA,NA,NA,"39W8'0","16S23'0",NA,NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA,NA
"347","2020-07-23 11:58:00-03","CEPLAC","CEPEC","33228","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo","L. R. Noblick","2315","1982","12","01",NA,"Brasil","Bahia","MATA DE SÃO JOÃO","Area de Controle da Caraiba Metais.","-38.313056","-12.493056",NA,NA,NA,NA,NA,NA,"38W18'47","12S29'35",NA,NA,NA,NA,NA,NA,"16/09/1993",NA,NA,NA,NA
"348","2020-07-23 11:58:00-03","CEPLAC","CEPEC","39516","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo","T. S. dos Santos","4045","1986","02","27",NA,"Brasil","Bahia","UNA","Serra da Luzia. Ramal entr. Km 6 Rod. Sao Jose/Una,1.8Km N","-38.283333","-15.05",NA,NA,NA,NA,NA,NA,"38W17'0","15S3'0",NA,NA,NA,NA,NA,NA,"16/09/1993",NA,NA,NA,NA
"349","2020-07-23 11:58:00-03","CEPLAC","CEPEC","50585","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo","S. Mayo","869","1991","05","31",NA,"Brasil","Bahia","WENCESLAU GUIMARÃES","Faz. Cond.Uniao, Rod. Teolandia/Jaguaquara.Cocao/N.Esperanca","-39.666667","-13.616667",NA,NA,NA,NA,NA,NA,"39W40'0","13S37'0",NA,NA,NA,NA,NA,NA,"16/09/1993",NA,NA,NA,NA
"350","2020-07-23 11:58:00-03","CEPLAC","CEPEC","52228","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata",NA,"S. Mayo","A. M. de Carvalho","3366","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km na estrada Serra Grande/Itacaré. Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,"30/05/1996",NA,NA,NA,NA
