especie_original,cat_ameaca_cncflora_1,cat_ameaca_cncflora_0
Pilea hilariana,NT,NA
Pilea hydra,DD,NA
Pilea rhizobola,DD,NA
Pilocarpus alatus,EN,VU
Pilocarpus carajaensis,EN,EN
Pilocarpus giganteus,NT,NA
Pilocarpus grandiflorus,VU,NA
Pilocarpus jaborandi,EN,NA
Pilocarpus microphyllus,VU,EN
Pilocarpus sulcatus,EN,NA
Pilocarpus trachylophus,EN,EN
Pilosocereus arrabidae,LC,NA
Pilosocereus aureispinus,DD,NA
Pilosocereus aurisetus subsp. aurilanatus,EN,NA
Pilosocereus azulensis,CR,CR
Pilosocereus brasiliensis,NT,NA
Pilosocereus floccosus,NT,NA
Pilosocereus floccosus subsp. quadricostatus,EN,NA
Pilosocereus fulvilanatus,EN,NA
Pilosocereus glaucochrous,VU,VU
Pilosocereus machrisii,LC,NA
Pilosocereus magnificus,EN,NA
Pilosocereus multicostatus,EN,NA
Pilosocereus piauhyensis,LC,NA
Pilosocereus ulei,EN,NA
Pilularia americana,DD,NA
Piper abbadianum,DD,NA
Piper abutiloides,LC,NA
Piper alnoides,LC,NA
Piper amparoense,EN,NA
Piper anostachyum,EN,NA
Piper barretoi,EN,NA
Piper bennettianum,VU,NA
Piper carautensei,EN,NA
Piper casteloense,EN,NA
Piper corintoanum,LC,NA
Piper crassistilum,DD,NA
Piper crebrinodum,DD,NA
Piper duartei,VU,NA
Piper edwallii,EN,NA
Piper emygdioi,DD,NA
Piper flavicans,NT,NA
Piper fuligineum,LC,NA
Piper giordanoi,VU,NA
Piper halesiifolium,CR,NA
Piper hatschbachii,CR,NA
Piper hayneanum,LC,NA
Piper hoehnei,EN,NA
Piper juliflorum,EN,NA
Piper kuhlmannii,VU,NA
Piper laevicarpum,EN,NA
Piper lanceolatum,NT,NA
Piper loefgrenii,VU,NA
Piper lundii,DD,NA
Piper macedoi,LC,NA
Piper morisonianum,CR,NA
Piper niteroiense,CR,NA
Piper oblancifolium,EN,NA
Piper obliquum,LC,NA
Piper piritubanum,EN,NA
Piper pubisubmarginalum,LC,NA
Piper rioense,EN,EN
Piper rumicifolium,DD,NA
Piper saldanhai,DD,NA
Piper sampaioi,CR,NA
Piper scabrellum,EN,NA
Piper scutifolium,NT,NA
Piper sprengelianum,NT,NA
Piper subcinereum,LC,NA
Piper subrugosum,DD,NA
Piper tectoniifolium,LC,NA
Piper translucens,VU,NA
Piper trigonodrupum,EN,NA
Piper truncatum,LC,NA
Piper vaginans,DD,NA
Piper velutinibaccum,DD,NA
Piper vicosanum,LC,NA
Piper viminifolium,LC,NA
Piper weddellii,DD,NA
Piper xylosteoides,LC,NA
Piptadenia gonoacantha,LC,NA
Piptadenia laxipinna,DD,NA
Piptadenia loefgreniana,DD,NA
Piptadenia macradenia,LC,NA
Piptadenia polyptera,DD,NA
Piptocarpha longipedunculata,EN,NA
Piptocarpha notata,LC,NA
Piptocarpha regnellii,LC,NA
Piptocarpha robusta,EN,EN
Piptocarpha verticillata,EN,NA
Piptochaetium alpinum,EN,NA
Piptochaetium palustre,CR,NA
Piptochaetium ruprechtianum,LC,NA
Piptolepis buxoides,EN,NA
Piptolepis ericoides,NT,NA
Piptolepis gardneri,DD,NA
Piptolepis imbricata,CR,NA
Piptolepis leptospermoides,CR,NA
Piptolepis monticola,DD,NA
Piptolepis oleaster,DD,NA
Piranhea securinega,EN,NA
Piriqueta araguaiana,DD,NA
Piriqueta caiapoensis,EN,NA
Piriqueta cristobaliae,DD,NA
Piriqueta emasensis,DD,NA
Piriqueta lourteigiae,DD,NA
Piriqueta suborbicularis,NT,NA
Pisonia ambigua,LC,NA
Pitcairnia albiflos,VU,EN
Pitcairnia beycalema,DD,NA
Pitcairnia bradei,CR,NA
Pitcairnia burle-marxii,CR,NA
Pitcairnia corcovadensis,VU,NA
Pitcairnia decidua,EN,NA
Pitcairnia encholirioides,EN,EN
Pitcairnia glaziovii,EN,NA
Pitcairnia insularis,CR,NA
Pitcairnia limae,CR,NA
Pitcairnia staminea,EN,NA
Pitcairnia suaveolens,EN,NA
Pitcairnia wendtiae,CR,NA
Plagiochila boryana,EN,NA
Plagiogyria fialhoi,LC,NA
Planaltoa lychnophoroides,NT,NA
Plantago australis,LC,NA
Plantago catharinea,NT,NA
Plantago commersoniana,LC,NA
Plantago guilleminiana,LC,NA
Plantago turficola,EN,NA
Plathymenia reticulata,LC,NA
Platycarpum acreanum,DD,NA
Platycarpum egleri,LC,NA
Platycarpum froesii,LC,NA
Platycyamus regnellii,LC,NA
Platymiscium speciosum,EN,NA
Pleiochiton blepharodes,LC,NA
Pleiochiton glaziovianum,DD,NA
Pleiochiton longipetiolatum,DD,NA
Pleiochiton magdalenense,DD,NA
Pleiochiton micranthum,VU,NA
Pleiochiton parvifolium,EN,NA
Pleonotoma bracteata,VU,NA
Pleopeltis alborufula,EN,NA
Pleopeltis monoides,EN,NA
Pleopeltis trindadensis,CR,NA
Pleroma benthamiana,EN,NA
Pleroma cleistoflora,CR,NA
Pleroma elegans,EN,NA
Pleroma fragae,CR,NA
Pleroma maximiliana,EN,NA
Pleroma thereminiana,EN,NA
Pleroma virgata,CR,NA
Pleurostachys angustifolia,CR,NA
Pleurothallis jacarepaguaensis,DD,NA
Pleurothyrium amplifolium,CR,NA
Pleurothyrium prancei,VU,NA
Plinia ambivalens,DD,NA
Plinia anonyma,DD,NA
Plinia callosa,EN,EN
Plinia complanata,EN,NA
Plinia cordifolia,VU,NT
Plinia coronata,DD,NA
Plinia delicata,DD,NA
Plinia edulis,VU,VU
Plinia espinhacensis,EN,NA
Plinia grandifolia,NT,NA
Plinia hatschbachii,EN,EN
Plinia ilhensis,EN,EN
Plinia longiacuminata,CR,NA
Plinia marqueteana,EN,NA
Plinia martinellii,EN,NA
Plinia muricata,EN,EN
Plinia nana,VU,NA
Plinia phitrantha,NT,NA
Plinia pseudodichasiantha,LC,NA
Plinia rara,EN,EN
Plinia renatiana,EN,EN
Plinia rogersiana,CR*,NA
Plinia sebastianopolitana,DD,NA
Plinia silvestris,EN,NA
Plinia spiciflora,EN,NA
Plinia spiritosantensis,EN,NA
Plinia stictophylla,EN,NA
Plinia subavenia,DD,NA
Poa bradei,EN,NA
Poa reitzii,EN,NA
Podocarpus acuminatus,DD,NA
Podocarpus aracensis,LC,NA
Podocarpus barretoi,CR,NA
Podocarpus brasiliensis,EN,VU
Podocarpus lambertii,LC,NA
Podocarpus sellowii,LC,NA
Podostemum distichum,LC,NA
Podostemum muelleri,LC,NA
Podostemum ovatum,EN,NA
Podostemum rutifolium,VU,NA
Podostemum saldanhanum,EN,CR
Podostemum scaturiginum,LC,NA
Podostemum weddellianum,LC,NA
Poecilanthe falcata,LC,NA
Poecilanthe fluminensis,VU,NA
Poecilanthe itapuana,VU,NA
Poecilanthe parviflora,LC,NA
Poecilanthe subcordata,LC,NA
Pogoniopsis schenckii,LC,NA
Poikilacanthus bahiensis,NT,NA
Poiretia angustifolia,LC,NA
Poiretia bahiana,LC,NA
Poiretia marginata,EN,NA
Poiretia unifoliolata,EN,NA
Polybotrya speciosa,LC,NA
Polygala apparicioi,EN,NA
Polygala asperuloides,LC,NA
Polygala bevilacquai,CR,NA
Polygala brasiliensis,LC,NA
Polygala fendleri,LC,NA
Polygala franchetii,EN,NA
Polygala galioides,LC,NA
Polygala grazielae,CR,NA
Polygala irwinii,NT,NA
Polygala juncea,EN,NA
Polygala malmeana,EN,NA
Polygala molluginifolia,LC,NA
Polygala moquiniana,NT,NA
Polygala nudicaulis,LC,NA
Polygala patens,EN,NA
Polygala pseudocoriacea,DD,CR
Polygala pseudoerica,EN,NA
Polygala pulchella,LC,NA
Polygala pumila,NT,NA
Polygala revoluta,EN,NA
Polygala sabulosa,NT,NA
Polygala selaginoides,EN,NA
Polygala stephaniana,EN,NA
Polygala suganumae,CR,NA
Polygala tamariscea,VU,NA
Polygala trifurcata,EN,NA
Polygala vollii,EN,NA
Polygonanthus punctulatus,DD,NA
Polystachya rupicola,CR,NA
Polystichum bradei,EN,NA
Polytaenium feei,DD,NA
Pomaria stipularis,NT,NA
Porcelia macrocarpa,LC,NA
Porophyllum bahiense,VU,NA
Portea alatisepala,VU,NA
Portea fosteriana,EN,NA
Portea grandiflora,VU,NA
Portea kermesina,EN,NA
Portea nana,EN,NA
Portulaca halimoides,LC,NA
Portulaca hatschbachii,EN,NA
Posoqueria acutifolia,DD,NA
Posoqueria bahiensis,VU,NA
Posoqueria latifolia,LC,NA
Posoqueria laurifolia,DD,NA
Posoqueria palustris,EN,NT
Pouteria amapaensis,LC,NA
Pouteria andarahiensis,NT,NT
Pouteria atabapoensis,LC,NA
Pouteria atlantica,CR,NA
Pouteria bapeba,EN,CR
Pouteria beaurepairei,LC,NA
Pouteria brevensis,DD,NA
Pouteria bullata,EN,EN
Pouteria butyrocarpa,CR,CR
Pouteria cicatricata,LC,NT
Pouteria ciliata,DD,NA
Pouteria coelomatica,EN,VU
Pouteria confusa,EN,NA
Pouteria crassiflora,DD,NA
Pouteria decussata,DD,EN
Pouteria ericoides,DD,NA
Pouteria erythrochrysa,VU,NA
Pouteria exstaminodia,DD,NA
Pouteria franciscana,NT,NA
Pouteria freitasii,VU,NA
Pouteria fulva,DD,NA
Pouteria furcata,LC,EN
Pouteria gabrielensis,LC,NA
Pouteria glomerata,LC,NA
Pouteria grandiflora,LC,NA
Pouteria juruana,LC,NA
Pouteria krukovii,LC,NA
Pouteria latianthera,DD,NA
Pouteria lucens,DD,NA
Pouteria macahensis,EN,EN
Pouteria macrocarpa,EN,VU
Pouteria maguirei,DD,NA
Pouteria maxima,VU,NA
Pouteria microstrigosa,DD,NA
Pouteria minima,NT,NA
Pouteria nordestinensis,LC,NA
Pouteria nudipetala,DD,NA
Pouteria oppositifolia,NT,NA
Pouteria oxypetala,NT,EN
Pouteria pachycalyx,NT,VU
Pouteria pachyphylla,DD,NA
Pouteria pallens,DD,NA
Pouteria pariry,LC,NA
Pouteria peduncularis,VU,NA
Pouteria petiolata,"NT, quase chegando à VU",VU
Pouteria platyphylla,NT,NA
Pouteria polysepala,DD,NA
Pouteria psammophila,"NT, quase chegando à VU",NA
Pouteria pubescens,DD,NA
Pouteria putamen-ovi,DD,NA
Pouteria resinosa,EN,NA
Pouteria reticulata,LC,NA
Pouteria retinervis,NT,NA
Pouteria rodriguesiana,DD,NA
Pouteria sagotiana,LC,NA
Pouteria salicifolia,LC,NA
Pouteria samborae,DD,NA
Pouteria scrobiculata,DD,NA
Pouteria stenophylla,DD,NA
Pouteria stipulifera,DD,NA
Pouteria subcaerulea,LC,NA
Pouteria subsessilifolia,NT,NA
Pouteria synsepala,DD,NA
Pouteria tarumanensis,DD,NA
Pouteria tenuisepala,DD,NA
Pouteria torta,LC,NA
Pouteria trifida,DD,NA
Pouteria velutinicarpa,CR,NA
Pouteria vernicosa,NT,VU
Pouteria virescens,NT,EN
Pradosia atroviolacea,DD,NA
Pradosia brevipes,LC,NA
Pradosia decipiens,DD,NA
Pradosia glaziovii,DD,DD
Pradosia granulosa,EN,VU
Pradosia kuhlmannii,EN,EN
Pradosia lactescens,LC,NA
Pradosia lahoziana,CR,NA
Pradosia longipedicellata,EN,NA
Pradosia subverticillata,LC,VU
Pradosia verrucosa,DD,NA
Pradosia verticillata,DD,EN
Praxelis grandiflora,LC,NA
Prepusa alata,CR,NA
Prepusa connata,CR,NA
Prepusa hookeriana,EN,EN
Prepusa montana,NT,VU
Prepusa viridiflora,EN,NA
Prescottia spiranthophylla,EN,NA
Prestelia eriopus,LC,NA
Prestoea tenuiramosa,LC,NA
Prestonia bahiensis,LC,NA
Prestonia quinquangularis,LC,NA
Prestonia riedelii,LC,NA
Prestonia solanifolia,EN,NA
Prestonia tomentosa,LC,NA
Pringleella subulata,EN,NA
Promenaea fuerstenbergiana,EN,NA
Prosthechea serpentilingua,DD,NA
Proteopsis argentea,VU,NA
Protium bahianum,EN,EN
Protium dawsonii,LC,NA
Protium giganteum var. crassifolium,VU,NA
Protium glaziovii,EN,NA
Protium heptaphyllum subsp. cordatum,DD,NA
Protium icicariba var. talmonii,EN,NA
Protium inodorum,EN,NA
Protium kleinii,LC,NA
Protium pilosellum,DD,NA
Prunus ulei,NT,NA
Pseuderanthemum modestum,LC,NA
Pseuderanthemum riedelianum,LC,NA
Pseudoacanthocereus brasiliensis,DD,NA
Pseudobombax calcicola,EN,NA
Pseudobombax grandiflorum,LC,NA
Pseudobombax marginatum,LC,NA
Pseudobombax minimum,LC,NA
Pseudobombax parvifolium,LC,NA
Pseudobombax petropolitanum,EN,NA
Pseudobombax tomentosum,LC,NA
Pseudolaelia brejetubensis,CR,NA
Pseudolaelia canaanensis,VU,NA
Pseudolaelia cipoensis,CR,NA
Pseudolaelia citrina,EN,NA
Pseudolaelia dutrae,VU,NA
Pseudolaelia vellozicola,LC,NA
Pseudolmedia hirtula,LC,NA
Pseudopiptadenia bahiana,LC,NA
Pseudopiptadenia inaequalis,NT,NA
Pseudopiptadenia leptostachya,LC,NA
Pseudopiptadenia schumanniana,LC,NA
Pseudopiptadenia warmingii,LC,NA
Pseudotrimezia aminae,DD,NA
Pseudotrimezia brevistamina,CR,NA
Pseudotrimezia concava,CR,NA
Pseudotrimezia elegans,CR,NA
Pseudotrimezia gracilis,CR,NA
Pseudotrimezia synandra,EN,NA
Pseudotrimezia tenuissima,EN,NA
Pseudoxandra bahiensis,VU,NA
Pseudoxandra duckei,DD,NA
Pseudoxandra obscurinervis,LC,NA
Pseudoxandra pilosa,DD,NA
Pseudoxandra rionegrensis,DD,NA
Pseudoxandra spiritus-sancti,EN,NA
Psidium anthomega,DD,NA
Psidium araucanum,EN,NA
Psidium arboreum,DD,NA
Psidium bahianum,"NT, quase chegando à VU",NA
Psidium canum,NT,NA
Psidium cauliflorum,NT,NA
Psidium firmum,LC,NA
Psidium gaudichaudianum,DD,NA
Psidium giganteum,EN,NA
Psidium grandifolium,LC,NA
Psidium grazielae,EN,NA
Psidium longipetiolatum,LC,NA
Psidium myrtoides,LC,NA
Psidium oblongatum,LC,NA
Psidium ovale,LC,NA
Psidium reptans,EN,NA
Psidium robustum,LC,NA
Psidium rotundidiscum,EN,NA
Psidium rufum,NA,LC
Psidium salutare,LC,NA
Psidium sartorianum,LC,NA
Psittacanthus acinarius,LC,NA
Psittacanthus pluricotyledonarius,LC,NA
Psychotria ampla,DD,NA
Psychotria borjensis,LC,NA
Psychotria brachyandra,DD,NA
Psychotria brachyanthema,DD,NA
Psychotria capitata,LC,NA
Psychotria carthagenensis,LC,NA
Psychotria caudata,VU,NA
Psychotria clavipes,EN,NA
Psychotria cupularis,LC,NA
Psychotria densicostata,DD,NA
Psychotria fluminensis,VU,NA
Psychotria glaziovii,VU,NA
Psychotria krukovii,DD,NA
Psychotria lindleyana,DD,NA
Psychotria loefgrenii,EN,NA
Psychotria longipes,LC,NA
Psychotria lucidifolia,DD,NA
Psychotria mandiocana,DD,NA
Psychotria microcarpa,EN,NA
Psychotria paludosa,EN,NA
Psychotria prunifolia,LC,NA
Psychotria racemosa,LC,NA
Psychotria rhytidocarpa,LC,NA
Psychotria subspathacea,VU,NA
Psychotria subspathulata,LC,NA
Psychotria sutericalyx,DD,NA
Psychotria tenuifolia,LC,NA
Psychotria tenuinervis,EN,NA
Psychotria ulei,EN,NA
Psychotria vestita,DD,NA
Psychotria wilkesiana,DD,NA
Psyllocarpus schwackei,VU,NA
Pterandra andersonii,DD,NA
Pterandra arborea,LC,NA
Pterandra evansii,VU,NA
Pterandra pyroidea,LC,NA
Pterandra viridiflora,DD,NA
Pteris congesta,EN,EN
Pteris limae,CR,NA
Pterocarpus monophyllus,EN,NA
Pterocarpus santalinoides,LC,NA
Pterocarpus ternatus,LC,NA
Pterocarpus villosus,LC,NA
Pterocarpus zehntneri,LC,NA
Pterodon apparicioi,EN,NA
Pteroglossa glazioviana,LC,NA
Pteroglossa hilariana,EN,NA
Pteroglossa macrantha,NT,NA
Pterogyne nitens,LC,NA
Pterolepis glomerata,LC,NA
Pterolepis perpusilla,LC,NA
Pterolepis rotundifolia,EN,NA
Ptychopetalum uncinatum,LC,NA
Pycnolejeunea papillosa,LC,NA
Pycreus flavescens,LC,NA
Pygmaeorchis brasiliensis,DD,NA
Qualea brasiliana,DD,NA
Qualea brevipedicellata,NT,NA
Qualea coerulea,EN,VU
Qualea decorticans,DD,NA
Qualea elegans,EN,NA
Qualea gestasiana,NT,NA
Qualea glaziovii,LC,NA
Qualea insignis,VU,NA
Qualea labouriauana,VU,NA
Qualea lundii,EN,NA
Qualea macropetala,DD,NA
Qualea magna,EN,EN
Qualea megalocarpa,"NT, quase chegando à VU",NA
Qualea selloi,LC,NA
Qualea themistoclesii,DD,NA
Quaternella glabratoides,EN,NA
Quesnelia augusto-coburgii,NT,NA
Quesnelia humilis,LC,NA
Quesnelia imbricata,DD,NA
Quesnelia kautskyi,VU,NA
Quesnelia lateralis,VU,NA
Quesnelia seideliana,EN,EN
Quiabentia zehntneri,LC,NA
Quiina berryi,LC,NA
Quiina cidiana,DD,NA
Quiina glaziovii,LC,NA
Quiina magallano-gomesii,DD,NA
Quiina maguirei,DD,NA
Quiina negrensis,LC,NA
Quiina paraensis,LC,NA
Quiina piresii,DD,NA
Quillaja brasiliensis,EN,NA
Quillaja lancifolia,LC,NA
Racinaea aerisincola,LC,NA
Racinaea domingos-martinis,DD,NA
Racinaea spiculosa,LC,NA
Raddia angustifolia,CR,NA
Raddia distichophylla,EN,NA
Raddiella esenbeckii,LC,NA
Randia itatiaiae,CR,NA
Ranunculus flagelliformis,LC,NA
Rauhiella brasiliensis,DD,NA
Rauhiella seehaweri,DD,NA
Rauhiella silvana,EN,NA
Raulinoa echinata,VU,NA
Raulinoreitzia leptophlebia,LC,NA
Rauvolfia atlantica,NT,NA
Rauvolfia capixabae,EN,NA
Rauvolfia ligustrina,LC,LC
Rauvolfia pentaphylla,LC,NA
Rauvolfia pruinosifolia,DD,NA
Ravenia infelix,NT,NA
Ravenia polygalaecalyx,DD,NA
Ravenia pseudalterna,DD,NA
Recordia reitzii,VU,NA
Recordoxylon stenopetalum,DD,NA
Regnellidium diphyllum,VU,NA
Reissekia smilacina,LC,NA
Reitzia smithii,VU,NA
Remijia asperula,VU,NA
Remijia duckei,DD,NA
Remijia glomerata,LC,NA
Remijia hirsuta,DD,NA
Remijia physophora,DD,NA
Renealmia brasiliensis,EN,NA
Renealmia petasites,LC,NA
Renvoizea glaziovii,DD,NA
Renvoizea teretifolia,DD,NA
Retrophyllum piresii,DD,NA
Rhabdodendron gardneranum,DD,NA
Rhabdodendron gardnerianum,DD,NA
Rhacocarpus inermis,LC,NA
Rhamnidium glabrum,VU,VU
Rhamnus sphaerosperma var. pubescens,LC,NA
Rheochloa scabrifolia,DD,NA
Rhipsalis agudoensis,EN,DD
Rhipsalis baccifera subsp. hileiabaiana,DD,NA
Rhipsalis cereoides,CR,NA
Rhipsalis crispata,DD,NA
Rhipsalis dissimilis,DD,NA
Rhipsalis elliptica,LC,NA
Rhipsalis flagelliformis,EN,NA
Rhipsalis floccosa,LC,NA
Rhipsalis hoelleri,EN,NT
Rhipsalis mesembryanthemoides,EN,NA
Rhipsalis oblonga,NT,NA
Rhipsalis ormindoi,VU,NA
Rhipsalis pacheco-leonis,EN,NA
Rhipsalis paradoxa,LC,NA
Rhipsalis paradoxa subsp. septentrionalis,EN,NA
Rhipsalis pentaptera,CR,NA
Rhipsalis pilocarpa,NT,NA
Rhipsalis russellii,LC,NA
Rhipsalis sulcata,DD,NA
Rhipsalis triangularis,EN,NA
Rhodostemonodaphne capixabensis,EN,EN
Rhodostemonodaphne negrensis,NT,NA
Rhodostemonodaphne parvifolia,VU,CR
Rhodostemonodaphne peneia,LC,NA
Rhodostemonodaphne recurva,VU,EN
Rhynchanthera grandiflora,LC,NA
Rhynchanthera latifolia,VU,NA
Rhynchosia leucophylla,DD,NA
Rhynchosia reticulata,LC,NA
Rhynchosida physocalyx,DD,NA
Rhynchospora biflora,LC,NA
Rhynchospora enmanuelis,EN,NA
Rhynchospora filiformis,LC,NA
Rhynchospora luetzelburgiana,DD,NA
Rhynchospora nardifolia,LC,NA
Rhynchospora paranaensis,DD,NA
Rhynchospora sampaioana,DD,NA
Rhynchospora tenuis,NA,LC
Rhynchospora warmingii,LC,NA
Riccia ridleyi,CR,NA
Riccia squamata,LC,NA
Richardia humistrata,LC,NA
Richardia schumannii,EN,NA
Richardia stellaris,NT,NA
Richterago angustifolia,EN,NA
Richterago arenaria,VU,NA
Richterago campestris,EN,NA
Richterago caulescens,CR,NA
Richterago conduplicata,EN,NA
Richterago elegans,VU,NA
Richterago hatschbachii,EN,NA
Richterago lanata,EN,NA
Richterago petiolata,EN,NA
Richterago polyphylla,EN,NA
Richterago riparia,VU,NA
Richterago stenophylla,EN,NA
Richterago suffrutescens,CR,NA
Rinorea bicornuta,DD,CR
Rinorea laevigata,EN,NA
Rinorea longistipulata,EN,EN
Rinorea maximiliani,DD,NA
Rinorea ramiziana,EN,EN
Rinorea villosiflora,DD,CR
Riodocea pulcherrima,EN,EN
Rodriguezia bifolia,DD,NA
Rodriguezia obtusifolia,NT,NA
Rodriguezia rigida,DD,NA
Rodriguezia sucrei,CR,NA
Rodriguezia venusta,LC,NA
Roupala asplenioides,EN,EN
Roupala caparoensis,EN,NA
Roupala consimilis,LC,NA
Roupala gracilis,EN,NA
Roupala longepetiolata,VU,NA
Roupala psilocarpa,DD,NA
Roupala sculpta,EN,VU
Rourea bahiensis,EN,NA
Rourea chrysomalla,EN,NA
Rourea cnestidifolia,EN,NA
Rourea gracilis,NT,NA
Rourea laurifolia,VU,NA
Rourea prancei,DD,NA
Rourea psammophila,LC,NA
Rourea pseudospadicea,EN,NA
Rudgea agresteophila,DD,NA
Rudgea coronata,LC,LC
Rudgea coronata subsp. leiocarpoides,NT,NA
Rudgea coronata subsp. saint-hilairei,CR,NA
Rudgea corymbulosa,EN,NA
Rudgea crassifolia,NT,VU
Rudgea discolor,DD,NA
Rudgea erythrocarpa,EN,EN
Rudgea francavillana,LC,NA
Rudgea gardenioides,LC,NA
Rudgea hileiabaiana,EN,NA
Rudgea insignis,VU,VU
Rudgea interrupta,LC,NA
Rudgea jacobinensis,LC,NA
Rudgea jasminoides subsp. nervosa,VU,NA
Rudgea macrophylla,NT,EN
Rudgea malpighiacea,DD,NA
Rudgea minor,LC,NA
Rudgea minor subsp. calycina,DD,NA
Rudgea mouririoides,EN,NA
Rudgea nobilis,EN,NT
Rudgea obtusa,VU,NA
Rudgea pachyphylla,CR,EN
Rudgea parquioides subsp. caprifolium,CR,NA
Rudgea parquioides subsp. hirsutissima,EN,NA
Rudgea parvifolia,CR,VU
Rudgea reflexa,NT,NA
Rudgea reticulata,LC,NA
Rudgea sessilis,LC,NA
Rudgea sessilis subsp. cipoana,EN,NA
Rudgea triflora,NT,NT
Rudgea umbrosa,NT,VU
Rudgea vellerea,VU,NT
Ruellia affinis,LC,NA
Ruellia bulbifera,LC,NA
Ruellia chamaedrys,DD,NA
Ruellia curviflora,LC,NA
Ruellia dissitifolia,LC,NA
Ruellia epallocaulos,LC,NA
Ruellia erythropus,LC,NA
Ruellia multifolia,LC,NA
Ruellia solitaria,LC,NA
Ruizterania clavata,DD,NA
Rupichloa acuminata,DD,NA
Rustia angustifolia,EN,NA
Rustia formosa,LC,NA
Rustia gracilis,EN,NA
Rustia simpsonii,EN,NA
Sabicea grisea,LC,NA
Sabicea villosa,LC,NA
Sagittaria lancifolia,VU,NA
Sagittaria rhombifolia,LC,NA
Salacia arborea,LC,NA
Salacia mosenii,CR,NA
Salix humboldtiana,LC,NA
Salvia benthamiana,EN,NA
Salvia congestiflora,NT,NA
Salvia longibracteolata,CR,NA
Salvia rivularis,VU,NA
Salzmannia arborea,VU,NA
Saranthe composita,VU,NA
Saranthe klotzschiana,LC,NA
Sarcaulus inflexus,DD,NA
Sarcaulus vestitus,VU,VU
Sarcoglottis alexandri,EN,NA
Sarcoglottis veyretiae,DD,NA
Saundersia mirabilis,EN,NA
Saundersia paniculata,VU,NA
Sauroglossum odoratum,DD,NA
Sauroglossum organense,DD,NA
Sauvagesia lanceolata,EN,NA
Sauvagesia nitida,VU,NA
Sauvagesia oliveirae,CR,NA
Sauvagesia ribeiroi,EN,NA
Savia dictyocarpa,LC,NA
Scaevola plumieri,LC,NA
Scaphyglottis prolifera,LC,NA
Schaueria lophura,NT,NA
Schaueria virginea,DD,NA
Schefflera aurata,EN,CR
Schefflera botumirimensis,CR,NA
Schefflera calva,LC,NA
Schefflera capixaba,CR,NA
Schefflera cephalantha,DD,CR
Schefflera fruticosa,EN,NA
Schefflera gardneri,EN,NA
Schefflera glaziovii,EN,NA
Schefflera kollmannii,EN,NA
Schefflera lucumoides,EN,NA
Schefflera plurifolia,NT,NA
Schefflera prancei,LC,NA
Schefflera pubicarpa,LC,NA
Schefflera ruschiana,CR,NA
Schefflera sprucei,EN,VU
Schefflera succinea,EN,EN
Schefflera umbrosa,LC,NA
Schefflera varisiana,LC,NA
Schefflera villosissima,EN,NA
Schinopsis balansae,EN,EN
Schinopsis brasiliensis,LC,NA
Schinopsis brasiliensis var. glabra,DD,NA
Schinus engleri,NT,NA
Schinus ramboi,EN,NA
Schinus spinosa,DD,NA
Schizachyrium scabriflorum,EN,NA
Schizaea elegans,LC,NA
Schlechtendalia luzulifolia,EN,NA
Schlumbergera kautskyi,EN,NA
Schlumbergera microsphaerica,VU,NA
Schlumbergera opuntioides,VU,NA
Schlumbergera russelliana,EN,NA
Schlumbergera truncata,LC,NA
Schoepfia velutina,DD,NA
Schomburgkia gloriosa,LC,NA
Schradera brasiliensis,LC,NA
Schultesia aptera,LC,NA
Schultesia bahiensis,LC,NA
Schultesia crenuliflora,VU,NA
Schultesia guianensis,LC,NA
Schultesia irwiniana,CR,NA
Schultesia pachyphylla,LC,NA
Schultesia piresiana,EN,NA
Schwenckia curviflora,EN,NA
Schwenckia lateriflora,DD,NA
Schwenckia nova-veneciana,CR,NA
Sciadotenia acutifolia,DD,NA
Sciaphila schwackeana,NT,NA
Scleria balansae,VU,NA
Scleria cuyabensis,NT,NA
Scleronema spruceana,LC,NA
Scutellaria tubiflora,DD,NA
Scutia arenicola,EN,NA
Scuticaria irwiniana,EN,NA
Scuticaria itirapinensis,CR,NA
Scuticaria kautskyi,CR,NA
Scuticaria strictifolia,EN,NA
Sebastiania pteroclada,CR,NA
Securidaca acuminata,DD,NA
Seemannia sylvatica,NT,NA
Seguieria americana,LC,NA
Seguieria langsdorffii,LC,NA
Selaginella convoluta,LC,NA
Selaginella mendoncae,VU,NA
Selaginella tenuissima,LC,NA
Selaginella valida,NT,NA
Selenipedium isabelianum,DD,NA
Selenipedium palmifolium,LC,NA
Sellocharis paradoxa,VU,NA
Senaea coerulea,EN,EN
Senaea janeirensis,CR,EN
Senecio adamantinus,LC,NA
Senecio almasensis,CR,NA
Senecio arctiifolius,EN,NA
Senecio caparaoensis,EN,NA
Senecio crassiflorus,NT,NA
Senecio gertii,EN,NA
Senecio graciellae,EN,NA
Senecio hatschbachii,EN,NA
Senecio heteroschizus,EN,NA
Senecio langei,VU,NA
Senecio malacophyllus,DD,NA
Senecio pohlii,NT,NA
Senecio promatensis,CR,NA
Senecio ramboanus,EN,NA
Senecio ramentaceus,VU,NA
Senecio riograndensis,EN,NA
Senefeldera verticillata,LC,NA
Senegalia cearensis,VU,NA
Senegalia hatschbachii,LC,NA
Senegalia incerta,DD,NA
Senegalia irwinii,LC,NA
Senegalia kallunkiae,LC,NT
Senegalia latifoliola,DD,NA
Senegalia miersii,EN,NA
Senegalia mikanii,EN,NA
Senegalia parviceps,DD,NA
Senegalia ricoae,CR,NA
