"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"151","2019-08-06 14:51:40-03","F","FMNH-SEEDPLANTS","V0469910F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens",NA,"J. A. Steyermark","75773","1953","6","20","South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0469910F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"152","2020-07-23 12:09:54-03","CEPLAC","CEPEC","47987","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens",NA,"R. M. Harley","25644","1988","10","26",NA,"Brasil","Bahia","RIO DE CONTAS","9Km ao N da cidade, estrada p/ povoado de Mato Grosso. Margem de riacho.","-41.833333","-13.5",NA,NA,NA,NA,NA,"M. Cheek",NA,NA,NA,"41W50'","13S30'",NA,"30/12/1995",NA,NA,NA,NA,NA
"153","2020-11-12 17:00:30-03","UEL","FUEL","20349","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Dubuc, MA; Salioni, KD; Saridakis, DP","s.n.","1996","09","21",NA,"Brasil","Paraná","Palmeira","Rio Tibagi, margem esquerda,há 3km ponte sobre Can, margem esquerda,há 3Km ponte sobre Canyon","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"Saridakis, DP",NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA
"154","2020-11-12 17:00:30-03","UEL","FUEL","19438","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Saridakis, DP; Cazetta, M; Dias, AT","s.n.","1996","01","14",NA,"Brasil","São Paulo","Itararé","Margem esq. Rio Verde; limite Itararé-Itapeva, Itapeva limite Itararé R. Verde","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"Saridakis, DP",NA,"1996",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA
"155","2019-11-01 15:02:06-03","UnB","UB","92674","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Irwin, HS","14259","1966","03","30","Southern America","Brasil","Goiás",NA,"35km ao N de Formosa","-46","-14",NA,NA,NA,NA,NA,"Taylor, P",NA,NA,NA,"-46","-14",NA,NA,NA,NA,NA,NA,NA
"156","2019-11-01 15:02:06-03","UnB","UB","10357","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Gomes, BM; Brito, DS; Proença, CEB; Guimarães, PJF","269","2001","04","04","Southern America","Brasil","Distrito Federal","Brasília","Parque Recreativo e Reserva Ecológica do Gama","-48.05","-16.033333",NA,NA,NA,"Inflorescência glabra; anteras amarela-claro; cálice verde-amarelado.; Erva 0,5m. Flor amarela. Fruto verde arroxeado.; Aquático.",NA,"Gomes, BM",NA,NA,NA,"-48.05","-16.033333",NA,NA,NA,NA,NA,NA,NA
"157","2019-05-06 11:58:27-03","UFU","HUFU","57895","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Resende, I.L.M.","227","2008","11","04",NA,"Brasil","Goiás","Bela Vista de Goiás",NA,"-48.9533004760742","-16.9727993011475",NA,NA,NA,"Flores amarelas, frutos globosos com cálice pentalobado.; Vereda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39117","auto",NA,NA
"158","2020-01-31 10:38:46-03","IFAM","EAFM","4051","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Prance, G.T.; Lleras, E.","18975","1973","10","15",NA,"Brasil","Mato Grosso",NA,"Vicinity of Colegio Buriti, Chapada dos Guimarães. Buriti-grass swamps.",NA,NA,NA,NA,NA,"; DESC: Corolla yellow. Alt. 720 m.",NA,"Taylor, P.",NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-03-05 09:44:41-03","IBt","SP","128323","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Eiten, G; Eiten, LT","9146","1968","10","06",NA,"Brasil","Mato Grosso","Barra do Garças","Serra do Roncador, Ca. 10 km due SW of Royal Society Base Camp","-51.75","-12.85","450","450",NA,NA,NA,"Corrêa, MA",NA,"1995","01","-51.75","-12.85",NA,NA,NA,NA,NA,NA,NA
"161","2021-02-04 09:01:45-03","IBt","SP","19326","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-03-05 09:44:41-03","IBt","SP","23455","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Hoehne, FC","s.n.","1928","11","06",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1996","06",NA,NA,NA,NA,NA,"44368","auto",NA,NA
"163","2020-03-05 09:44:41-03","IBt","SP","287240","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Souza, VC; et al.","7211","1994","11","13",NA,"Brasil","São Paulo","Itararé","Estrada Itararé - Bom Sucesso de Itararé, Fazenda Ibiti (Ripasa)","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1994","11",NA,NA,NA,NA,"13","27729","auto",NA,NA
"164","2020-03-05 09:44:41-03","IBt","SP","343058","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Barros, F","2934","2000","02","07",NA,"Brasil","São Paulo","Itararé","Sp 258, Km 324, margem do rio Verde","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"Gonella, PM",NA,"2010","11",NA,NA,NA,NA,"12","27729","auto",NA,NA
"165","2020-03-05 09:44:41-03","IBt","SP","93636","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Mimura, I","61","1961","10","25",NA,"Brasil","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1995","06",NA,NA,NA,NA,NA,"39297","auto",NA,NA
"166","2020-03-05 09:44:41-03","IBt","SP","14840","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Usteri, A","s.n.","1906","09","28",NA,"Brasil","São Paulo","São Paulo","Avenida Paulista","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1995","06",NA,NA,NA,NA,NA,"53584","auto",NA,NA
"167","2020-03-05 09:44:41-03","IBt","SP","7213","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Brade, AC","5878","1911","12",NA,NA,"Brasil","São Paulo","São Paulo","Bairro Saúde","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1995","06",NA,NA,NA,NA,NA,"53584","auto",NA,NA
"168","2020-03-05 09:44:41-03","IBt","SP","571","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Hoehne, FC","s.n.","1917","09",NA,NA,"Brasil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1997","10",NA,NA,NA,NA,"22","53584","auto",NA,NA
"169","2020-03-05 09:44:41-03","IBt","SP","480","S","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","Hoehne, FC","s.n.","1917","08","31",NA,"Brasil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1995","06",NA,NA,NA,NA,NA,"53584","auto",NA,NA
