"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"1416","2020-12-02 09:07:37-03","UNITINS","HUTO","3935","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Fonseca, M.L.","2009","06","29",NA,"Brasil",NA,NA,"Erva cerca de 0,70 m de altura. Inflorescência dourada. Comum; Cerrado sensu stricto/ cerradão semideciduo","HUTO003935",NA,NA,"P. Beauv.","Santos, E.R.","5951","Tocantins","Arraias","Bacia do Tocantins. Sub-bacia do rio Palma. Solo argiloso claro com tapiocanga, quartzo, afloramento calcário. Relevo ondulado (encosta)","-46.97","-12.871667",NA,"563","563",NA,"-46.97","-12.871667","2014","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","2019-10-07 09:21:42-03","UEFS","HUEFS","162582","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus",NA,"1997","05","19",NA,"Brasil",NA,NA,"Savana arbustiva","HUEFS0162582","Angiospermae","Poales","P. Beauv.","F.M.Ferreira","170771","Mato Grosso","Nobres","Ca. De 62 Km NE ( em linha reta) de Nobres. BR-242","-56.883333","-14.383333","HUEFS0162582",NA,NA,NA,"56W53'","14S23'","2009","12",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1418","2019-10-07 09:21:42-03","UEFS","HUEFS","162583","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Souza, V.C.","1997","03","23",NA,"Brasil",NA,NA,"Savana arbustiva","HUEFS0162583","Angiospermae","Poales","P. Beauv.","F.M.Ferreira","170771","Mato Grosso","Canarana","Estrada Água Boa - Nova Xavantina, ca. 40 km após a estrada de Canarana.","-52.0775","-13.908056","HUEFS0162583",NA,NA,NA,"52W4'39''","13S54'29''","2009","12",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1419","2019-11-08 15:01:00-03","UEFS","HUEFS","252696","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S.","2015","04","16",NA,"Brasil",NA,NA,"Savana.","HUEFS0252696","Angiospermae","Poales","P. Beauv.",NA,"1874","Pará","Santarém","Alter do Chão","-54.938611","-1.490833",NA,NA,NA,NA,"54W56'19''","1S29'27''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1420","2019-10-07 09:21:42-03","UEFS","HUEFS","101504","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Costa, G.","2005","10","03",NA,"Brasil",NA,NA,"Cerrado-chapadinha.","HUEFS0101504","Angiospermae","Poales","P. Beauv.",NA,"71","Bahia","Palmeiras","Palmeiras. (Próximo a pista).","-41.45","-12.45","HUEFS0101504",NA,NA,NA,"41W27'","12S27'",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1421","2019-10-07 09:21:42-03","UEFS","HUEFS","108589","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.C.","2012","01","29",NA,"Brasil",NA,NA,NA,"HUEFS0108589","Angiospermae","Poales","P. Beauv.",NA,"2724","Goiás","Alto Paraíso de Goiás","Vila de São Jorge. Redor do Parque Nacional da Chapada dos Veadeiros, trilha do Abismo.","-47.848056","-14.184722","HUEFS0108589","986","986",NA,"47W50'53''","14S11'5''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1422","2021-03-04 11:16:03-03","UEFS","HUEFS","111943","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Mattos-Silva, L.A.","2000","10","07",NA,"Brasil",NA,NA,NA,"HUEFS0111943","Angiospermae","Poales","P. Beauv.","C.Delfini","4262","Bahia","Santa Luzia","Rodovia (BA-270) que liga Santa Luzia/ Canavieiras/Una. Km 15. Campos Naturais.","-39.225556","-15.501389","HUEFS0111943",NA,NA,NA,"39W13'32''","15S30'5''","2019","01",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1423","2019-10-07 09:21:42-03","UEFS","HUEFS","113487","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Neves, S.P.S.","2006","10","17",NA,"Brasil",NA,NA,NA,"HUEFS0113487","Angiospermae","Poales","P. Beauv.","A.A.Conceição","140","Bahia","Lençóis","Próximo ao rio Mucugezinho.","-41.419167","-12.464444","HUEFS0113487","759","759",NA,"41W25'9''","12S27'52''","2007","09",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1424","2019-10-07 09:21:42-03","UEFS","HUEFS","118793","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Tameirão Neto, E.","2005","07","14",NA,"Brasil",NA,NA,NA,"HUEFS0118793","Angiospermae","Poales","P. Beauv.",NA,"3959","Minas Gerais",NA,"Bom Jardim de Minas: Saint Gobain.",NA,NA,"HUEFS0118793",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1425","2019-10-07 09:21:42-03","UEFS","HUEFS","118878","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.P.","2007","05","04",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0118878","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","1292","Bahia","Morro do Chapéu","4 km de Morro do Chapéu, na estrada para Duas Barras, tabuleiro do tigre.","-41.162778","-11.600556",NA,"1115","1115",NA,"41W9'46''","11S36'2''","2008","05",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1426","2019-10-07 09:21:42-03","UEFS","HUEFS","126263","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Melo, E.","2007","09","08",NA,"Brasil",NA,NA,NA,"HUEFS0126263","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","5076","Bahia","Morro do Chapéu","Morrão. Torre da antena de televisão.","-41.202222","-11.583333",NA,"1025","1025",NA,"41W12'8''","11S35'0''","2008","05",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1427","2019-10-07 09:21:42-03","UEFS","HUEFS","141309","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rezende, S.G.","2006","09","25",NA,"Brasil",NA,NA,NA,"HUEFS0141309","Angiospermae","Poales","P. Beauv.",NA,"1799","Bahia","Prado","Fazenda Riacho das Ostras. Muçununga.","-39.233333","-17.215","HUEFS0141309","35","35",NA,"39W14'0''","17S12'54''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1428","2019-10-07 09:21:42-03","UEFS","HUEFS","1656","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Noblick, L.R.","1982","11","30",NA,"Brasil",NA,NA,NA,"HUEFS0001656","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","2197","Mato Grosso do Sul","Camaçari",NA,"-38.3","-12.483333","HUEFS0001656",NA,NA,NA,"38W18'","12S29'","1997","06",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1429","2019-10-07 09:21:42-03","UEFS","HUEFS","162580","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus",NA,"1997","03","21",NA,"Brasil",NA,NA,"Savanaparque area arborizada densa","HUEFS0162580","Angiospermae","Poales","P. Beauv.",NA,"114743","Mato Grosso","São Félix do Araguaia","Estrada entre a Vila de Pontilinópolis e a Serra do Magalhães.","-51.216944","-11.560833","HUEFS0162580",NA,NA,NA,"51W13'1''","11S33'39''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1430","2019-10-07 09:21:42-03","UEFS","HUEFS","162581","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus",NA,"1997","05","20",NA,"Brasil",NA,NA,"Savana arbustiva","HUEFS0162581","Angiospermae","Poales","P. Beauv.","F.M.Ferreira","16655","Mato Grosso","Alto Paraguai","9 Km WSW ( em linha reta) de alto paraguai. Estrada para a Tira Sentido. Arredores da Fazenda Serra Bocaina.","-56.583333","-14.6","HUEFS0162581",NA,NA,NA,"56W35'","14S36'","2009","12",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1431","2019-10-07 09:21:42-03","UEFS","HUEFS","181052","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.P.","2011","04","18",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0181052","Angiospermae","Poales","P. Beauv.",NA,"1812","Bahia","Morro do Chapéu","Estrada para Morrão.","-41.15","-11.55","HUEFS0181052","1300","1300",NA,"41W9'","11S33'",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1432","2019-10-07 09:21:42-03","UEFS","HUEFS","181141","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.P.","2011","10","31",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0181141","Angiospermae","Poales","P. Beauv.",NA,"1901","Bahia","Mucugê","Parque Municipal Sempre-Viva. Trilha para cachoeira do tiburtino.","-41.333333","-12.983333","HUEFS0181141",NA,NA,NA,"41W20'0''","12S59'0''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1433","2019-10-07 09:21:42-03","UEFS","HUEFS","181246","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.P.","2011","11","01",NA,"Brasil",NA,NA,NA,"HUEFS0181246","Angiospermae","Poales","P. Beauv.",NA,"2006","Bahia","Mucugê","Serra do Esbarrancado.","-41.509167","-12.730833","HUEFS0181246",NA,NA,NA,"41W30'33''","12S43'51''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1434","2019-10-07 09:21:42-03","UEFS","HUEFS","185742","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Proença, C.","2011","06","03",NA,"Brasil",NA,NA,"Campo sujo de encosta, frequente.","HUEFS0185742","Angiospermae","Poales","P. Beauv.",NA,"3778","Distrito Federal",NA,"APA de Cafuringa. Região do Catingueiro II. Sítio Flor das Águas.","-47.973611","-15.536667","HUEFS0185742","840","890",NA,"47W58'25''","15S32'12''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1435","2019-10-07 09:21:42-03","UEFS","HUEFS","168310","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Brito, J.C.","2009","02","07",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0168310","Angiospermae","Poales","P. Beauv.",NA,"51","Bahia","Lençóis","Área queimada.","-41.383333","-12.566667",NA,NA,NA,NA,"41W23'","12S34'",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1436","2019-10-07 09:21:42-03","UEFS","HUEFS","180374","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Matos, E.N.de","2011","10","04",NA,"Brasil",NA,NA,"Campestre","HUEFS0180374","Angiospermae","Poales","P. Beauv.",NA,"626","Bahia","Ituberá","Pratigi.","-38.991389",NA,"HUEFS0180374",NA,NA,NA,"38W59'29''","13S42'237''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1437","2019-10-07 09:21:42-03","UEFS","HUEFS","185918","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Almeida-Silva, G.","2012","01","11",NA,"Brasil",NA,NA,"Campo rupestre dominado por Vellozia sincorana.","HUEFS0185918","Angiospermae","Poales","P. Beauv.",NA,"95","Bahia","Palmeiras","Parque Nacional Chapada Diamantina - Morro dos ventos.","-41.494444","-12.513333","HUEFS0185918","940","940",NA,"41W29'40''","12S30'48''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1438","2019-10-07 09:21:42-03","UEFS","HUEFS","186046","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Almeida-Silva, G.","2012","03","28",NA,"Brasil",NA,NA,"Campo rupestre dominado por Vellozia sincorana.","HUEFS0186046","Angiospermae","Poales","P. Beauv.",NA,"223","Bahia","Palmeiras","Parque Nacional Chapada Diamantina - Serra da Fumaça.","-41.485278","-12.601667","HUEFS0186046","1211","1211",NA,"41W29'7''","12S36'6''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1439","2021-03-04 11:16:03-03","UEFS","HUEFS","211097","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Santos, E.R.","2008","03","28",NA,"Brasil",NA,NA,"Cerrado stricto sensu - antropizado.","HUEFS0211097","Angiospermae","Poales","P. Beauv.","R.C.Oliveira","1548","Tocantins","Palmas","Estrada para Lajeado - Km 10.","-48.316944","-10.057222","HUEFS0211097",NA,NA,NA,"48W19'1''","10S3'26''","2013","04",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1440","2019-10-07 09:21:42-03","UEFS","HUEFS","21559","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carvalho, A.M.de","1994","10","27",NA,"Brasil",NA,NA,"Campos gerais. Solo arenoso com afloramentos rochosos.","HUEFS0021559","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","PCD1123","Bahia","Lençóis","Serra da Chapadinha.","-41.433333","-12.45","HUEFS0021559","910","910",NA,"41W26'","12S27'","1997","06",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1441","2019-10-07 09:21:42-03","UEFS","HUEFS","216457","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pimenta, K.M.","2010","10","12",NA,"Brasil",NA,NA,NA,"HUEFS0216457","Angiospermae","Poales","P. Beauv.",NA,"510","Bahia","Mucugê","Gerais do Rio Preto, Chapada Diamantina.","-41.281944","-13.228056","HUEFS0216457","1196","1196",NA,"41W16'55''","13S13'41''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1442","2020-01-17 08:55:08-03","UEFS","HUEFS","219887","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Aona, L.Y.S.","2015","05","29",NA,"Brasil",NA,NA,"Restinga com manchas de florestas ao redor da restnga.","HUEFS0219887","Angiospermae","Poales","P.Beauv.","A.O.Matos","4015","Bahia","Jaguaripe",NA,"-38.917222","-13.203056","HUEFS0219887 HUEFS0219887_e1","29","29",NA,"38W55'2''","13S12'11''","2020","01",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1443","2019-10-07 09:21:42-03","UEFS","HUEFS","227567","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carneiro, J.S.","2016","10","14",NA,"Brasil",NA,NA,NA,"HUEFS0227567","Angiospermae","Poales","P. Beauv.",NA,"77","Bahia","Mucugê","Trilha do Tribuki. Projeto Sempre-viva.","-41.343611","-12.998333",NA,"955","955",NA,"41W20'37''","12S59'54''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1444","2019-10-07 09:21:42-03","UEFS","HUEFS","227582","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carneiro, J.S.","2017","01","29",NA,"Brasil",NA,NA,NA,"HUEFS0227582","Angiospermae","Poales","P. Beauv.",NA,"92","Bahia","Rio de Contas","Pico das Almas, região dos Gerais do Vale do Queiroz. Área queimada em dezembro de 2016.","-41.950278","-13.521944",NA,"1544","1544",NA,"41W57'1''","13S31'19''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1445","2019-10-07 09:21:42-03","UEFS","HUEFS","249344","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Bispo, A.L.S","2018","09","21",NA,"Brasil",NA,NA,NA,"HUEFS0249344","Angiospermae","Poales","P.Beauv.",NA,"40","Bahia","Mucugê","Algodão Projeto Sempre viva, acima da cachoeira Piabinha","-41.339167","-12.996389",NA,NA,NA,NA,"41W20'21''","12S59'47''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1446","2019-11-08 15:01:00-03","UEFS","HUEFS","252674","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S.","2015","05","23",NA,"Brasil",NA,NA,"Savana.","HUEFS0252674","Angiospermae","Poales","P. Beauv.",NA,"2047","Pará","Salvaterra","Joanes","-48.522222","-0.843056",NA,NA,NA,NA,"48W31'20''","0S50'35''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1447","2019-11-08 15:01:00-03","UEFS","HUEFS","252681","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S.","2015","06","19",NA,"Brasil",NA,NA,"Savana.","HUEFS0252681","Angiospermae","Poales","P. Beauv.",NA,"2024","Amazonas","Humaitá",NA,"-63.020833","-7.506111",NA,NA,NA,NA,"63W1'15''","7S30'22''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1448","2019-11-08 15:01:00-03","UEFS","HUEFS","252689","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S.","2015","04","21",NA,"Brasil",NA,NA,"Savana.","HUEFS0252689","Angiospermae","Poales","P. Beauv.",NA,"1950","Pará","Prainha",NA,"-53.515","-1.766944",NA,NA,NA,NA,"53W30'54''","1S46'1''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1449","2021-03-04 11:16:03-03","UEFS","HUEFS","46401","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Nascimento, L.M.","2000","03","01",NA,"Brasil",NA,NA,"Mata estacional.","HUEFS0046401","Angiospermae","Poales","P. Beauv.",NA,"345","Pernambuco","Madre de Deus","Brejo da Madre de Deus.","-36.383333","-8.2075","HUEFS0046401","920","1030",NA,"36W23'0''","8S12'27''","2004","04",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1450","2019-11-08 15:01:00-03","UEFS","HUEFS","252728","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S.","2015","03","18",NA,"Brasil",NA,NA,NA,"HUEFS0252728","Angiospermae","Poales","P. Beauv.",NA,"1735","Pará","São Geraldo do Araguaia","Serra das Andorinhas.","-48.5725","-6.2025",NA,NA,NA,NA,"48W34'21''","6S12'9''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1451","2019-11-08 15:01:00-03","UEFS","HUEFS","252731","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S.","2015","03","18",NA,"Brasil",NA,NA,NA,"HUEFS0252731","Angiospermae","Poales","P. Beauv.",NA,"1735","Pará","São Geraldo do Araguaia","Serra das Andorinhas.","-48.5725","-6.2025",NA,NA,NA,NA,"48W34'21''","6S12'9''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1452","2019-10-07 09:21:42-03","UEFS","HUEFS","36889","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Queiroz, L.P.de","1999","04","11",NA,"Brasil",NA,NA,"Cerrado sobre solo de areia branca.","HUEFS0036889","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","5320","Bahia","Umburanas","Delfino Serra do Curral Feio (localmente referida como Serra da Empreitada): Cachoeirinha, à beira do rio Tabuleiro, ca. 10 km NW de Delfino na estrada que sai pelo depósito de lixo.","-41.216667","-10.35","HUEFS0036889","1000","1200",NA,"41W13'","10S21'","1999","08",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1453","2020-01-31 09:53:52-03","UEFS","HUEFS","254150","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Munhoz, C.B.R.","2009",NA,NA,NA,"Brasil",NA,NA,"Campo limpo úmido.","HUEFS0254150","Angiospermae","Poales","P.Beauv.",NA,"140","Goiás","Alto Paraíso de Goiás","Fazenda Água Fria.","-47.509167","-14.083056",NA,"1482","1482",NA,"47W30'33''","14S4'59''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1454","2019-10-07 09:21:42-03","UEFS","HUEFS","30380","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","França, F.","1997","05","13",NA,"Brasil",NA,NA,"Cerrado, solo arenoso e pedregoso.","HUEFS0030380","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","2268","Bahia","Riachão das Neves",NA,"-44.914167","-11.780833","HUEFS0030380","684","684",NA,"44W54'51''","11S46'51''","1999","08",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1455","2019-10-07 09:21:42-03","UEFS","HUEFS","36781","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Queiroz, L.P.de","1999","04","09",NA,"Brasil",NA,NA,"Área alagável sobre solo de areia pura.","HUEFS0036781","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","5212","Bahia","Umburanas","Delfino Serra do Curral Feio (localmente referida como Serra da Empreitada), entrando para W a cerca de 20 km S de Delfino na estrada para Umburanas.","-41.316667","-10.366667","HUEFS0036781","1000","1200",NA,"41W19'","10S22'","1999","08",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1456","2021-03-04 11:16:03-03","UEFS","HUEFS","59933","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Mattos-Silva, L.A.","2000","10","07",NA,"Brasil",NA,NA,"Mata Atlântica","HUEFS0059933","Angiospermae","Poales","P. Beauv.","C.Delfini","4262","Bahia","Santa Luzia","Rodovia (BA - 270) que liga Santa Luzia/Canavieiras/Una. Km 15. Campos naturais. Solo arenoso. (Solo Podzólico) lado esquerdo e direito.","-39.225556","-15.501389","HUEFS0059933",NA,NA,NA,"39W13'32''","15S30'5''","2019","01",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1457","2021-03-04 11:16:03-03","UEFS","HUEFS","63063","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Jardim, J.G.","1999","08","14",NA,"Brasil",NA,NA,"Restinga Arborea.","HUEFS0063063","Angiospermae","Poales","P. Beauv.","M.M.Marchi","2184","Bahia","Maraú","Peninsula de Maraú. Área de Preservação Ambiental (APA). Fazenda Virgem del Mar.","-38.95","-14.099167","HUEFS0063063",NA,NA,NA,"38W57'0''","14S5'57''","2005","07",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1458","2019-10-07 09:21:42-03","UEFS","HUEFS","64325","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Queiroz, L.P.de","2002","09","18",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0064325","Angiospermae","Poales","P. Beauv.",NA,"7446","Bahia","Lençóis","Área ao S da rodovia BR 324, no vale do rio Mucugezinho.","-41.418333","-12.463333","HUEFS0064325","786","786",NA,"41W25'6''","12S27'48''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1459","2019-10-07 09:21:42-03","UEFS","HUEFS","94599","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Conceição, A.A.","2005","04","16",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0094599","Angiospermae","Poales","P. Beauv.",NA,"1337","Bahia","Mucugê","Bese da Serra do Esbarrancado.","-41.5","-12.75","HUEFS0094599","1200","1200",NA,"41W30'","12S45'",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1460","2019-10-07 09:21:42-03","UEFS","HUEFS","237090","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Chagas, D.B.das","2016","05","12",NA,"Brasil",NA,NA,"Cerrado stricto sensu","HUEFS0237090","Angiospermae","Poales","P. Beauv.",NA,"74","Tocantins","Porto Nacional","Faz. São Judas - Porto Nacional - TO","-48.416667","-10.8","HUEFS0237090","306","306",NA,"48W25'","10S48'",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1461","2019-10-07 09:21:42-03","UEFS","HUEFS","216322","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pimenta, K.M.","2012","09","18",NA,"Brasil",NA,NA,NA,"HUEFS0216322","Angiospermae","Poales","P. Beauv.",NA,"375","Bahia","Ibicoara","Gerais de Machombongo, Chapada Diamantina.","-41.286944","-13.231944","HUEFS0216322","1178","1178",NA,"41W17'13''","13S13'55''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1462","2019-10-07 09:21:42-03","UEFS","HUEFS","227571","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carneiro, J.S.","2016","10","15",NA,"Brasil",NA,NA,NA,"HUEFS0227571","Angiospermae","Poales","P. Beauv.",NA,"81","Bahia","Lencóis","Morro do Pai Inácio.","-41.333333","-12.983333",NA,NA,NA,NA,"41W20'","12S59'",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1463","2019-10-07 09:21:42-03","UEFS","HUEFS","227573","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Carneiro, J.S.","2017","01","27",NA,"Brasil",NA,NA,NA,"HUEFS0227573","Angiospermae","Poales","P. Beauv.",NA,"83","Bahia","Lencóis","Mucugêzinho/Pelezinho. Próximo a margem do rio, lado oposto.","-41.435278","-12.465556",NA,"821","821",NA,"41W26'7''","12S27'56''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1464","2019-10-07 09:21:42-03","UEFS","HUEFS","216358","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pimenta, K.M.","2012","09","18",NA,"Brasil",NA,NA,NA,"HUEFS0216358","Angiospermae","Poales","P. Beauv.",NA,"411","Bahia","Ibicoara","Ponto 4 depois do Rio em frente a Toca.","-41.277222","-13.228889","HUEFS0216358","1202","1202",NA,"41W16'38''","13S13'44''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1465","2019-10-07 09:21:42-03","UEFS","HUEFS","216351","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Pimenta, K.M.","2012","09","18",NA,"Brasil",NA,NA,NA,"HUEFS0216351","Angiospermae","Poales","P. Beauv.",NA,"404","Bahia","Ibicoara","Próximo ao Rio, área em torno a Toca.","-41.281667","-13.227778","HUEFS0216351","1130","1130",NA,"41W16'54''","13S13'40''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1466","2019-10-07 09:21:42-03","UEFS","HUEFS","222367","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Vidal, K.V.A.","2015","11","05",NA,"Brasil",NA,NA,NA,"HUEFS0222367","Angiospermae","Poales","P. Beauv.",NA,"9","Bahia","Mucugê","Rodovia BA142, Beira da rodovia, Campo Rupestre.","-41.3075","-12.96","HUEFS0222367","1042","1042",NA,"41W18'27''","12S57'36''",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
