"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"1318","2021-02-04 10:29:58-03","UFRPE","HST","19493","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","M.Gomes","A.M.Miranda; J.Ferraz et H.Adorno","6503","2012","06","11","Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,"HST019493",NA,"2013","10","10","Arbusto ca. 1,20 m alt.; caule marrom; folhas levemente quebradiças; flores brancas.",NA,NA,NA,NA,NA,NA,NA,"47329","auto",NA,NA,NA,NA
"1319","2021-02-04 10:29:58-03","UFRPE","HST","20064","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","M.Gomes","A.M.Miranda; R.Barros","6637","2013","08","23","Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,"HST020064",NA,"2015","01","13","Arbusto ca 1,60 m alt.; caule verde; folhas levemente crassas; frutos maduros vináceos.",NA,NA,NA,NA,NA,NA,NA,"47329","auto",NA,NA,NA,NA
"1320","2021-02-04 10:29:58-03","UFRPE","HST","21402","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","A.M.Miranda","H.Adorno","s.n.","2015","04","17","Brasil","Bahia","Mata de São João","Praia do Forte","-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,"HST021402",NA,"2015","05",NA,"Arbusto ca. 2,5 m alt.; flores em botões.",NA,NA,NA,NA,NA,NA,NA,"47329","auto",NA,NA,NA,NA
"1321","2021-02-04 10:29:58-03","UFRPE","HST","18080","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","O.Cano","L.R.Silva","294","2010","07","07","Brasil","Pernambuco","Gravatá","Engenho Jussara","-35.5647010803223","-8.20110988616943",NA,NA,NA,NA,"HST018080",NA,"2010","08",NA,"Arbusto ca. 1,6 m alt.; folhas coriáceas; frutos em maturação alaranjado e verde.",NA,NA,NA,NA,NA,NA,NA,"19146","auto",NA,NA,NA,NA
"1322","2021-02-04 10:29:58-03","UFRPE","HST","16305","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"L.J. Texeira","ind. 497","2008","02","12","Brasil","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-35.1046981811523","-8.75971984863281",NA,NA,NA,NA,"HST016305",NA,NA,NA,NA,"Árvore ca. 8,5 m alt.; caule com 22 cm de circunferência; fruto vermelho quando maduro.",NA,NA,NA,NA,NA,NA,NA,"16930","auto",NA,NA,NA,NA
"1323","2014-07-30 10:41:04-03","CITSF","HXBH","015160","S","Plantae","Rubiaceae","Amaioua","guianensis aubl.","Amaioua guianensis aubl.",NA,"Meyer, S. T.","Teixeira, M C. B. & Santos",NA,"2000","08","08","BR","MG","Barão de Cocais","Fazenda Outra Banda","-43.4872","-19.9458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21378","auto",NA,NA,NA,NA
"1324","2021-02-25 10:12:18-03","CVRD","CVRD","11284","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Mario Gomes","Folli, D.A.","6137","2008","02","10","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD011284",NA,"2017","03","31","<ll>dwc_commonname:</ll> Arariba cravo","América do Sul",NA,NA,"Magnoliophyta","Gentianales",NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA
"1325","2021-02-25 10:12:18-03","CVRD","CVRD","15685","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Geovane S. Siqueira","Siqueira, G.S.","1149","2016","12","13","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","-40.069.936","-19.150.792","65","65","CVRD015685","CVRD015685_v1 CVRD015685_v2 CVRD015685_v3","2016","12","20","<ll>dwc_commonname:</ll> Arariba cravo","América do Sul",NA,NA,"Magnoliophyta","Gentianales",NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA
"1326","2021-02-25 10:12:18-03","CVRD","CVRD","8474","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Mario Gomes","Folli, D.A.","4695","2003","12","10","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD008474",NA,"2017","03","31","<ll>dwc_commonname:</ll> Arariba cravo","América do Sul",NA,NA,"Magnoliophyta","Gentianales",NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA
"1327","2021-02-25 10:12:18-03","CVRD","CVRD","8588","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Mario Gomes","Siqueira, G.S.","72","2004","02","08","BRASIL","ES","Linhares","RFL-089","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD008588",NA,"2017","03","31","<ll>dwc_commonname:</ll> Arariba cravo","América do Sul",NA,NA,"Magnoliophyta","Gentianales",NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA
"1328","2021-03-01 11:51:39-03","UFPE","UFP","05333","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Instituto Botânico","Berti, LM","UFP208","1964","06","13","Venezuela","Bolivar",NA,NA,NA,NA,NA,NA,NA,NA,"UFP005333",NA,NA,NA,NA,"Árbol inerme, no laticífero, de 22 m. de altura total x 13cm de diámetro. Hojas simples, decusadas. Has verde obscuro. Envés verde azuloso. Puntos pelúcidos abundantes, diminutos, apenas visibes com lupa 10x. Flores hermafroditas, dipl","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","2021-03-01 11:51:39-03","UFPE","UFP","5333","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Berti, LM","208","1964",NA,NA,"Venezuela","Bolivar","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,"UFP005333",NA,NA,NA,NA,"Árbol inerme, no laticífero, de 22 m. de altura total x 13 cm. de diámetro. Hojas simples, decusadas. Haz verde obscuro. Envés verde azuloso. Puntos pelúcidos abundantes, diminutos, apenas visibles con lupa 10 x. Flores hermafroditas,","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","2021-03-01 11:51:39-03","UFPE","UFP","75380","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sousa, NL","Biral, L; Coan, AI; Dinato, D; Fidélis, A; Sousa, NL; Silva, AL","687","2012","03","20","Brasil","São Paulo","Analândia",NA,"-47.6599998474121","-22.1200008392334","-47768.3333","-22113.6667",NA,NA,"UFP075380",NA,"2012","03",NA,"Duplicatas: 2.; Árvore, 5m, folhas cartáceas, frutos imaturos verdes, maduros avermelhados.",NA,NA,NA,NA,NA,NA,NA,"14271","auto",NA,NA,NA,NA
"1331","2021-03-01 11:51:39-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sousa, NL","Biral, L; Coan, AI; Dinato, D; Fidélis, A; Sousa, NL; Silva, AL","687","2012","03","20","Brasil","São Paulo","Analândia",NA,"-47.6599998474121","-22.1200008392334","-47768.3333","-22113.6667",NA,NA,NA,NA,"2012","03",NA,"Duplicatas: 2.; Árvore, 5m, folhas cartáceas, frutos imaturos verdes, maduros avermelhados.",NA,NA,NA,NA,NA,NA,NA,"14271","auto",NA,NA,NA,NA
"1332","2020-09-12 05:00:02-03","US","US","USw25451","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Collector unknown","s.n.",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1333","2020-09-12 05:00:02-03","US","US","USw41015","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. Schunke Vigo et al.","5315","1970","9","24","Peru","San Martín","Mariscal Cáceres","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1334","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"R. T. Pennington & I. Johnson","427","1992","4","30","Guyana","U. Takutu-U. Essequibo",NA,"Region 9. Upper Takutu, 1400 m along cut line GH from Lethem-Kurupukari road to Iwokrama Mts.","-58.86","4.31",NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1335","2020-09-12 05:00:02-03","US","US","3671134","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"A. Webber, O. Cunha & R. Bilby","142","1984","10","4","Brazil","Amazonas",NA,"Manaus-Am, Nautica proxima ao CETUR",NA,NA,NA,NA,NA,NA,"US02498457","US02498457_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1336","2020-09-12 05:00:02-03","US","US","2810366","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride, J. H.","S. A. Mori, A. Bolten, R. Persaud, R. Boyan, S. Roberts, R. Jugernauth & S. Dwarka","8147","1976","8","18","Guyana","Cuyuni-Mazaruni",NA,"Thomas Island, Essequibo River, near Bartica","-58.61","6.4",NA,NA,"50","125","US00635354",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1337","2020-09-12 05:00:02-03","US","US","2120033","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"R. M. Klein","26b","1950","2","23","Brazil","Santa Catarina",NA,"Mata do Hoffmann, Brusque",NA,NA,NA,NA,NA,NA,"US02498542","US02498542_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1338","2020-09-12 05:00:02-03","US","US","3589983","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride, J. H.","Y. Fernandez","189","1988","11",NA,"Venezuela","Bolívar","Cedeño","Río Cuchivero, 3 km S del of","-65.55","6.35",NA,NA,"330",NA,"US01018453",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1339","2020-09-12 05:00:02-03","US","US","1560394","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. C. B. Mutis","3752","1760",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02498445",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1340","2020-09-12 05:00:02-03","US","US","3367758","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","H. D. Clarke","336","1995","10","4","Guyana","Potaro-Siparuni",NA,"Iwokrama Rainforest Reserve; Essequibo River, Ladysmith Creek transect, km 1.8","-58.5081","4.28389",NA,NA,"75","100","US00602328",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1341","2020-09-12 05:00:02-03","US","US","1560240","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. C. B. Mutis","1141","1760",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02498440",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1342","2020-09-12 05:00:02-03","US","US","2961272","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","22441","1980","5","23","Brazil","Bahia",NA,"Serras dos Lencois. ca. 7 km N. E. of Lencois, and 3 km. S of the main Seabra - Itaberaba road, Mata de Cipo E6","-41.37","-12.5",NA,NA,"500",NA,"US02498522","US02498522_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1343","2020-09-12 05:00:02-03","US","US","2405562","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"A. F. M. Glaziou","17045",NA,NA,NA,"Brazil",NA,NA,"Province",NA,NA,NA,NA,NA,NA,"US02498528","US02498528_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1344","2020-09-12 05:00:02-03","US","US","1461983","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"E. P. Killip & A. C. Smith","28393","1929","8","28","Peru","Loreto",NA,"Balsapuerto (lower Rio Huallaga basin)",NA,NA,NA,NA,"150","350","US02498476","US02498476_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1345","2020-09-12 05:00:02-03","US","US","3264246","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride, J. H.","M.-F. Prévost & D. Sabatier","2766","1989","8","11","French Guiana",NA,NA,"Village Wayàmp, Trois-Sauts, Bassin du haut-Oyapock","-52.86","2.23",NA,NA,NA,NA,"US00635370","US00635370_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1346","2020-09-12 05:00:02-03","US","US","2811992","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"W. A. Rodrigues & M. F. Silva","9112",NA,NA,NA,"Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara, km 27, Reserva Florestal Ducke, capoeira perto da estacao Metereologica",NA,NA,NA,NA,NA,NA,"US02498500","US02498500_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1347","2020-09-12 05:00:02-03","US","US","3219045","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"S. G. Beck","7332","1981","11","24","Bolivia","Cochabamba",NA,"Provincia Chapare. Villa Iunari 52 km hacia el Beni. Insinuta, cerca del rio Isiboro",NA,NA,NA,NA,"450",NA,"US02498472","US02498472_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1348","2020-09-12 05:00:02-03","US","US","3493443","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Mori, S. A.; Lobova, T. A.","S. A. Mori, F. Blanchard & T. Lobova","25396","2002","2","18","French Guiana",NA,NA,"Nouragues Field Station, at camp","-52.67","4.08",NA,NA,NA,NA,"US00904604",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1349","2020-09-12 05:00:02-03","US","US","2570916A","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"G. T. Prance, B. S. Pena & J. F. Ramos","3605","1966","12","5","Brazil","Amazonas",NA,"Brazilian Amazonia. Municipality of Humaita, Rio Madeira. Road Humaita to Porto Velho, km. 21",NA,NA,NA,NA,NA,NA,"US02498507","US02498507_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1350","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","K. M. Redden, C. Perry, P. Benjamin, D. Singh & C. Wilkie","4828","2006","10","26","Guyana","Cuyuni-Mazaruni",NA,"Mining camp along Isseneru Creek.","-60.3538","6.51953",NA,NA,"96",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1351","2020-09-12 05:00:02-03","US","US","USw36386","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Collector unknown","X2478",NA,NA,NA,"Venezuela","Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1352","2020-09-12 05:00:02-03","US","US","USw38462","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"B. A. Krukoff","8922",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1353","2020-09-12 05:00:02-03","US","US","USw39602","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. A. Steyermark","86437",NA,NA,NA,"Venezuela","Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1354","2020-09-12 05:00:02-03","US","US","USw15013","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"R. Reitz & R. M. Klein","3950",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1355","2020-09-12 05:00:02-03","US","US","USw7790","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"B. A. Krukoff","6582",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1356","2020-09-12 05:00:02-03","US","US","USw36374","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Collector unknown","X1859",NA,NA,NA,"Venezuela","Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1357","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","L. J. Gillespie & H. Persaud","1105","1989","4","21","Guyana","Pomeroon-Supenaam",NA,"Mainstay Village","-58.5333","7.25",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1358","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","B. Hoffman & L. Roberts","2769","1992","9","21","Guyana","Pomeroon-Supenaam",NA,"Pomeroon River watershed; Kurishi Creek, 6 km S of confluence of Arapiaco and Tapakuma Rivers","-58.7","7.16667",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1359","2020-09-12 05:00:02-03","US","US","USw7882","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"B. A. Krukoff","6699",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1360","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"SI/MAB","50318","1995","5",NA,"Guyana","U. Demerara-Berbice",NA,"Berbice River; 230 km upriver from mouth, N of Kwakwani; Aroiama Mining Co. Land Concession","-58","5.66",NA,NA,NA,"70",NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1361","2020-09-12 05:00:02-03","US","US","3171990","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Jansen-Jacobs, M. J., (U), Nationaal Herbarium Nederland, Utrecht University branch","M. J. Jansen-Jacobs, B. Welle, A. .R. A. Görts-van Rijn & R. C. Ek","1038","1987","11","19","Guyana","U. Takutu-U. Essequibo",NA,"Rupununi Savanna, Mora Savanna, near Toroebaroe Creek","-59.48","3.38",NA,NA,"145",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1362","2020-09-12 05:00:02-03","US","US","2986514","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"C. A. Cid Ferreira, J. Ramos & C. D. A. Mota","1283","1980","7","4","Brazil","Pará",NA,"Municipio de Oriximina, rio Trombetas, margem esquerda, a 5km abaixo da cachoeira Porteira",NA,NA,NA,NA,NA,NA,"US02498463","US02498463_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1363","2020-09-12 05:00:02-03","US","US","2811990","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"M. F. Silva, P. Machado & O. Pires","1095",NA,NA,NA,"Brazil","Amazonas",NA,"Amazonas. Parana do Camanaus ate Ponta do Canta Galo",NA,NA,NA,NA,NA,NA,"US02498499","US02498499_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1364","2020-09-12 05:00:02-03","US","US","2835199","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride, J. H.","J.-J. de Granville","B 5199","1975","3","14","French Guiana",NA,NA,"Takawana, Haut Oyapock","-53.01","2.13",NA,NA,NA,NA,"US00635365",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1365","2020-09-12 05:00:02-03","US","US","2783587","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"W. R. Anderson, S. F. Fonsêca, R. Reis dos Santos & R. Souza","10744","1974","2","11","Brazil","Pará",NA,"Alto Tapajos, Rio Cururu. Regio of village of Paratati. Wet forest S of village, up to 5km away","-57.08","-8",NA,NA,"200","300","US02498498","US02498498_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1366","2020-09-12 05:00:02-03","US","US","3084279","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"B. Rabelo & R. Cardoso","2939","1984","12","9","Brazil","Amapá",NA,"Municipio de Calcoene, BR156, between Calcoene and Oiapoque, 110 km NW of Calcoene","-51.45","2.87",NA,NA,NA,NA,"US02498451","US02498451_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1367","2020-09-12 05:00:02-03","US","US","2575171","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"R. M. Klein","7081","1967","1","16","Brazil","Santa Catarina",NA,"Florianopolis. Morro do Ribeira, Mun. Florianopolis",NA,NA,NA,NA,"400",NA,"US02498555","US02498555_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1368","2020-09-12 05:00:02-03","US","US","3484281","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"C. A. Cid Ferreira & et al.","10186",NA,NA,NA,"Brazil","Acre",NA,"Estado do Acre, Municipio de Brasileia, estrada para Assis Brasil, ramal 19, Colonia Nova Vida, a 21 km de Brasileia",NA,NA,NA,NA,NA,NA,"US02498488","US02498488_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1369","2020-09-12 05:00:02-03","US","US","2812079","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"W. A. Rodrigues & J. Chagas","4446","1962","5","17","Brazil","Amazonas",NA,"Manaus, Igarape do Binda",NA,NA,NA,NA,NA,NA,"US02498510","US02498510_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1370","2020-09-12 05:00:02-03","US","US","2614999","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"G. Hatschbach","18130","1967","12","14","Brazil","Paraná",NA,"Rio de Cedro (Mun. Guaraquecaba)",NA,NA,NA,NA,"30","50","US02498539","US02498539_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
