"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","typeStatus"
"151","2019-11-21 10:19:45-03","IBt","SP","258380","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Wanderley, MGL; et al.","2024","1992","08","27","Brasil","São Paulo","Iporanga","Fazenda Intervales, Estrada da Bocaina","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-21 10:19:45-03","IBt","SP","193117","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Kirizawa, M","Kirizawa, M; et al.","1056","1983","09","16","Brasil","São Paulo","Mogi das Cruzes","Serra do Mar, Proximidade de riachinho","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,NA,"1983","09","19",NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-21 10:19:45-03","IBt","SP","271612","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Nicolau, SA; Espírito Santo, CE","644","1993","11","28","Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,"2010","07","07",NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-21 10:19:45-03","IBt","SP","363386","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Rossi, L; et al.","1481","1994","03","30","Brasil","São Paulo","Pindamonhangaba","Ribeirão Grande. Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,"2010","07","13",NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:19:45-03","IBt","SP","363388","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Cordeiro, I; et al.","1338","1994","03","30","Brasil","São Paulo","Pindamonhangaba","Ribeirão Grande. Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939",NA,NA,"900","900",NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA
"156","2019-11-21 10:19:45-03","IBt","SP","7545","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Kirizawa, M","Gehrt, A","s.n.","1921","11","15","Brasil","São Paulo","Santo André","Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"2000","06","23",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:19:45-03","IBt","SP","27869","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Hoehne, FC","s.n.","1930","12","20","Brasil","São Paulo","Santo André","Alto da Serra, Cultivada na estufa do Jardim Botânico","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"2010","06","30",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 10:19:45-03","IBt","SP","12781","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Kirizawa, M","Edwall, G","CGG1959","1892","12","14","Brasil","São Paulo","Santo André","Campo Grande (Linha Ingleza). Próximo a Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"SP048104","SP048104","2000","06","23",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"159","2019-11-21 10:19:45-03","IBt","SP","146607","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Davis, PH; et al.","60916","1976","09","10","Brasil","São Paulo","Sete Barras","Ca. 50 Km from Sete Barras to São Miguel Arcanjo","-47.9199981689453","-24.3799991607666",NA,NA,"100","100",NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"160","2019-11-21 10:19:45-03","IBt","SP","257934","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Sugiyama, M; Kirizawa, M","1050","1992","10","06","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Base da Saibadela, trilha que margeia o rio Sabaidela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"161","2019-11-21 10:19:45-03","IBt","SP","277600","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Kawasaki, ML; et al.","659","1994","10","11","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Base Guapiruvu","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"162","2019-11-21 10:19:45-03","IBt","SP","256640","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Kirizawa, M; et al.","2745","1992","10","06","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Base Saibadela, junto à cachoeira de Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,"2010","06","28",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"163","2019-11-21 10:19:45-03","IBt","SP","259719","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Kirizawa, M; et al.","2837","1993","05","12","Brasil","São Paulo","Sete Barras","Fazenda Intervales, sede Base Saibadela, trilha para Quilombo","-47.9199981689453","-24.3799991607666",NA,NA,"100","150",NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"164","2019-11-21 10:19:45-03","IBt","SP","289622","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Gaglioti, AL","Ponte, ACE; et al.","29809","1993","11","13","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, trilha do Corisco","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"2010","06","29",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"165","2019-11-21 10:19:45-03","IBt","SP","420062","S","Plantae","Urticaceae","Pilea","rhizobola","Pilea rhizobola","Miq.","Coan, AI","Furlan, A; et al.","307","1990","11","11","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Picinguaba, trilha para Parati","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"2004","03",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
