"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"1398","2015-03-13 18:53:41-03","F","FMNH-SEEDPLANTS","V0243648F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243648F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243648F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1399","2015-03-13 18:53:25-03","F","FMNH-SEEDPLANTS","V0243634F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243634F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243634F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1400","2015-03-07 08:03:42-03","F","FMNH-SEEDPLANTS","V0243639F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243639F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243639F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1401","2019-06-11 13:50:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","T. Plowman","6491","1977","3","29","South America","Peru",NA,NA,NA,NA,"Spermatophyta",NA,NA,"Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"6491",NA,NA,NA
"1402","2015-03-13 18:53:41-03","F","FMNH-SEEDPLANTS","V0243649F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,"V0243649F","Spermatophyta",NA,NA,NA,NA,NA,"-52.9708","3.8558","V0243649F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1403","2019-06-11 13:50:24-03","F","FMNH-SEEDPLANTS","V0353980F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","T. McDowell","3274","1990","9","20","South America","Guyana",NA,NA,NA,"V0353980F","Spermatophyta",NA,NA,"Essequibo",NA,NA,NA,NA,"V0353980F_01",NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"3274",NA,NA,NA
"1404","2015-03-07 08:03:42-03","F","FMNH-SEEDPLANTS","V0243642F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243642F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243642F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1405","2015-03-07 08:04:02-03","F","FMNH-SEEDPLANTS","V0243629F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243629F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243629F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1406","2015-03-07 08:04:00-03","F","FMNH-SEEDPLANTS","V0243608F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0243608F","Spermatophyta",NA,NA,NA,NA,NA,"-64.435","-16.7261","V0243608F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1407","2015-03-13 18:29:05-03","F","FMNH-SEEDPLANTS","V0243605F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243605F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243605F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1408","2015-03-07 08:04:00-03","F","FMNH-SEEDPLANTS","V0243606F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0243606F","Spermatophyta",NA,NA,NA,NA,NA,"-74.14","-9.1839","V0243606F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1409","2015-03-07 08:04:00-03","F","FMNH-SEEDPLANTS","V0243607F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0243607F","Spermatophyta",NA,NA,NA,NA,NA,"-58.1689","-23.2025","V0243607F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1410","2015-03-07 08:04:00-03","F","FMNH-SEEDPLANTS","V0243610F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243610F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243610F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1411","2015-03-07 08:04:00-03","F","FMNH-SEEDPLANTS","V0243611F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243611F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243611F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1412","2015-03-07 08:04:00-03","F","FMNH-SEEDPLANTS","V0243612F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243612F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243612F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1413","2015-03-07 08:04:00-03","F","FMNH-SEEDPLANTS","V0243613F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0243613F","Spermatophyta",NA,NA,NA,NA,NA,"-65.9119","7.0758","V0243613F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1414","2015-03-07 08:11:32-03","F","FMNH-SEEDPLANTS","V0243614F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243614F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243614F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1415","2015-03-07 08:11:32-03","F","FMNH-SEEDPLANTS","V0243615F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243615F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243615F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1416","2015-03-07 08:11:32-03","F","FMNH-SEEDPLANTS","V0243616F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243616F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243616F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1417","2015-03-07 08:11:32-03","F","FMNH-SEEDPLANTS","V0243617F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243617F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243617F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1418","2015-03-07 08:11:32-03","F","FMNH-SEEDPLANTS","V0243618F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243618F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243618F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1419","2015-03-07 08:11:32-03","F","FMNH-SEEDPLANTS","V0243619F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243619F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243619F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1420","2015-03-07 08:11:32-03","F","FMNH-SEEDPLANTS","V0243620F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243620F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243620F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1421","2015-03-07 08:11:32-03","F","FMNH-SEEDPLANTS","V0243621F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243621F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243621F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1422","2015-03-07 08:04:01-03","F","FMNH-SEEDPLANTS","V0243622F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243622F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243622F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1423","2015-03-07 08:04:01-03","F","FMNH-SEEDPLANTS","V0243623F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243623F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243623F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1424","2015-03-07 08:04:02-03","F","FMNH-SEEDPLANTS","V0243624F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243624F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243624F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1425","2015-03-07 08:04:02-03","F","FMNH-SEEDPLANTS","V0243625F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243625F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243625F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1426","2015-03-07 08:04:02-03","F","FMNH-SEEDPLANTS","V0243626F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243626F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243626F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1427","2015-03-07 08:04:02-03","F","FMNH-SEEDPLANTS","V0243627F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243627F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243627F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1428","2015-03-07 08:04:02-03","F","FMNH-SEEDPLANTS","V0243628F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243628F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243628F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1429","2015-03-13 18:53:41-03","F","FMNH-SEEDPLANTS","V0243650F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","British Guiana [Guyana]",NA,NA,NA,"V0243650F","Spermatophyta",NA,NA,NA,NA,NA,"-59","5","V0243650F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1430","2015-03-13 18:53:41-03","F","FMNH-SEEDPLANTS","V0243651F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"V0243651F","Spermatophyta",NA,NA,NA,NA,NA,"-78.1869","-1.4628","V0243651F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1431","2015-03-13 18:53:41-03","F","FMNH-SEEDPLANTS","V0243652F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"V0243652F","Spermatophyta",NA,NA,NA,NA,NA,"-78.1869","-1.4628","V0243652F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1432","2015-03-13 18:53:41-03","F","FMNH-SEEDPLANTS","V0243653F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0243653F","Spermatophyta",NA,NA,NA,NA,NA,"-64.435","-16.7261","V0243653F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1433","2015-03-07 05:02:01-03","F","FMNH-SEEDPLANTS","V0243654F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","British Guiana [Guyana]",NA,NA,NA,"V0243654F","Spermatophyta",NA,NA,NA,NA,NA,"-59","5","V0243654F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1434","2015-03-07 05:02:01-03","F","FMNH-SEEDPLANTS","V0243655F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,"V0243655F","Spermatophyta",NA,NA,NA,NA,NA,"-52.9708","3.8558","V0243655F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1435","2015-03-07 05:02:01-03","F","FMNH-SEEDPLANTS","V0243656F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,"V0243656F","Spermatophyta",NA,NA,NA,NA,NA,"-52.9708","3.8558","V0243656F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1436","2015-03-07 05:02:01-03","F","FMNH-SEEDPLANTS","V0243657F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,NA,"V0243657F","Spermatophyta",NA,NA,NA,NA,NA,"-58.7017","4.7364","V0243657F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1437","2015-03-07 05:02:01-03","F","FMNH-SEEDPLANTS","V0243658F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,"V0243658F","Spermatophyta",NA,NA,NA,NA,NA,"-52.9708","3.8558","V0243658F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1438","2015-03-07 05:02:01-03","F","FMNH-SEEDPLANTS","V0243659F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,NA,"V0243659F","Spermatophyta",NA,NA,NA,NA,NA,"-58.7017","4.7364","V0243659F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1439","2015-03-07 05:02:01-03","F","FMNH-SEEDPLANTS","V0243660F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"V0243660F","Spermatophyta",NA,NA,NA,NA,NA,"-78.1869","-1.4628","V0243660F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1440","2015-03-07 05:02:01-03","F","FMNH-SEEDPLANTS","V0243661F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0243661F","Spermatophyta",NA,NA,NA,NA,NA,"-74.14","-9.1839","V0243661F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1441","2015-03-07 08:04:08-03","F","FMNH-SEEDPLANTS","V0243662F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"V0243662F","Spermatophyta",NA,NA,NA,NA,NA,"-78.1869","-1.4628","V0243662F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1442","2015-03-07 08:04:08-03","F","FMNH-SEEDPLANTS","V0243663F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0243663F","Spermatophyta",NA,NA,NA,NA,NA,"-74.14","-9.1839","V0243663F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1443","2015-03-07 08:04:08-03","F","FMNH-SEEDPLANTS","V0243664F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0243664F","Spermatophyta",NA,NA,NA,NA,NA,"-74.14","-9.1839","V0243664F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1444","2015-03-07 08:04:08-03","F","FMNH-SEEDPLANTS","V0243665F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0243665F","Spermatophyta",NA,NA,NA,NA,NA,"-74.14","-9.1839","V0243665F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1445","2015-03-07 08:04:08-03","F","FMNH-SEEDPLANTS","V0243666F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"V0243666F","Spermatophyta",NA,NA,NA,NA,NA,"-78.1869","-1.4628","V0243666F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1446","2015-03-07 08:04:08-03","F","FMNH-SEEDPLANTS","V0243667F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243667F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243667F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1447","2015-03-07 08:04:08-03","F","FMNH-SEEDPLANTS","V0243668F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243668F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243668F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1448","2015-03-06 18:56:53-03","F","FMNH-SEEDPLANTS","V0243670F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"V0243670F","Spermatophyta",NA,NA,NA,NA,NA,"-64.435","-16.7261","V0243670F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1449","2015-03-06 18:56:53-03","F","FMNH-SEEDPLANTS","V0243671F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0243671F","Spermatophyta",NA,NA,NA,NA,NA,"-65.9119","7.0758","V0243671F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1450","2015-03-06 18:56:53-03","F","FMNH-SEEDPLANTS","V0243672F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0243672F","Spermatophyta",NA,NA,NA,NA,NA,"-65.9119","7.0758","V0243672F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1451","2015-03-06 18:56:53-03","F","FMNH-SEEDPLANTS","V0243674F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0243674F","Spermatophyta",NA,NA,NA,NA,NA,"-74.14","-9.1839","V0243674F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1452","2015-03-06 18:56:53-03","F","FMNH-SEEDPLANTS","V0243675F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0243675F","Spermatophyta",NA,NA,NA,NA,NA,"-74.14","-9.1839","V0243675F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1453","2015-03-06 18:56:53-03","F","FMNH-SEEDPLANTS","V0243676F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0243676F","Spermatophyta",NA,NA,NA,NA,NA,"-58.1689","-23.2025","V0243676F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1454","2015-03-07 05:18:51-03","F","FMNH-SEEDPLANTS","V0243677F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243677F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243677F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1455","2015-03-07 05:18:51-03","F","FMNH-SEEDPLANTS","V0243678F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243678F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243678F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1456","2015-03-13 18:53:25-03","F","FMNH-SEEDPLANTS","V0243635F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243635F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243635F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1457","2015-03-13 18:53:25-03","F","FMNH-SEEDPLANTS","V0243636F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243636F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243636F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1458","2015-03-13 18:53:25-03","F","FMNH-SEEDPLANTS","V0243637F","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0243637F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0243637F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
