"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"440","2020-09-12 05:00:02-03","US","US","2103551","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"J. A. Molina & F. A. Barkley","19Ch067","1949","1","22","South America - Neotropics","Colombia","Chocó","Departamento del Chocó. En una planicie muy húmeda en un lugar denominado La Equis.",NA,NA,"200",NA,NA,NA,"US02949879",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"441","2020-09-12 05:00:02-03","US","US","3074780","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","M.-F. Prévost","1842","1985","4","17","South America - Neotropics","French Guiana",NA,"Piste de Saint-Élie, pk. 16.1","-53.05","5.28",NA,NA,NA,NA,"US00615233",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"442","2020-09-12 05:00:02-03","US","US","2405131","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"S. Tavares","1003","1962","9","5","South America - Neotropics","Brazil","Pernambuco","Goiana. Tabuleiro do campo de aviação.",NA,NA,NA,NA,NA,NA,"US02949826","US02949826_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"443","2020-09-12 05:00:02-03","US","US","2750871","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","L. E. Ruíz-Terán & S. López-Palacios","11074","1974","7","10","South America - Neotropics","Venezuela","Bolívar","Gran Sabana, carretera entre Santa Elena de Uarien y el nuevo Aeropuerto",NA,NA,NA,NA,NA,NA,"US00749166",NA,"D. Don","Roscio",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"444","2020-09-12 05:00:02-03","US","US","2617916","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"H. García Barriga & R. Jaramillo M.","19925","1969","5","22","South America - Neotropics","Colombia","Norte de Santander","Depto. Santander del Norte: Carretera de Abrego a la María (Enclave seco).",NA,NA,"1500","2500",NA,NA,"US02949867","US02949867_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"445","2020-09-12 05:00:02-03","US","US","2758023","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"J. Denslow","2122","1975","3","25","South America - Neotropics","Colombia","Antioquia","Dpto. Antioquia. Tropical Wet/Very Wet Forest Transition Zone Vic. Planta Providencia, 26 kms S & 23 kms W(Air) of Zaragoza. In Valley of Río Anorí between Dos Bocas & Anorí.","-75.05","7.22","400","700",NA,NA,"US02949870",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"446","2020-09-12 05:00:02-03","US","US","3439162","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Fernández, A.","A. Fernández, F. W. Stauffer & R. Riina","10758","1997","2",NA,"South America - Neotropics","Venezuela","Amazonas","Mun. Atures, 5 km de Gavilan, via Las Pavas","-67.43","5.55","100",NA,NA,NA,"US00749144",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"447","2020-09-12 05:00:02-03","US","US","3066474","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","G. Cremers","9472","1986","4","3","South America - Neotropics","French Guiana",NA,"Ile de Cayenne, route du Tour, D 5 au PK 25-25.5","-52.28","4.95",NA,NA,NA,NA,"US00615234",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"448","2020-09-12 05:00:02-03","US","US","2457584","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","F. J. Breteler","4194","1964","9","3","South America - Neotropics","Venezuela","Barinas","2 km. from Barinitas along road to Apartaderos. Barinitas","-70.4","8.7667","600","600",NA,NA,"US00401676",NA,"D. Don","Bolívar",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"449","2020-09-12 05:00:02-03","US","US","3495452","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F.; Penneys, D. S.","H. D. Clarke, S. Adkins & C. Bernard","2109","1996","7","2","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Lethem, 0-1 km SE","-59.6667","3.46667","120",NA,NA,NA,"US00892269",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"450","2020-09-12 05:00:02-03","US","US","3309968","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"D. Tuberquia & G. Gomez","109","1993","2","13","South America - Neotropics","Colombia","Antioquia","Municipio de Amalfi, carretera a la mina La Calina-Peldar.",NA,NA,"1500","1700",NA,NA,"US02949877",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"451","2020-09-12 05:00:02-03","US","US","2983719","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","J. A. Steyermark","130039","1984","2","20","South America - Neotropics","Venezuela","Amazonas","Ocamo, río Ocamo, afluete del río Orinoco","-65.2","2.75","180",NA,NA,NA,"US00749156",NA,"D. Don","Río Negro",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"452","2020-09-12 05:00:02-03","US","US","3461711","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F.; Penneys, D. S.","T. Henkel & R. James","3853","1994","5","22","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","South Rupununi savanna; Komirwana Tau area, 4 km SE of Aishalton","-59.25","2.5","250",NA,NA,NA,"US00812804","US00812804_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"453","2020-09-12 05:00:02-03","US","US","2617875","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"E. Mélinon","22","1842",NA,NA,"South America - Neotropics","French Guiana",NA,"Maroni R.",NA,NA,NA,NA,NA,NA,"US00615229",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"454","2020-09-12 05:00:02-03","US","US","3338125","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"R. Guillen & et al.","3917","1995","8","11","South America - Neotropics","Bolivia","Santa Cruz","Velasco Province. Parque Nacional Noel Kempff M. Pampa Grande de Bella Vista.","-61.5328","-13.703","180",NA,NA,NA,"US02949853","US02949853_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"455","2020-09-12 05:00:02-03","US","US","3103248","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","L. P. Kvist, X. Londoño, O. C. Steele & S. Tiwari","6","1987","10","6","South America - Neotropics","Guyana","Potaro-Siparuni","Kaieteur Falls, close to the falls and the government house","-59.4833","5.18333","425",NA,NA,NA,"US00615290",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"456","2020-09-12 05:00:02-03","US","US","1143848","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"F. W. Pennell & E. P. Killip","5302","1922","5","5","South America - Neotropics","Colombia","Valle del Cauca","Department of El Valle. Buenaventura. Pacific Coast. Open land along railroad.",NA,NA,NA,"10",NA,NA,"US02949893",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"457","2020-09-12 05:00:02-03","US","US","1770322","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"E. P. Killip & H. Garcia","33378","1939","2","17","South America - Neotropics","Colombia","Valle del Cauca","Dept. El Valle: Córdoba.",NA,NA,"50","100",NA,NA,"US02949874","US02949874_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"458","2020-09-12 05:00:02-03","US","US","1143925","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"F. W. Pennell & E. P. Killip","8144","1922","7","3","South America - Neotropics","Colombia","Cauca","Department of El Cauca. El Ramal to Rio Sucio, west of Popayan. Cauca Valley.",NA,NA,"1600","1900",NA,NA,"US02949872",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"459","2020-09-12 05:00:02-03","US","US","1906948","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"H. Schiefer","804","1945","7","15","South America - Neotropics","Colombia",NA,"Ranch Menegua, about 100 kilometers south and east of Villavicencio.",NA,NA,NA,NA,NA,NA,"US02949878",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"460","2020-09-12 05:00:02-03","US","US","3081081","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"B. Nelson, L. O. A. Teixeira & M. N. Paula","1406",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas","Rio Negro, margem direita, 50 km acima de Manaus. Campo Amélia (Faz. Belo Horizonte).","-60.58","-3.03",NA,NA,NA,NA,"US02949831","US02949831_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"461","2020-09-12 05:00:02-03","US","US","2842569","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. T. Prance, A. S. Silva, C. C. Berg, A. J. Henderson & et al.","P25288","1977","11","12","South America - Neotropics","Brazil","Pará","Brazilian Amazonia. Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway. BR 163, km 771.",NA,NA,"400",NA,NA,NA,"US02949838","US02949838_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"462","2020-09-12 05:00:02-03","US","US","3226061","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","E. Sanoja","336","1986","2",NA,"South America - Neotropics","Venezuela","Bolívar","Mun. Gran Sabana, puesto del Ministerío de Relaciones Exteríores","-61.8","4.26","430",NA,NA,NA,"US00749163",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"463","2020-09-12 05:00:02-03","US","US","3673665","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","W. A. Díaz","5221","2001","5","24","South America - Neotropics","Venezuela","Amazonas","Atabapo, alrededor del campamento de SVG (Los Pozos)","-67.6317","3.9542","50","100",NA,NA,"US01255518",NA,"D. Don","Atabapo",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"464","2020-09-12 05:00:02-03","US","US","3058989","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"D. N. Smith","5063","1983","9","20","South America - Neotropics","Peru","Pasco","Oxapampa Prov, Gran Pajonal, Chequitavo.","-74.38","-10.75","1250",NA,NA,NA,"US02949846",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"465","2020-09-12 05:00:02-03","US","US","1773423","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"J. Cuatrecasas","4243","1938","10","29","South America - Neotropics","Colombia","Meta","Los Llanos. Río Meta; Matabubosa.",NA,NA,NA,NA,NA,NA,"US02949887",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"466","2020-09-12 05:00:02-03","US","US","1709964","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"O. L. Haught","5278","1946","11","20","South America - Neotropics","Colombia","Cauca","Department of Cauca. Tambo, Dept. Cauca.",NA,NA,"1750",NA,NA,NA,"US02949892","US02949892_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"467","2020-09-12 05:00:02-03","US","US","2593124A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"S. McDaniel","14238","1970","8","10","South America - Neotropics","Peru","San Martin","Cerro Campana above Tarrapoto, Tarapoto-Yurimaguas Highway.",NA,NA,"420","500",NA,NA,"US02949848",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"468","2020-09-12 05:00:02-03","US","US","2790552","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"E. Forero, R. Jaramillo M. & J. B. McElroy","1100","1975","4","23","South America - Neotropics","Colombia","Chocó","Departamento del Chocó. Alrededores de Quibdó. Carretera Quibdó-Guayabal. Rastrojo al borde del bosque, cerca a la carretera.",NA,NA,"30","50",NA,NA,"US02949865",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"469","2020-09-12 05:00:02-03","US","US","2678362","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"S. McDaniel & M. Rimachi Y.","16476","1972","7","7","South America - Neotropics","Peru","Loreto","Departmento of Loreto. Alto Amazonas: Lagunas, Pasto Grande.",NA,NA,"140",NA,NA,NA,"US02949841","US02949841_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"470","2020-09-12 05:00:02-03","US","US","1707310","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"O. L. Haught","2777","1939","4","20","South America - Neotropics","Colombia","Vichada","Los Llanos. Comisaría El Vichada. About 60 km S 60° E of Orocue.",NA,NA,"150",NA,NA,NA,"US02949869",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"471","2020-09-12 05:00:02-03","US","US","1143865","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"F. W. Pennell & E. P. Killip","6295","1922","6","4","South America - Neotropics","Colombia","Cauca","Department of El Cauca. Las Guacas, Morales. Cauca Valley.",NA,NA,"1600","1650",NA,NA,"US02949871",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"472","2020-09-12 05:00:02-03","US","US","2369035","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"P. B. Cavalcante","913","1960","7","1","South America - Neotropics","Brazil","Pará","Rio Parú de Oeste (Titiós).",NA,NA,NA,NA,NA,NA,"US02949828","US02949828_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"473","2020-09-02 16:33:00-03","Cenargen","CEN","59254","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. B. Pereira","Glocimar Pereira-Silva","9014","2004","04","23",NA,"Brasil","PA","Parques Estadual das Andorinhas, margem esquerda do rio Araguaia.","-48.409166","-6.3122222","130","130","Exsicatas",NA,"CEN00059254","CEN00059254","D.Don","SAO GERALDO DO ARAGUAIA",NA,NA,"2013","-48.409166","-6.3122222","07",NA,NA,NA,"4",NA,NA
"474","2020-09-02 16:33:00-03","Cenargen","CEN","36723","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. B. Pereira","Roberto Fontes Vieira","1361","1992","11","23",NA,"Brasil","GO","Beira de córrego, a cerca de 1 km da Serra Negra. Futuro reservatório do Aproveitamento Hidrelétrico Serra da Mesa.","-48.4597015380859","-14.4738998413086","460","460","Exsicatas","Frutos roxos com cálice persistente.","CEN00036723","CEN00036723","D.Don","NIQUELANDIA","74171","auto","2013","-4845000.0","-1446667.0","07",NA,NA,NA,"4",NA,NA
"475","2019-11-21 10:12:31-03","USP","SPF","104618","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Guedes, MLS; Baumgratz, JFA","Guedes, MLS","1942","1995","06","28",NA,"Brasil","Bahia",NA,"-41.474167","-12.452778","900","900",NA,NA,"SPF00104618",NA,"D.Don","Palmeiras",NA,NA,"1998","-41.474167","-12.452778",NA,NA,NA,NA,NA,NA,NA
"476","2019-11-13 11:25:15-03","USP","SPF","130076","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Michelangeli, FA","Harley, RM","PCD4459","1996","11","18",NA,"Brasil","Bahia","Serra Marsalina","-41.831944","-13.592667","1020","1020",NA,NA,"SPF00130076",NA,"D.Don","Rio de Contas",NA,NA,"2011","-41.831944","-13.592667","01",NA,NA,NA,NA,NA,NA
"477","2019-11-13 11:25:15-03","USP","SPF","156490","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Valente, B","Pirani, JR","4599","2000","03","23",NA,"Brasil","Minas Gerais","Serra da Canastra","-43","-16.833333",NA,NA,NA,NA,"SPF00156490",NA,"D.Don","Botumirim",NA,NA,"2018","-43","-16.833333","03",NA,NA,NA,NA,NA,NA
"478","2019-11-13 11:25:15-03","USP","SPF","172757","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Drummond, RAR","Sasaki, D","1000","2004","03","22",NA,"Brasil","São Paulo",NA,"-47.277222","-20.157778","720","720",NA,NA,"SPF00172757",NA,"D.Don","Pedregulho",NA,NA,"2005","-47.277222","-20.157778",NA,NA,NA,NA,NA,NA,NA
"479","2019-11-13 11:25:15-03","USP","SPF","172758","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Drummond, RAR","Sasaki, D","1011","2004","03","22",NA,"Brasil","São Paulo",NA,"-47.273056","-20.164444","720","720",NA,NA,"SPF00172758",NA,"D.Don","Pedregulho",NA,NA,"2005","-47.273056","-20.164444",NA,NA,NA,NA,NA,NA,NA
"480","2019-11-13 11:25:15-03","USP","SPF","183508","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R","Souza, VC","32509","2007","02","17",NA,"Brasil","Minas Gerais","Serra do Cipó, Serra da Lapa. Distrito de São José da Cachoeira. Trilha da captação da fazenda Toucan Cipó.","-43.756944","-19.005556","680","680",NA,NA,"SPF00183508","SPF00183508","D.Don","Santana de Pirapama",NA,NA,"2014","-43.756944","-19.005556",NA,NA,NA,NA,NA,NA,NA
"481","2019-11-13 11:25:15-03","USP","SPF","129677","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R","Pirani, JR","4245","1998","03","05",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.067222","-19.066667","1090","1090",NA,NA,"SPF00129677","SPF00129677","D.Don","Santana do Riacho",NA,NA,"2014","-43.067222","-19.066667",NA,NA,NA,NA,NA,NA,NA
"482","2019-11-13 11:25:15-03","USP","SPF","122998","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, JJ","Conceição, AA","86","1996","08","21",NA,"Brasil","Bahia",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"SPF00122998",NA,"D.Don","Lençóis","47385","auto","1997",NA,NA,"05",NA,NA,NA,NA,NA,NA
"483","2019-11-13 11:25:15-03","USP","SPF","73957","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R","Pirani, JR","CFSC11984","1991","11","25",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328","800","1000",NA,NA,"SPF00073957","SPF00073957","D.Don","Santana do Riacho","26557","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2019-10-07 09:34:13-03","UEFS","HUEFS","209158","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","B.Valente","Santos, A.K.A.","1143","2012","02","11",NA,"Brasil","Bahia","Área da mata. Estrada Andaraí-Lençois.","-41.3125","-13.0625",NA,NA,NA,NA,"HUEFS0209158","HUEFS0209158","D.Don","Andaraí",NA,NA,"2018","41W18'45''","13S3'45''","08",NA,"Rosanae",NA,NA,NA,NA
"485","2019-10-07 09:34:13-03","UEFS","HUEFS","101418","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","B.Valente","Nunes, T.S.","1333","2005","11","19",NA,"Brasil","Bahia","estrada para o Polo Petroquímico de Caraiba Metais.","-38.301111","-12.673889","54","54",NA,"Mata atlântica.","HUEFS0101418","HUEFS0101418","D.Don","Camaçari",NA,NA,"2018","38W18'4''","12S40'26''","08",NA,"Rosanae",NA,NA,NA,NA
"486","2019-10-07 09:34:13-03","UEFS","HUEFS","63472","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","B.Valente","Harley, R.M.","PCD4459","1996","11","18",NA,"Brasil","Bahia","Serra da Marsalina (Serra da Antena de Tv)","-41.831944","-13.592778","1020","1020",NA,"Campo rupestre. Solo arenoso litólico.","HUEFS0063472","HUEFS0063472","D.Don","Rio de Contas",NA,NA,"2018","41W49'55''","13S35'34''","08",NA,"Rosanae",NA,NA,NA,NA
"487","2019-10-07 09:34:13-03","UEFS","HUEFS","78054","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","B.Valente","Santos, A.K.A.","254","2004","01","22",NA,"Brasil","Bahia","Estrada para Esplanada, 13,5 km do entrocamento do Conde.","-37.734722","-11.771389","42","42",NA,"Área de Mata.","HUEFS0078054","HUEFS0078054","D.Don",NA,NA,NA,"2018","37W44'5''","11S46'17''","08",NA,"Rosanae",NA,NA,NA,NA
"488","2019-10-07 09:34:13-03","UEFS","HUEFS","81306","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","B.Valente","Carvalho, P.D.","18","2004","04","04",NA,"Brasil","Bahia","Vale do cercado.","-41.453056","-12.430278","657","657",NA,"Cerrado.","HUEFS0081306","HUEFS0081306","D.Don","Palmeiras",NA,NA,"2018","41W27'11''","12S25'49''","08",NA,"Rosanae",NA,NA,NA,NA
"489","2019-10-07 09:34:13-03","UEFS","HUEFS","21432","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","B.Valente","Guedes, M.L.S.","PCD1942","1995","06","28",NA,"Brasil","Bahia","Pai Inácio.","-41.466667","-12.45","900","900",NA,"Campos gerais. Afloramentos rochosos de arenito.","HUEFS0021432","HUEFS0021432","D.Don","Palmeiras",NA,NA,"2018","41W28'","12S27'","08",NA,"Rosanae",NA,NA,NA,NA
"490","2015-03-07 08:51:02-03","F","FMNH-SEEDPLANTS","V0131981F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,"V0131981F","V0131981F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"491","2015-03-07 08:51:20-03","F","FMNH-SEEDPLANTS","V0139050F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0139050F","V0139050F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"492","2015-03-07 08:51:02-03","F","FMNH-SEEDPLANTS","V0131984F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0131984F","V0131984F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"493","2017-04-20 16:02:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","RRC ID Flag","T. Plowman","13746","1984","4","26","South America","Venezuela","Amazonas",NA,"-66","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","13746",NA,NA,NA
"494","2015-03-07 08:51:02-03","F","FMNH-SEEDPLANTS","V0131982F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,NA,NA,NA,"South America","Ecuador",NA,NA,"-78.1869","-1.4628",NA,NA,NA,NA,"V0131982F","V0131982F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"495","2015-03-07 08:51:02-03","F","FMNH-SEEDPLANTS","V0131979F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0131979F","V0131979F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
