"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"143","2020-09-12 05:00:02-03","US","US","1617694","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","A. Ducke","25016","1933","6","14","South America - Neotropics","Brazil","Amazonas","Manaus","Estrada do Aleixo","-60.0250015258789","-3.10193991661072",NA,NA,"US01886392","US01886392_01 US01886392_02",NA,NA,"138090","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"144","2020-09-12 05:00:02-03","US","US","3317864","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","W. Hahn, E. J. Judziewicz, S. Tiwari & D. Gopaul","4718","1988","4","17","South America - Neotropics","Guyana","Potaro-Siparuni",NA,"Kaieteur Falls National Park; along trail to Tukeit","-59.4833","5.16667",NA,NA,"US00512035",NA,"500",NA,NA,NA,"Stace, C. A.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"145","2020-09-12 05:00:02-03","US","US","1441606","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","A. Ducke","17686",NA,NA,NA,"South America - Neotropics","Brazil","Pará",NA,"Rio Tapajoz.",NA,NA,NA,NA,"US00117628","US00117628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Isosyntype",NA,NA,NA,"1",NA
"146","2020-09-12 05:00:02-03","US","US","3564243","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","J. E.L. S. Ribeiro, E. Pereira & P. A. Assunçao","1657","1995","6","19","South America - Neotropics","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Planta fichada: 2872-38","-60.0250015258789","-3.10193991661072",NA,NA,"US01886397","US01886397_01 US01886397_02",NA,NA,"138090","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"147","2020-09-12 05:00:02-03","US","US","3512732","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","M. Rimachi Y.","10910","1994","3","22","South America - Neotropics","Peru","Loreto",NA,"Maynas. Dtto. Punchana. Río Momón, del caserio de San Adrés hasta la quebrada de Shiua, en orilla inundable.",NA,NA,NA,NA,"US03048615",NA,"95",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"148","2020-09-12 05:00:02-03","US","US","1953051","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","G. Gutiérrez V. & R. E. Schultes","774","1944","2","8","South America - Neotropics","Colombia","Vaupés",NA,"Comisaria del Vaupés. Alrededores de Miraflores.",NA,NA,NA,NA,"US03048617",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"149","2020-09-12 05:00:02-03","US","US","2046428","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","B. Maguire & L. Politi","27370","1948","11","24","South America - Neotropics","Venezuela","Amazonas",NA,"Río Cuao, base camp abandoned Indian site, 2 km from boat landing on Río Cuao; Río Orinoco",NA,NA,NA,NA,"US00766679",NA,"145",NA,NA,NA,"Stace, C. A.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"150","2019-11-13 11:18:00-03","USP","SPF","141581","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Assunção, PACL","407","1996","09","17",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-59.966667","-2.883333",NA,NA,"SPF00141581",NA,NA,NA,NA,NA,"Ribeiro, JELS","1997","03","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"151","2019-11-13 11:18:00-03","USP","SPF","141582","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Assunção, PACL","450","1997","01","17",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-59.966667","-2.883333",NA,NA,"SPF00141582",NA,NA,NA,NA,NA,"Ribeiro, JELS","1997","03","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-13 11:18:00-03","USP","SPF","126320","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Oliveira, AA","899","1993","02",NA,NA,"Brasil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF","-59.761111","-2.407222",NA,NA,"SPF00126320",NA,"50","125",NA,NA,"Oliveira, AA",NA,NA,"-59.761111","-2.407222",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-13 11:18:00-03","USP","SPF","126321","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Oliveira, AA","1609","1993","03",NA,NA,"Brasil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF","-59.761111","-2.407222",NA,NA,"SPF00126321",NA,"50","125",NA,NA,"Oliveira, AA",NA,NA,"-59.761111","-2.407222",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-13 11:18:00-03","USP","SPF","192861","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","rabelloana","Buchenavia rabelloana","N.F.Mattos","Antunes, K","228","2006","04","17",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra","-43.8278007507324","-22.0891990661621",NA,NA,"SPF00192861",NA,NA,NA,"20815","auto","Marquete, NFS","2008","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-13 11:18:00-03","USP","SPF","82943","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","rabelloana","Buchenavia rabelloana","N.F.Mattos","Kuhlmann, M","4335","1958","03","15",NA,"Brasil","São Paulo","Salesópolis",NA,"-45.8400001525879","-23.5300006866455",NA,NA,"SPF00082943",NA,NA,NA,"18032","auto","Mattos, J","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-08 15:01:02-03","UEFS","HUEFS","252834","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Lima L..C.B.","HST22841","2019","07","04",NA,"Brasil","Pernambuco","Recife","Country Club Rosa e Silva","-34.8810997009277","-8.05389022827148",NA,NA,"HUEFS0252834",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"157","2019-09-04 18:33:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"A. Ducke",NA,"1922","9",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isolectotype",NA,NA,NA,NA,NA
"158","2019-03-20 14:02:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"M. A. Ríos Paredes","temp#650","2003","8","13","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"temp# 650",NA,NA
"159","2015-03-07 08:41:31-03","F","FMNH-SEEDPLANTS","V0187999F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0187999F","V0187999F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"160","2019-06-11 13:07:38-03","F","FMNH-SEEDPLANTS","V0397077F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"Rod. Vasquez","12314","1989","6","14","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,"V0397077F","V0397077F_01 V0397077F_02",NA,NA,NA,NA,"C. A. Stace",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"12314",NA,NA
"161","2019-06-11 13:05:44-03","F","FMNH-SEEDPLANTS","V0397078F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"M. Rimachi Y.","4430","1979","6","5","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,"V0397078F","V0397078F_01",NA,NA,NA,NA,"Sidney McDaniel",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"4430",NA,NA
"162","2019-06-11 13:06:36-03","F","FMNH-SEEDPLANTS","V0397079F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"A. H. Gentry","42535","1983","7","4","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,"V0397079F","V0397079F_01",NA,NA,NA,NA,"C. A. Stace",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"42535",NA,NA
"163","2019-04-13 11:46:06-03","F","FMNH-SEEDPLANTS","V0397080F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"A. C. Smith","2833","1937","12","29","South America","Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,"V0397080F","V0397080F_01",NA,NA,NA,NA,"A. A. Alwan",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"2833",NA,NA
"164","2019-06-11 13:04:33-03","F","FMNH-SEEDPLANTS","V0397081F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"T. W. Henkel","3353","1993","10","3","South America","Guyana","Upper Takutu-Upper Essequibo",NA,"Rupununi",NA,NA,NA,NA,"V0397081F","V0397081F_01 V0397081F_02",NA,NA,NA,NA,"C. A. Stace",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"3353",NA,NA
"165","2019-06-11 13:05:53-03","F","FMNH-SEEDPLANTS","V0397082F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"Sidney McDaniel","22090","1978","8","18","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,"V0397082F","V0397082F_01",NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"22090",NA,NA
"166","2015-03-07 08:41:31-03","F","FMNH-SEEDPLANTS","V0187994F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0187994F","V0187994F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"167","2015-03-07 08:41:31-03","F","FMNH-SEEDPLANTS","V0187995F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0187995F","V0187995F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"168","2015-03-07 08:41:31-03","F","FMNH-SEEDPLANTS","V0187996F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0187996F","V0187996F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"169","2015-03-07 08:41:31-03","F","FMNH-SEEDPLANTS","V0187997F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0187997F","V0187997F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"170","2015-03-07 08:41:31-03","F","FMNH-SEEDPLANTS","V0187998F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0187998F","V0187998F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"171","2020-03-10 10:21:23-03","F","FMNH-SEEDPLANTS","V0559911F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"H. Beltrán S.","472","1993","6","10","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,"V0559911F",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"472",NA,NA
"172","2020-03-10 10:20:49-03","F","FMNH-SEEDPLANTS","V0559912F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"R. B. Foster","4791","1978","8",NA,"South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,"V0559912F",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"4791",NA,NA
"173","2020-04-14 14:46:33-03","F","FMNH-SEEDPLANTS","V0563097F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia",NA,"H. Beltrán S.","5613","2003","4","6","South America","Peru","Loreto",NA,"Campsite #2 (Quebrada Buenavista) on Rapid Biological Inventory #11.","-72.390278","-4.834444",NA,NA,"V0563097F",NA,"90","150",NA,NA,"RRC ID Flag",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"174","2009-11-26 13:49:35-02","INPA","INPAW","6563","S","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Melo, F. de C.",NA,"1977","08","16",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2009-11-26 13:49:35-02","INPA","INPAW","2101","S","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rodrigues, W.A.","5697","1964","01","31",NA,"Brasil","Amazonas","Manaus",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2009-11-26 13:49:35-02","INPA","INPAW","2626","S","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Loureiro, A.A.",NA,"1964","04","08",NA,"Brasil","Amazonas","Manaus",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"138090","auto","A.A. Loureiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2009-11-26 13:49:35-02","INPA","INPAW","2017","S","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rodrigues, W.A.","5466","1963","08","29",NA,"Brasil","Amazonas","Manaus",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2009-11-26 13:49:35-02","INPA","INPAW","9638","S","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Silva, N.T.","5342","1984","02","06",NA,"Brasil","Par&#225;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N.T. Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-09-22 13:48:36-03","USP","SPFW","41","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","Amazonas","Manaus",NA,"-60.025556","-3.102222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60º01'32''W","03º06'08''S",NA,NA,NA,NA,NA,NA,NA
"180","2020-09-22 13:48:36-03","USP","SPFW","48","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rodrigues, W.","5466","1963","08","29",NA,"Brasil","Amazonas",NA,"Reserva Florestal Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-09-22 13:48:36-03","USP","SPFW","49","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","rabelloana","Buchenavia rabelloana","Mattos","Kulhman, M.","s.n.","1946","08","19",NA,"Brasil","São Paulo","Paranapiacaba","Estação Biológica do Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-07-29 09:03:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia parvifolia","Ducke","Todzia, CA; Zarucchi, J; Hill, SR; Nelson, BW; Cid, CA; Guedes, J; L, D","2331","1983","07","06","Southern America","Brasil","Amazonas",NA,"Rio Abacaxis. Igapo",NA,NA,NA,"Very common in igapo; Tree to 10m tall. Flowers maroon",NA,NA,NA,NA,NA,NA,"Ribeiro, RTM","2019","11",NA,NA,NA,NA,NA,"11",NA,NA,"parvifolia"
"183","2020-07-29 09:03:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia parvifolia","Ducke","Todzia, CA; Zarucchi, J; Hill, SR; Nelson, BW; Cid, CA; Guedes, J; L, D","2331","1983","07","06","Southern America","Brasil","Amazonas",NA,"Rio Abacaxis. Igapo",NA,NA,NA,"Very common in igapo; Tree to 10m tall. Flowers maroon",NA,NA,NA,NA,NA,NA,"Ribeiro, RTM","2019","11",NA,NA,NA,NA,NA,"11",NA,NA,"parvifolia"
"184","2020-01-31 10:37:59-03","IFAM","EAFM","7538","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Pedrollo, C.T.; Nascimento, A.; Marinho, T. dos S; Marinho, I. dos S; Edwards, S. & Hopkins, M.J","281","2012","10","03",NA,"Brasil","Roraima","Rorainópolis","Xixuaú, Trilha da Samaúma","-61.575335","-0.79423",NA,"; HABITAT: Terra-firme, mata primária.; DESC: Árvore, 35 m; DAP de aprox. 1,5 m. Ritidoma marrom estriado; casca viva bege; alburno creme; base do tronco acanalado com raiz tabular.&nf;Indicado o uso para o tratamento do fígado por ter gosto amargo; inform",NA,NA,"57","57",NA,NA,"Kinupp, V.F.",NA,NA,"-61.575335","-0.79423",NA,NA,NA,NA,NA,NA,NA
"185","2020-01-31 10:37:59-03","IFAM","EAFM","14628","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Marra, D.M.; Neves, A.F. & Souza, I.G.","245","2011","05","12",NA,"Brasil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996","-60.3068","-2.409797",NA,"; HABITAT: Floresta de terra-firme; DESC: árvore, DAP = 13.2 cm",NA,NA,NA,NA,NA,NA,"Marra, D.M.; Carneiro, V.M.C.","2011","05","-60.3068","-2.409797",NA,NA,NA,"12",NA,NA,NA
"186","2021-02-08 12:39:18-03","UFRGS","ICN","175037","S","Plantae","Dicotyledon",NA,"Combretaceae","Buchenavia","cf. parvifolia","Buchenavia cf. parvifolia","Ducke","Molz, M; Mauhs, J","s.n.",NA,NA,NA,"América do Sul","Brasil","MT","Sorriso","Assentamento Jonas Pinheiro.","-55.603611","-12.405556",NA,"Coord: UTM 21L651798E/8628192S; 25m altura.; Ecótono de Floresta Amazônica com Cerrado. Mata alta de terra firme.",NA,NA,NA,NA,NA,NA,"Molz, M",NA,NA,"-55.603611","-12.405556",NA,NA,NA,NA,NA,NA,NA
"187","2020-09-17 10:40:38-03","UEPA","MFS","001575","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia parvifolia","Ducke.","Lavareda, RHR","83","2007","03","18",NA,"Brasil","Amazonas","Coari","Base de Operações Geólogo Pedro de Moura, Base de Operações Geólogo Pedro de Moura, mata da clareira 2. Vegetação de floresta. Solo argiloso.","-65.315278","-4.887222",NA,"Árvore com 14 m; fruto seco imaturo verde; ritidoma castanho escuro com briófitas e líquens; casca morta castanha; casca viva castanho mais claro; alburno amarelo; base com sapopemas curtas e estreitas.","MFS001575","MFS001575 MFS001575_e",NA,NA,NA,NA,"Loiola, MIB","2013","07","-65.315278","-4.887222",NA,NA,NA,"12",NA,NA,"parvifolia"
"188","2020-09-17 10:40:38-03","UEPA","MFS","001575","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia parvifolia","Ducke.","Lavareda, RHR","83","2007","03","18",NA,"Brasil","Amazonas","Coari","Base de Operações Geólogo Pedro de Moura, Base de Operações Geólogo Pedro de Moura, mata da clareira 2. Vegetação de floresta. Solo argiloso.","-65.315278","-4.887222",NA,"Árvore com 14 m; fruto seco imaturo verde; ritidoma castanho escuro com briófitas e líquens; casca morta castanha; casca viva castanho mais claro; alburno amarelo; base com sapopemas curtas e estreitas.","MFS001575","MFS001575 MFS001575_e",NA,NA,NA,NA,"Loiola, MIB","2013","07","-65.315278","-4.887222",NA,NA,NA,"12",NA,NA,"parvifolia"
"189","2020-08-26 10:48:30-03","MCN-FZBRS","HAS","87523","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Buchenavia","rabelloana","Buchenavia rabelloana","Mattos","Kuhlmann, M.","4335","1958","03",NA,NA,"Brasil","São Paulo","Salesópolis","Boracéia, Estação Biológica","-45.8400001525879","-23.5300006866455",NA,"Arbusto","HAS0087523",NA,NA,NA,"18032","auto","Mattos, J.","1964","05",NA,NA,NA,"Paratypus",NA,NA,NA,NA,NA
"190","2018-12-04 20:30:27-02","UNIR","RON","e3069","S","Plantae","Angiosperma","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Pereira, HS","130","1996","10",NA,"Southern America","Brasil","Rondônia",NA,NA,NA,NA,NA,NA,"RON000e3069","RON000e3069",NA,NA,NA,NA,"Rosa, NA","1996","12",NA,NA,NA,NA,NA,"17",NA,NA,NA
"191","2018-08-31 21:32:06-03","UNIR","RON","12555","S","Plantae","Angiosperma","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Jacobsen, RHF","225","2015","03","17","Southern America","Brasil","Rondônia","Vilhena","RO_579, Inventário Florestal Nacional - Rondônia (IFN - RO). Conglomerado RO_579. Subunidade 1. Subparcela 10, árvore n° 55/F6. Floresta de transição Amazônia/Cerrado com dossel de até 25 m. Solo cinza arenoso.","-60.48","-12.96",NA,"Árvore, ca. 10 m. Base reta. Casca externa cinza e interna amarela, espessura externa fina, áspera e sem odor no corte.","RON00012555",NA,NA,NA,NA,NA,"Medeiros, H","2015","06","-60.48","-12.96",NA,NA,NA,"17",NA,NA,NA
"192","2018-12-04 20:30:27-02","UNIR","RON","e3074","S","Plantae","Angiosperma","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Pereira, HS","185","1996","10",NA,"Southern America","Brasil","Rondônia",NA,NA,NA,NA,NA,NA,"RON000e3074","RON000e3074",NA,NA,NA,NA,"Rosa, NA","1996","12",NA,NA,NA,NA,NA,"17",NA,NA,NA
"193","2018-08-31 21:32:06-03","UNIR","RON","12556","S","Plantae","Angiosperma","Myrtales","Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Santos, LAS","1721","2015","07","16","Southern America","Brasil","Rondônia","Pimenta Bueno","RO_474, Inventário Florestal Nacional - Rondônia (IFN - RO). Conglomerado RO_474. Subunidade 3. Subparcela 8, Árvore n° 51/F6. Floresta de várzea. Dossel com 30 m.","-61.02","-12.06",NA,"Árvore, ca. 9 m. Base com raízes fúlcreas. Casca externa marrom e interna bege, espessura externa grossa, do tipo áspera e com odor forte de madeira.","RON00012556",NA,NA,NA,NA,NA,"Santiago, DS","2015","11","-61.02","-12.06",NA,NA,NA,"23",NA,NA,NA
"194","2020-10-15 10:08:30-03","IBt","SP","342032","S","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Ribeiro, JELS","855","1993","06","05",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-21 10:03:13-03","IBt","SP","58630","S","Plantae",NA,NA,"Combretaceae","Buchenavia","rabelloana","Buchenavia rabelloana","Mattos","Kuhlmann, M","4335","1958","03","15",NA,"Brasil","São Paulo","Salesópolis","Boracéia","-45.8400001525879","-23.5300006866455",NA,"Arbusto","SP000491","SP000491",NA,NA,"18032","auto","Mattos, JR","1967",NA,NA,NA,NA,"Paratype",NA,NA,NA,NA,NA
"196","2019-11-21 10:03:13-03","IBt","SP","98549","S","Plantae",NA,NA,"Combretaceae","Buchenavia","rabelloana","Buchenavia rabelloana","Mattos","Mattos, J","13570","1966","09","27",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, perto do rio Claro","-45.8400001525879","-23.5300006866455",NA,"Na borda da mata. Árvore 4 m alt.","SP000490","SP000490",NA,NA,"18032","auto","Mattos, JR","1967",NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA
