"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"144","2011-03-02 10:40:00-03","MO","MOBOT","3151881","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5021","1998","1","15","South America","Brazil","Rio Grande do Sul",NA,"Common, on boulers projecting form the sandy bottom of Lagoa dos Patos, in water ranging from about 0.5-1.5 m deep, wave-swept shore of lagoon. Plants loosely attached in gravely soil that collects in the crevices of the boulders. This is clearly not an area of river-rapids, nor is there a stream emptying into the lagoon nearby. This area has a wide ocean-like sandy beach. Town of S. Lourenco do Sul, which is located east of BR-116. Sea level.","-51.96666","-31.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2011-03-02 10:40:00-03","MO","MOBOT","3152278","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5063","1998","1","18","South America","Brazil","Rio Grande do Sul",NA,"Abundant, in region above cataracts where current is not swift. (Nos. 5058-5069 collected in same area, within 10 m of each other). Butia River (ca. 25 m across), running across basalt outcrops. Collected from a waterfall-like series of cataracts (popular swimming area). About 25 km W. of the town of Soledade (Espomoso County).","-52.71666","-28.83333","600.45600000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2011-03-02 10:40:00-03","MO","MOBOT","3152481","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5193","1998","1","26","South America","Brazil","Rio Grande do Sul",NA,"Abundant, large stemmed plants, directly in falling water of waterfall. May be mixed with small stemmed plants with which they were growing. Large (ca. 120 feet high) waterfall, 2-3 km above (North of) town of Riozinho, about 40 km SE of town of San Francisco do Paula. (Nos. 5192-5200 all collected from around the base of this waterfall).","-50.43333","-29.58333","73.15200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2011-03-02 10:40:00-03","MO","MOBOT","3152600","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5195","1998","1","26","South America","Brazil","Rio Grande do Sul",NA,"Abundant, large and small stemmed plants growing together, within 0.5 m of directly falling water of waterfall. Large (ca. 120 feet high) waterfall, 2-3 km above (North of) town of Riozinho, about 40 km SE of town of San Francisco do Paula. (Nos. 5192-5200 all collected from around the base of this waterfall).","-50.43333","-29.58333","73.15200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2011-03-02 10:40:00-03","MO","MOBOT","3152685","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5198","1998","1","26","South America","Brazil","Rio Grande do Sul",NA,"Common, large stemmed plants mixed with small stemmed plants. Large (120 feet high) waterfall, 2-3 km above (North of) rown of Riozinho, about 40 km SE of town of San Francisco do Paula. (Nos. 5192-5200 all collected from around the base of this waterfall).","-50.43333","-29.58333","73.15200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2016-11-15 05:15:00-02","MO","MOBOT","3152729","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","C.T. Philbrick","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 38352","1982",NA,NA,"South America","Brazil","Santa Catarina",NA,"Mun. Lajes. 2 Km E de Painel, camino a Urupema. Sobre rocas, en curso de agua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2011-03-02 10:40:00-03","MO","MOBOT","3153861","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","Philbrick 5130","1998","1","22","South America","Brazil","Rio Grande do Sul",NA,"Abundant, vegetative plants collected from ca. 10cm deep water in middle of small stream, the edges of these plants were exposed on slanted rocks. Small stream (ca. 1-2 m wide) paralleling road, along edge of cattle pasture. Collecrions made above a ca. 15 m dropoff (waterfall). This stream drains into a larger stream below the waterfall. About 11 km N from intersection of road that runs between Cambará do Sul and Teinhas. (Nos. collected in the same locality but from different rocks at least 2 m apart, all collections made from more or less horizontal outcrops).","-50.26666","-29.05","868.68000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2009-12-07 22:08:00-02","MO","MOBOT","2431959","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"Elisa G. Nicora","Nicora 6318","1953","1","12","South America","Argentina","Corrientes","Monte Caseros","La Cachuera, en el río Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2011-02-25 14:27:00-03","MO","MOBOT","2519395","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"Mariano B. Berro","Berro 3228","1905","4","18","South America","Uruguay","Salto",NA,"Salto Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-09-12 05:00:02-03","US","US","2269401","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"L. B. Smith & R. Reitz","9888","1957","1","3","South America","Brazil","Santa Catarina","Joaçaba","Rio irani, e of ponte serrada","-51.5046997070312","-27.1781005859375","600","800",NA,NA,"US00365338","US00365338_01",NA,"18588","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"154","2020-09-12 05:00:02-03","US","US","2323791","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"R. Reitz & R. M. Klein","8491","1959","2","20","South America","Brazil","Santa Catarina",NA,"Rio do oratorio, bom jardim, s. joaquim",NA,NA,"350","350",NA,NA,"US00365336","US00365336_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"155","2020-09-12 05:00:02-03","US","US","2743008","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"L. B. Smith & R. M. Klein","13992","1964","12","15","South America","Brazil","Santa Catarina","Irani","Campo de irani","-51.9016990661621","-27.0247001647949","700","900",NA,NA,"US00365333","US00365333_01",NA,"13629","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"156","2020-09-12 05:00:02-03","US","US","2269309","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"L. B. Smith, R. Reitz & O. Sufridini","9290","1956","12","26","South America","Brazil","Santa Catarina",NA,"Rio chapeco, rio capetlinga gorge, fazenda campo sao vicente, w of campo ere",NA,NA,"900","1000",NA,NA,"US00364817","US00364817_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"157","2020-09-12 05:00:02-03","US","US","2269058","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Philbrick, C. T.","L. B. Smith, R. M. Klein & A. Gevieski","7589","1956","11","13","South America","Brazil","Santa Catarina","Ibirama","Rio itajai do oeste above ibirama","-49.5177993774414","-27.0569000244141","100","150",NA,NA,"US00365344","US00365344_01",NA,"18533","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"158","2020-09-12 05:00:02-03","US","US","2691923","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"G. Hatschbach","19182","1968","4","26","South America","Brazil","Paraná","Laranjeiras do Sul","Rio cante galo","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"US00365334","US00365334_01",NA,"28404","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"159","2020-09-12 05:00:02-03","US","US","2269433","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"L. B. Smith & R. Reitz","10188","1957","1","16","South America","Brazil","Santa Catarina","São Joaquim","Rio taimbezinho, e of bom jardim da serra","-49.9317016601562","-28.2938995361328","1100","1200",NA,NA,"US00365337","US00365337_01",NA,"48290","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"160","2020-09-12 05:00:02-03","US","US","2743306","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"L. B. Smith, R. M. Klein & G. Hatschbach","15714","1971","12","7","South America","Brazil","Paraná",NA,"Mun. general carneiro, n of iratim",NA,NA,NA,NA,NA,NA,"US00365331","US00365331_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"161","2020-09-12 05:00:02-03","US","US","2743006","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"L. B. Smith & R. M. Klein","13892","1964","12","8","South America","Brazil","Santa Catarina","Abelardo Luz","Rio chapeco, at abelardo luz","-52.3283004760742","-26.5646991729736","900","900",NA,NA,"US00365332","US00365332_01",NA,"35836","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"162","2020-09-12 05:00:02-03","US","US","2269355","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"L. B. Smith, R. Reitz & O. Sufridini","9619","1956","12","29","South America","Brazil","Santa Catarina","Dionísio Cerqueira","W of rio capetinga on rd to dionisio cerqueira","-53.6397018432617","-26.2549991607666","900","1000",NA,NA,"US00365339","US00365339_01",NA,"28536","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"163","2020-09-12 05:00:02-03","US","US","2691920","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"G. Hatschbach & O. A. Guimarães","19187","1968","4","27","South America","Brazil","Paraná","Prudentópolis","Rodovia br-277, rio dos patos","-50.9777984619141","-25.2131004333496",NA,NA,NA,NA,"US02935802",NA,NA,"61049","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"164","2020-09-12 05:00:02-03","US","US","1123634","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"A. F. M. Glaziou","21988",NA,NA,NA,"South America - Neotropics","Brazil","Goiás",NA,"Rio doradinha, route de goyaz, entre tanga et joao vicira",NA,NA,NA,NA,NA,NA,"US00365354","US00365354_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"165","2020-09-12 05:00:02-03","US","US","2743003","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"L. B. Smith & R. Reitz","14191","1965","1","2","South America","Brazil","Santa Catarina","São Joaquim","E of bom jardim","-49.9317016601562","-28.2938995361328","1100","1200",NA,NA,"US00365347","US00365347_01",NA,"48290","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"166","2020-09-12 05:00:02-03","US","US","1199694","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"-. Schwabe","103","1884",NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"US00365353","US00365353_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"167","2020-09-12 05:00:02-03","US","US","2269400","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"L. B. Smith & R. Reitz","9886","1957","1","3","South America","Brazil","Santa Catarina","Joaçaba","Rio irani, e of ponte serrada","-51.5046997070312","-27.1781005859375","600","800",NA,NA,"US00365352","US00365352_01",NA,"18588","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"168","2020-09-12 05:00:02-03","US","US","2692351","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"R. Reitz & R. M. Klein","8312","1959","1","26","South America","Brazil","Santa Catarina",NA,"Alto matador, rio do sul",NA,NA,"800","800",NA,NA,"US00365350","US00365350_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"169","2020-09-12 05:00:02-03","US","US","2323214","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"R. Reitz","6110","1958","12","30","South America","Brazil","Santa Catarina",NA,"Alto matador, rio do sul",NA,NA,"800","800",NA,NA,"US00365351","US00365351_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"170","2020-09-12 05:00:02-03","US","US","2743004","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"L. B. Smith & R. Reitz","14333","1965","1","6","South America","Brazil","Santa Catarina","São Joaquim","Tres pedrinhas, sw of sao joaquim","-49.9317016601562","-28.2938995361328","1200","1300",NA,NA,"US00365346","US00365346_01",NA,"48290","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"171","2020-09-12 05:00:02-03","US","US","2743013","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"L. B. Smith & R. M. Klein","12791","1964","10","21","South America","Brazil","Santa Catarina","São Miguel D'oeste","Above rio peperi-guacu, peperi","-53.5181007385254","-26.7252998352051","300","400",NA,NA,"US00365349","US00365349_01",NA,"15233","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"172","2020-09-12 05:00:02-03","US","US","2743010","PreservedSpecimen","Plantae",NA,"Rosales","Podostemaceae","Podostemum","schenckii","Podostemum schenckii","Warm.",NA,"L. B. Smith & R. M. Klein","13891","1964","12","8","South America","Brazil","Santa Catarina","Abelardo Luz","Rio chapeco at abelardo luz","-52.3283004760742","-26.5646991729736","900","900",NA,NA,"US00365348","US00365348_01",NA,"35836","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"173","2020-08-20 20:39:48-03","UFSC","FLOR","3362","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Rogen, P. van","Smith, L.B.; Klein, R.M.","13892","1964","12","08",NA,"Brasil","Santa Catarina","Chapecó","Abelardo Luz On ledge rio Chapecó.","-52.333333","-26.583333","900","900",NA,NA,"FLOR0003362",NA,"1970",NA,NA,NA,NA,NA,NA,NA,"52º20'W","26º35'S",NA,NA
"174","2020-08-20 20:39:48-03","UFSC","FLOR","50076","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Zavaro, C.","362",NA,NA,NA,NA,"Argentina",NA,"Missiones","Salto Rivadavia, Isla San Martín, Parque Nacional cataratas del Iguazú.",NA,NA,NA,NA,NA,NA,"FLOR0050076",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-08-20 20:39:48-03","UFSC","FLOR","50077","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Zavaro, C.","358","1995","11","09",NA,"Argentina",NA,"Missiones","Salto Dos Hermanas, Parque Nacional Cataratas del Iguazú.",NA,NA,NA,NA,NA,NA,"FLOR0050077",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-08-20 20:39:48-03","UFSC","FLOR","50100","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Tur, N.M.; et alii","2133","1996","01","10",NA,"Argentina",NA,"Missiones","Debajo Salto Bossetti, Dpto. Iguazú.",NA,NA,NA,NA,NA,NA,"FLOR0050100",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-08-20 20:39:48-03","UFSC","FLOR","50101","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Tur, N.M.","Guaglianone, E.R.; Bacigalupo, N.M.; Tur, N.M. & Guillén, R.","2884","1995","11","15",NA,"Argentina",NA,"Missiones","Arroyo Bonito, afluente del Arroyo Paraíso, arriba de la cascada, cruce con Ruta Prov. 2.",NA,NA,NA,NA,NA,NA,"FLOR0050101",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-08-20 20:39:48-03","UFSC","FLOR","50102","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Tur, N.M.","Guaglianone, E.R.; Bacigalupo, N.M.; Tur, N.M.; Rodríguez, M. & Guillén, R.","2858","1995","11","14",NA,"Argentina",NA,"Missiones","Río Uruguay, Parque Provincial Moconá, Dpto. San Pedro.","-53.883333","-27.15",NA,NA,NA,NA,"FLOR0050102",NA,"1995",NA,NA,NA,NA,NA,NA,NA,"53º53'W","27º9'S",NA,NA
"179","2020-08-20 20:39:48-03","UFSC","FLOR","50103","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Tur, N.M.","Guaglianone, E.R.; Bacigalupo, N.M.; Tur, N.M.; Rodríguez, M. & Guillén, R.","2883","1995","11","15",NA,"Argentina",NA,"Missiones","Arroyo Paraíso, cruce con Ruta Provincial 2, Dpto. Guaraní.",NA,NA,NA,NA,NA,NA,"FLOR0050103",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-08-20 14:57:29-03","UFSC","FLOR","57932","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","578C","2010","10","05",NA,"Brasil","Santa Catarina","Herval d#?#Oeste","Rio Irani, Camping do Butieiro.",NA,NA,NA,NA,NA,"vegetativa. Espécie formando amplas populações no leito rochoso do rio. Rios secos à época da coleta.","FLOR0057932",NA,"2010",NA,NA,NA,"10","06",NA,NA,NA,NA,NA,NA
"181","2020-08-20 14:57:29-03","UFSC","FLOR","59812","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Weber, P.; Hassemer, G.N.","364","2013","04","12",NA,"Brasil","Santa Catarina","São Joaquim","Rio ao longo da SC-440.","-49.724444","-28.486667","1115","1115",NA,NA,"FLOR0059812","FLOR0059812","2013",NA,NA,NA,"04","15",NA,NA,"49º43'28''W","28º29'12''S",NA,NA
"182","2020-08-20 14:57:29-03","UFSC","FLOR","57966","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","578","2010","09","09",NA,"Brasil","Santa Catarina","Herval d#?#Oeste","Rio Irani.",NA,NA,NA,NA,NA,"vegetativo","FLOR0057966",NA,"2010",NA,NA,NA,"10","06",NA,NA,NA,NA,NA,NA
"183","2020-08-20 14:57:29-03","UFSC","FLOR","57973","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","578B","2010","09","06",NA,"Brasil","Santa Catarina","Herval d#?#Oeste","Rio Irani.",NA,NA,NA,NA,NA,"vegetativo","FLOR0057973",NA,"2010",NA,NA,NA,"10","06",NA,NA,NA,NA,NA,NA
"184","2020-08-20 14:57:29-03","UFSC","FLOR","57984","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","578A","2010","09","06",NA,"Brasil","Santa Catarina","Herval d#?#Oeste","Rio Irani.",NA,NA,NA,NA,NA,"vegetativo","FLOR0057984",NA,"2010",NA,NA,NA,"10","06",NA,NA,NA,NA,NA,NA
"185","2020-08-20 14:57:29-03","UFSC","FLOR","57978","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","582A","2010","09","09",NA,"Brasil","Santa Catarina","Abelardo Luz","Rio Chapecó, Prainha.","-52.3283004760742","-26.5646991729736",NA,NA,NA,"vegetativo","FLOR0057978",NA,"2010","35836","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
"186","2020-08-20 14:57:29-03","UFSC","FLOR","57960","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","590","2010","09","02",NA,"Brasil","Santa Catarina","Abelardo Luz","Rio Chapecó, Quedas do rio Chapecó.","-52.3283004760742","-26.5646991729736",NA,NA,NA,"vegetativo","FLOR0057960",NA,"2010","35836","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
"187","2020-08-20 14:57:29-03","UFSC","FLOR","57979","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","587","2010","09","09",NA,"Brasil","Santa Catarina","Abelardo Luz","Rio Chapecó, Quedas do Rio Chapecó.","-52.3283004760742","-26.5646991729736",NA,NA,NA,"vegetativo","FLOR0057979",NA,"2010","35836","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
"188","2020-08-20 14:57:29-03","UFSC","FLOR","57958","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","569","2010","09","02",NA,"Brasil","Santa Catarina","Anitápolis","Rio da Prata.","-49.1286010742188","-27.9018993377686",NA,NA,NA,"vegetativo","FLOR0057958",NA,"2010","20462","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
"189","2020-08-20 14:57:29-03","UFSC","FLOR","62318","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Mello, A.S.","743","2014","01","30",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Em tributário do Rio Pelotas. Estrada entre São José dos Ausentes para Bom Jardim da Serra.","-49.624698638916","-28.3369007110596",NA,NA,NA,"reófita Habitat: Rio","FLOR0062318","FLOR0062318",NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-08-20 14:57:29-03","UFSC","FLOR","57942","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","573","2010","09","02",NA,"Brasil","Santa Catarina","Lages","Rio Caveiras.","-50.326099395752","-27.8160991668701",NA,NA,NA,"flores, Ovário rosado e anteras amarelas.","FLOR0057942",NA,"2010","70701","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
"191","2020-08-20 14:57:29-03","UFSC","FLOR","57957","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","573A","2010","09","08",NA,"Brasil","Santa Catarina","Lages","Rio Caveiras, Passo dos Fernandes.","-50.326099395752","-27.8160991668701",NA,NA,NA,"vegetativo","FLOR0057957",NA,"2010","70701","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
"192","2020-08-20 14:57:29-03","UFSC","FLOR","57943","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","571","2010","09","02",NA,"Brasil","Santa Catarina","Lages","Rio Caveiras,Passo dos Fernanes.","-50.326099395752","-27.8160991668701",NA,NA,NA,"vegetativa, ocorrem juntas duas forma de P.distichum","FLOR0057943",NA,"2010","70701","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
"193","2020-08-20 14:57:29-03","UFSC","FLOR","57959","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","580A","2010","09","02",NA,"Brasil","Santa Catarina","Passos Maia","Rio Chapecó.","-52.059398651123","-26.7800006866455",NA,NA,NA,"vegetativo","FLOR0057959",NA,"2010","31820","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
"194","2020-08-20 14:57:29-03","UFSC","FLOR","57941","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Mello, A.S.","Mello, A.S.; Nuernberg, A.","580","2010","09","04",NA,"Brasil","Santa Catarina","Passos Maia","Rio Chapecó, Localidade de Ponte Baixa, atualmente há uma hidrelétrica no local.","-52.059398651123","-26.7800006866455",NA,NA,NA,"Vegetativa, Espécimes semelhantes à Podostemum irgangii, porém mais desenvolvidos e diferentes de outra forma de P. distichum também coletada.","FLOR0057941",NA,"2010","31820","auto",NA,"10","06",NA,NA,NA,NA,NA,NA
