"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","maximumElevationInMeters","typeStatus","individualCount","fieldNumber","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","coordinatePrecision","geoFlag"
"146","2020-09-12 05:00:02-03","US","US","2171799","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","R. E. Schultes & I. Cabrera","16288","1952","4","24","South America - Neotropics","Colombia","Amazônas","Río Miritiparaná: Ca±o Guacayá.","-70.67","-0.5","213",NA,NA,"US01212016","US01212016_01 US01212016_02",NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"147","2020-09-12 05:00:02-03","US","US","2520240","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","C. Vargas C.","17841","1966","10","6","South America - Neotropics","Peru","Madre de Dios","Manu. Shintuya.",NA,NA,"400",NA,NA,"US01212017",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"148","2020-09-12 05:00:02-03","US","US","3313584","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","P. J. M. Maas, K. Kubitzki, W. C. Steward & J. F. Ramos","P12702","1971","5","1","South America - Neotropics","Brazil","Acre","Cruzeiro do Sul, Rio Jurua & Rio Moa.",NA,NA,NA,NA,NA,"US01212019","US01212019_01 US01212019_02",NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"149","2020-09-12 05:00:02-03","US","US","3356059","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","P. Acevedo-Rodriguez, D. A. Bell, K. B. Rankin & S. F. Smith","9057","1997","1","24","South America - Neotropics","Peru","Cusco","Districto Camisea, Campamento San Martín-C, Camimisea Production Unit. S and SW of camp.","-72.6992","-11.7856",NA,NA,NA,"US00593480",NA,"Smith, S. F., (US), NMNH","Cuzco",NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"150","2020-09-12 05:00:02-03","US","US","1456992","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","G. Klug","2651","1932","9",NA,"South America - Neotropics","Peru","San Martín","Pongo de Cainarachi, Río Cainarachi, Tributary of Río Huallaga.",NA,NA,"230",NA,NA,"US01212020",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"151","2020-09-02 16:20:23-03","Cenargen","CEN","17787","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Carlos Alberto Cid Ferreira","10029","1989","10","12",NA,"Brasil","AC","Margem direita do Alto Rio Moa, Serra do Divisor, entre o lugar Pedernal e Fazenda Boa Vista, aprox. a 50m S.","-72.8957977294922","-7.61417007446289",NA,"Exsicatas","Cipó epífita. Frutos quando imaturos cremes e quando maturos lilazes. Doação do Instituto Nacional de Pesquisas da Amazônia - Planta do Acre.","CEN00017787","CEN00017787","P. Fiaschi","MANCIO LIMA",NA,NA,"1",NA,"2013","-7363333.0","-741667.0",NA,"02","120292","auto"
"152","2019-06-11 13:56:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"R. B. Foster","9963","1985","5","8","South America","Peru","Pasco","Oxapampa","-75.4","-10.5667",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"9963",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"153","2019-06-11 13:56:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"R. B. Foster","9528","1984","1","26","South America","Peru","Pasco","Oxapampa","-75.4","-10.5667",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"9528",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"154","2019-06-11 13:56:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"R. B. Foster","10613","1985","12","5","South America","Peru","Madre de Dios",NA,"-70.25","-12",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"10613",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"155","2019-06-11 13:56:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"R. B. Foster","12858","1988","12","28","South America","Peru","Madre de Dios",NA,"-70.25","-12",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"12858",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"156","2019-06-11 13:56:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"R. B. Foster","10733","1985","12","12","South America","Peru","Madre de Dios",NA,"-70.25","-12",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"10733",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"157","2018-08-13 15:53:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"M. A. Ríos Paredes et al.",NA,"2013","9","22","South America","Peru","Loreto","Campsite #2 (Alto Cachiyacu base camp) on Rapid Biological and Social Inventory #26.","-76.71760833","-5.85860833","500",NA,NA,NA,NA,"L. A. Torres Montenegro : Servicios de Biodiversidad EIRL",NA,"800",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"158","2019-06-11 12:50:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"D. N. Smith","2874","1982","12","1","South America","Peru","Pasco","Oxapampa","-75.4","-10.5667",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"2874",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"159","2019-06-11 13:58:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"T. S. Wachter","88","1985","11","28","South America","Peru","Madre de Dios",NA,"-70.25","-12",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"88",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"160","2019-06-11 14:03:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"H. Beltrán S.","547","1993","6","10","South America","Peru","Loreto",NA,"-75","-4",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"161","2019-06-11 12:50:48-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"D. N. Smith","2874","1982","12","1","South America","Peru","Pasco","Oxapampa","-75.4","-10.5667",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"2874",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"162","2019-06-11 12:49:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"P. Nuñez V.","15419","1993","11","1","South America","Peru","Madre de Dios",NA,"-70.25","-12",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"15419",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"163","2019-06-05 11:54:14-03","F","FMNH-SEEDPLANTS","V0087983F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"J. Schunke V. & J. G. Graham","16544","2004","11","3","South America","Peru","Ucayali","Cuenca del Rio Aguaytia. Pampa del Sacramento, al oeste del Caserio La Libertad","-75.58","-9.05","300",NA,NA,"V0087983F","V0087983F_01","David G. Frodin","Padre Abad",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"164","2019-04-16 12:14:07-03","F","FMNH-SEEDPLANTS","V0323668F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"C. F. Vriesendorp","218","2007","5","27","South America","Ecuador","Sucumbíos","Dureno, Community of Dureno, Territorio Cofan, E. of Lago Agrio, south side of Rio Aguarico. 3-4 km hike S. from the Cofan community of Baboroé on the Aguarico. Headwaters of río Pisorié. Campsite 2 (Baboroé) of Rapid Biological and Social Inventory #19.","-76.7421667","0.0383333","250",NA,NA,"V0323668F","V0323668F_01",NA,NA,"250",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"165","2019-03-20 14:06:00-03","F","FMNH-SEEDPLANTS","V0375633F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"C. F. Vriesendorp","218","2007","5","27","South America","Ecuador","Sucumbíos","Dureno, Community of Dureno, Territorio Cofan, E. of Lago Agrio, south side of Rio Aguarico. 3-4 km hike S. from the Cofan community of Baboroé on the Aguarico. Headwaters of río Pisorié. Campsite 2 (Baboroé) of Rapid Biological and Social Inventory #19.","-76.7421667","0.0383333","250",NA,NA,"V0375633F","V0375633F_01",NA,NA,"250",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"166","2020-04-14 14:37:10-03","F","FMNH-SEEDPLANTS","V0562961F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"R. Aguinda","996","2001","7","25","South America","Ecuador","Sucumbios","Eastern slopes of the Andes, ca. 10 km south of the Ecuador-Colombia border, vicinity of the Cofan community of Alto Bermejo, on the southern banks of the Bermejo River. Campsite #1 (Bermejo Field Station) on Rapid Biological Inventory #3.","-77.4972","0.1803","450",NA,NA,"V0562961F",NA,"RRC ID Flag",NA,"450",NA,NA,"996",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"167","2020-04-14 14:37:14-03","F","FMNH-SEEDPLANTS","V0562962F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei",NA,"R. Aguinda","780","2000","7","6","South America","Ecuador","Sucumbíos",NA,"-77.4167","0.3333",NA,NA,NA,"V0562962F",NA,"RRC ID Flag",NA,NA,NA,NA,"780",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"168","2020-09-22 13:48:28-03","USP","SPFW","3625","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Fiaschi, P. Oliveira, H.M.; Cucker, J.E.S.L.; Melo, M.R.S.; Silva, E.F.","3281","2008","08","21",NA,"Brasil","Acre","Parque Nacional da Serra do Divisor","-73.657611","-7.4465","225",NA,NA,NA,NA,"P. Fiaschi 2008","Mâncio Lima","225",NA,NA,NA,NA,"73º39'27,4''W","07º26'47,4''S",NA,NA,NA,NA
"169","2020-09-22 13:48:28-03","USP","SPFW","3626","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Fiaschi, P. Oliveira, H.M.; Cucker, J.E.S.L.; Melo, M.R.S.; Silva, E.F.","3298","2008","08","22",NA,"Brasil","Acre","Parque Nacional da Serra do Divisor","-73.657611","-7.4465","225",NA,NA,NA,NA,"P. Fiaschi 2008","Mâncio Lima","225",NA,NA,NA,NA,"73º39'27,4''W","07º26'47,4''S",NA,NA,NA,NA
"170","2020-09-18 09:33:38-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Schefflera","sprucei","Schefflera sprucei","Spruce","Cid Ferreira, CA","2912",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
