"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","infraspecificEpithet","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"455","2020-09-12 05:00:02-03","US","US","2907831","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","J.-J. de Granville","4116","1980","10","3","South America - Neotropics","French Guiana",NA,"Monts Bakra, Pic Coudreau","-52.95","3.3","600",NA,NA,"US00836930","Horres, R.",NA,NA,NA,"700",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"456","2020-09-12 05:00:02-03","US","US","3088816","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","R. L. Liesner & B. K. Holst","21465","1987","2","27","South America - Neotropics","Venezuela","Amazonas","Río Coro-Coro, W side, 8 km NNW of settlement of Yutajé","-66.14","5.68","800",NA,NA,"US00823465","Spencer, M. A.; Smith, L. B.",NA,NA,"Atures","1000",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"457","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa micrantha","(Baker) M.A. Spencer & L.B. Sm.","K. M. Redden, K. J. Wurdack, S. N. Alexander, C. Perry, C. Jacobis, D. Hunter, V. Roland & H. Hunter","7027","2010","7","19","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Tulameng Mtn., eastern slope, along line towards summit (1534m, N 5°33'27.1, W 60°59'34.7)","-60.9649","5.55786","976",NA,NA,NA,"Holst, Bruce K.",NA,"micrantha",NA,"990",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"458","2020-09-12 05:00:02-03","US","US","3088806","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa micrantha","(Baker) M.A. Spencer & L.B. Sm.","B. K. Holst & R. L. Liesner","3217","1987","2","28","South America - Neotropics","Venezuela","Amazonas","Río Coro-Coro valley, W of Serrania de Yutajé, west side of valley","-66.14","5.68","1000",NA,NA,"US00836943","Spencer, M. A.; Smith, L. B.",NA,"micrantha","Atures",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"459","2020-09-12 05:00:02-03","US","US","3435381","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","H. D. Clarke, R. Williams, C. Perry, E. Tripp & J. Kelly","9721","2001","7","1","South America - Neotropics","Guyana","Potaro-Siparuni","Mt. Ayanganna, east face, 0.2-1.0 km S of camp at base of first of four escarpments","-59.925","5.33444","700",NA,NA,"US00723526","Gouda, E. J.",NA,"spiculosa",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"460","2020-09-12 05:00:02-03","US","US","2338324","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa stenoglossa","(L.B. Sm.) M.A. Spencer & L.B. Sm.","J. A. Steyermark & S. Nilsson","60 109","1960","4","14","South America - Neotropics","Venezuela","Bolívar","Cerro Venamo, NW slopes, SE of campamento 125","-61.4","5.86","1100",NA,NA,"US00823469","Spencer, M. A.; Smith, L. B.",NA,"stenoglossa",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"461","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa stenoglossa","(L.B. Sm.) M.A. Spencer & L.B. Sm.","H. D. Clarke, C. Perry, E. Tripp, S. R. Stern & D. Gittens","11786","2004","6","18","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Mt. Maringma, slope of summit escarpment","-60.5917","5.20675","1710",NA,NA,NA,"Gouda, E. J.",NA,"stenoglossa",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"462","2020-09-12 05:00:02-03","US","US","3554424","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa stenoglossa","(L.B. Sm.) M.A. Spencer & L.B. Sm.","H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","10754","2003","7","10","South America - Neotropics","Guyana","Potaro-Siparuni","Mt. Wokomung, summit","-59.8616","5.06758","1560",NA,NA,"US00974389","Gouda, E. J.",NA,"stenoglossa",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"463","2020-09-12 05:00:02-03","US","US","2953418","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa stenoglossa","(L.B. Sm.) M.A. Spencer & L.B. Sm.","J. A. Steyermark, M. Guariglia P., N. H. Holmgren, J. L. Luteyn & S. A. Mori","126467","1982","2","10","South America - Neotropics","Venezuela","Amazonas","Cerro Huachamacari","-65.33","3.83","1800",NA,NA,"US00823484","Spencer, M. A.; Smith, L. B.",NA,"stenoglossa","Atabapo",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"464","2020-09-12 05:00:02-03","US","US","2057378","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa stenoglossa","(L.B. Sm.) M.A. Spencer & L.B. Sm.","B. Maguire","32793","1951","12","28","South America - Neotropics","Venezuela","Bolívar","Cerro Guaiquinima, Río Paragua, Cumbre Camp","-63.66","5.81","1800",NA,NA,"US00823471","Spencer, M. A.; Smith, L. B.",NA,"stenoglossa",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"465","2020-09-12 05:00:02-03","US","US","2573978","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa stenoglossa","(L.B. Sm.) M.A. Spencer & L.B. Sm.","J. A. Steyermark","98062","1967","3","22","South America - Neotropics","Venezuela","Bolívar","Meseta del Jaua: Cerro Jáua, cumbre de la porcion Central-Occidental de la Meseta, 36 millas nauticas o 60 km NO de la mision de Campamento Sanidad del Río Kanarakuni","-64.43","4.75","1922",NA,NA,"US00836935","Spencer, M. A.; Smith, L. B.",NA,"stenoglossa",NA,"2100",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"466","2020-09-12 05:00:02-03","US","US","3073527","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa stenoglossa","(L.B. Sm.) M.A. Spencer & L.B. Sm.","R. L. Liesner","18176","1985","3","2","South America - Neotropics","Venezuela","Amazonas","Duida Plateau, above Culebra","-65.7","3.6","1250",NA,NA,"US00823473","Spencer, M. A.; Smith, L. B.",NA,"stenoglossa","Atabapo",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"467","2020-09-12 05:00:02-03","US","US","2586289A","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa stenoglossa","(L.B. Sm.) M.A. Spencer & L.B. Sm.","J. A. Steyermark, G. C. K. Dunsterville & E. Dunsterville","104080","1970","12","19","South America - Neotropics","Venezuela","Bolívar","Roraima, Río Cuyuní drainage, 130-131 km S of El Dorado","-61.44","5.8","1290",NA,NA,"US00823477","Spencer, M. A.; Smith, L. B.",NA,"stenoglossa",NA,"1300",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"468","2020-09-12 05:00:02-03","US","US","2320675","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa ustulata","(Reitz) M.A. Spencer & L.B. Sm.","W. Doering","23","1905","5","13","South America - Neotropics","Brazil","São Paulo",NA,"-46.3899993896484","-23.9599990844727",NA,NA,NA,"US01913954",NA,"US01913954_01","ustulata","São Vicente",NA,NA,NA,NA,"25482","auto","Monocotyledonae",NA,NA,NA,NA,"1",NA
"469","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","L. J. Gillespie & D. R. Smart","2805","1989","12","20","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Maipuri Falls, Karowrieng River","-60.2333","5.68333","570",NA,NA,NA,"Spencer, M. A.",NA,NA,NA,"600",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"470","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","W. Hahn, E. J. Judziewicz, S. Tiwari & D. Gopaul","4565","1988","4","14","South America - Neotropics","Guyana","Potaro-Siparuni","Kaieteur Falls National Park. Near guest house","-59.4833","5.16667","500",NA,NA,NA,"Spencer, M. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"471","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","T. Henkel, M. Chin, R. Williams & B. Klein","1738","1993","3","30","South America - Neotropics","Guyana","U. Demerara-Berbice","Macouria River from 5-10 km from its mouth","-58.5167","6.45",NA,NA,NA,NA,"Gouda, E. J.",NA,NA,NA,"5",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"472","2020-09-12 05:00:02-03","US","US","3374486","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","T. Henkel, M. Chin & W. Ryan","1153","1993","1","30","South America - Neotropics","Guyana","Potaro-Siparuni","Pakaraima Mts, Cipo Mtn; sheetrock area N and NW of summit ridge","-60.0833","4.9","1250",NA,NA,"US00612626","Gouda, E. J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"473","2020-09-12 05:00:02-03","US","US","3378284","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","T. McDowell & D. Gopaul","2843","1990","5","25","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Utshi River area, along trail leading to Venezuela","-61.15","5.75","900",NA,NA,"US00612738","Gouda, E. J.",NA,NA,NA,"950",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"474","2020-09-12 05:00:02-03","US","US","3374475","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","T. Henkel, M. Chin & W. Ryan","1484","1993","2","19","South America - Neotropics","Guyana","Potaro-Siparuni","Pakaraima Mts, Mt. Wokomung, summit plateau; from central plateau 1-2 km N to escarpment","-59.8667","5.06667","1500",NA,NA,"US00612616","Gouda, E. J.",NA,NA,NA,"1530",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"475","2020-09-12 05:00:02-03","US","US","3208383","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","W. Hahn, E. J. Judziewicz, S. Tiwari & D. Gopaul","3996","1988","3","29","South America - Neotropics","Guyana","Potaro-Siparuni","Kaieteur Falls National Park","-59.4833","5.16667","500",NA,NA,"US00652821","Smith, L. B., (US), NMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"476","2020-09-12 05:00:02-03","US","US","3378523","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa stenoglossa","(L.B. Sm.)","W. Hahn & D. Gopaul","5512","1989","2","25","South America - Neotropics","Guyana","Cuyuni-Mazaruni","1 km N of tip of northern prow of Roraima; El Dorado Swamp","-60.7167","5.25","2000",NA,NA,"US00612466","Gouda, E. J.",NA,"stenoglossa",NA,"2200",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"477","2020-09-12 05:00:02-03","US","US","3231352","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","L. J. Gillespie & D. R. Smart","2857","1989","12","23","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Top of escarpment above Timehri rock paintings, ±2 km SSW of Maipuri Falls","-60.2833","5.66667","870",NA,NA,"US00807904","Spencer, M. A.",NA,NA,NA,"920",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"478","2020-09-12 05:00:02-03","US","US","3378522","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","W. Hahn & D. Gopaul","5387","1989","2","20","South America - Neotropics","Guyana","Cuyuni-Mazaruni","N foothills of Roraima, between camps 4 & 5, ±20-25 km upstream of Kako River","-60.7333","5.25","750",NA,NA,"US00612465","Gouda, E. J.",NA,NA,NA,"800",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"479","2020-09-12 05:00:02-03","US","US","3374485","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","T. Henkel, M. Chin & W. Ryan","1152","1993","1","30","South America - Neotropics","Guyana","Potaro-Siparuni","Pakaraima Mts, Cipo Mtn; sheetrock area N and NW of summit ridge","-60.0833","4.9","1250",NA,NA,"US00612625","Gouda, E. J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"480","2020-09-12 05:00:02-03","US","US","3374495","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","T. Henkel, M. Chin & W. Ryan","1590","1993","2","26","South America - Neotropics","Guyana","Potaro-Siparuni","Pakaraima Mts, Mt. Kukuinang, forest adjacent W edge of Kukuinang savanna","-59.95","5.06667","900",NA,NA,"US00612634","Gouda, E. J.",NA,NA,NA,"1000",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"481","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","T. Henkel, M. Chin & W. Ryan","1383","1993","2","15","South America - Neotropics","Guyana","Potaro-Siparuni","Pakaraima Mts, Mt. Wokomung, headwaters of Wusupubaru Creek, 1 km downslope to Patamona Lookout","-59.8833","5.05","975",NA,NA,NA,"Gouda, E. J.",NA,NA,NA,"1125",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"482","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","L. J. Gillespie, S. Tiwari, M. Gillespie & R. Gillespie","1236","1989","5","5","South America - Neotropics","Guyana","Potaro-Siparuni","Kaieteur National Park, S of guest house","-59.4833","5.175","420",NA,NA,NA,"Spencer, M. A.",NA,NA,NA,"450",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"483","2020-09-12 05:00:02-03","US","US","3373966","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa stenoglossa","(L.B. Sm.)","T. Henkel & B. Hoffman","60","1992","10","30","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Pakaraima Mts, NE plateau of Mt. Ayanganna","-59.9667","5.38333","1500",NA,NA,"US00601474","Gouda, E. J.",NA,"stenoglossa",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"484","2019-12-09 17:29:36-03","UFPR","EFC","13634","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Blum, C.T.; Vieira, R.S.; Scheer, M.B.","1804","2014","08","01",NA,"Brasil","Paraná","Serra Gigante","-48.1931","-25.1535","190",NA,"Epífita, Inflorescência com brácteas verdes, em Floresta Ombrófila Densa Submontana","EFC013634","Blum, C.T.",NA,NA,"Guaraqueçaba","190","2015","06","16",NA,NA,NA,"-48.1931","-25.1535",NA,NA,NA,NA
"485","2021-04-06 10:30:39-03","UNIVILLE","JOI","7153","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","M.C. Bartz","57","2008","01","18",NA,"Brasil","Santa Catarina","BR-280.","-48.977778","-26.448889","35",NA,"; HABITAT: biôntico, restinga; HABITO: Epífita","JOI007153",NA,NA,NA,"Guaramirim","35","2021","04","05",NA,NA,NA,"48º58'40''W","26º26'56''S",NA,NA,NA,NA
"486","2021-04-06 10:30:39-03","UNIVILLE","JOI","7067","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","C.M. Raimundo","29","2008","01","23",NA,"Brasil","Santa Catarina","BR-280.","-48.68","-26.369722",NA,NA,"; HABITAT: biôntico, restinga; HABITO: Epífita","JOI007067",NA,NA,NA,"Balneário Barra do Sul",NA,"2021","04","05",NA,NA,NA,"48º40'48''W","26º22'11''S",NA,NA,NA,NA
"487","2021-04-06 10:30:39-03","UNIVILLE","JOI","10567","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Mancinelli, W.S.","840","2009","03","06",NA,"Brasil","Santa Catarina","Pico Garuva.","-48.8549995422363","-26.0266990661621","200",NA,"; HABITO: Epífita; TIPO VEGETACIONAL: FODSM","JOI010567","W.S. Mancinelli",NA,NA,"Garuva","200","2010","11","10","22441","auto",NA,NA,NA,NA,NA,NA,NA
"488","2021-04-06 10:30:39-03","UNIVILLE","JOI","14909","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Mancinelli, W.S.","788","2007","10","18",NA,"Brasil","Santa Catarina","Morro da Tromba.","-48.8456001281738","-26.3043994903564","200",NA,"; HABITO: Epífita","JOI014909",NA,NA,NA,"Joinville","200","2021","04","05","37150","auto",NA,NA,NA,NA,NA,NA,NA
"489","2021-03-25 13:51:53-03","UNIVILLE","JOI","4849","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","F.C.S. Vieira","1823","2006","07","20",NA,"Brasil","Santa Catarina","Monte Crista, rio do Cristo.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: cortex, mata ciliar; HABITO: Epífita; TIPO VEGETACIONAL: FODTB","JOI004849","Vieira",NA,NA,"Garuva",NA,"2006","07","14","22441","auto",NA,NA,NA,NA,NA,NA,NA
"490","2021-03-25 13:51:53-03","UNIVILLE","JOI","2508","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa ustulata","(Reitz) L.B. Sm.","Björn Mehlhaff; Jotham Ziffer Berger",NA,"2006","08","30",NA,"Brasil","Santa Catarina","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,"Habito: epifíta","JOI002508","Björn Mehlhaff",NA,"ustulata","Itapoá",NA,"2006","08","30","18121","auto",NA,NA,NA,NA,NA,NA,NA
"491","2019-10-07 09:20:39-03","UEFS","HUEFS","100861","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Cardoso, D.","839","2005","09","23",NA,"Brasil","Bahia","ARIE Serra do Orobó. Faz. Gameleira. Serra Um.","-40.534722","-12.4075","960",NA,"Campo rupestre.","HUEFS0100861","M.G.L.Wanderley","HUEFS0100861",NA,"Itaberaba","960","2007","02",NA,NA,NA,"Lilianae","40W32'5''","12S24'27''",NA,NA,NA,NA
"492","2019-10-07 09:20:39-03","UEFS","HUEFS","110858","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Harley, R.M.","55466","2006","07","24",NA,"Brasil","Bahia","Serra de Orobó. Área plana no cume da serra.","-40.538611","-12.408056","907",NA,"Solo pedregoso quartzito, campo rupestre de vegetação arbustiva, fechada, com áreas mais abertas.","HUEFS0110858","M.G.L.Wanderley","HUEFS0110858",NA,"Itaberaba","907","2007","02",NA,NA,NA,"Lilianae","40W32'19''","12S24'29''",NA,NA,NA,NA
"493","2019-10-07 09:20:39-03","UEFS","HUEFS","176137","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Conceição, A.A.","4045","2011","08","27",NA,"Brasil","Bahia","Cachoeira da Fumaça.","-41.454722","-12.599722","1300",NA,"Campo rupestre.","HUEFS0176137","R.C.Forzza","HUEFS0176137",NA,"Palmeiras","1300","2013","04",NA,NA,NA,"Lilianae","41W27'17''","12S35'59''",NA,NA,NA,NA
"494","2019-10-07 09:20:39-03","UEFS","HUEFS","194203","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Zappi, D.C.","3439","2012","10","15",NA,"Brasil","Bahia","Estação Ecólogica, Trilha da Água Vermelha, virando á esquerda, sem cruzar o riacho.","-39.719722","-13.575","849",NA,"Floresta Ombrófila Densa, afloramento rochoso com muito musgo e arvoretas.","HUEFS0194203","M.G.C.Nogueira","HUEFS0194203",NA,"Wenceslau Guimarães","849","2013","08",NA,NA,NA,"Lilianae","39W43'11''","13S34'30''",NA,NA,NA,NA
"495","2019-10-07 09:20:39-03","UEFS","HUEFS","96924","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Conceição, A.A.","1399","2005","06","19",NA,"Brasil","Bahia","PARNA Chapada Diamantina. Cachoeirão.","-41.433333","-12.8","1200",NA,NA,"HUEFS0096924","M.G.L.Wanderley","HUEFS0096924",NA,"Mucugê","1200","2006","03",NA,NA,NA,"Lilianae","41W26'","12S48'",NA,NA,NA,NA
"496","2019-06-11 14:10:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa",NA,"R. B. Foster","7583","1983","12","27","South America","Peru","Pasco","Oxapampa","-75.4","-10.5667",NA,NA,NA,NA,"Published Synonymy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"497","2018-10-30 15:12:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa",NA,"I. Huamantupa",NA,"2011","8","14","South America","Peru","Amazonas","Condorcanqui Province, Río Santiago District. Upper western slopes of the Kampankis range, in the headwaters of the Kampankis River. Near Campsite #3 (Quebrada Kampankis) on Rapid Biological and Social Inventory #24.","-77.610006","-3.822022","1044",NA,NA,NA,NA,NA,NA,NA,"1044",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"498","2020-03-02 08:31:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa",NA,"R. Aguinda","1102","2001","7","30","South America","Ecuador","Sucumbíos","Eastern slopes of the Andes, ca. 10 km south of the Ecuador-Colombia border, on a shelf south of the Cerro Pax complex. Campsite #2 (Bermejo Vista) on Rapid Biological Inventory #3.","-77.40888889","0.30383333","900",NA,NA,NA,"RRC ID Flag",NA,NA,NA,"1200",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"1102",NA,NA
"499","2019-07-09 12:55:18-03","F","FMNH-SEEDPLANTS","V0323717F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa",NA,"M. A. Ríos Paredes et al.",NA,"2013","9","23","South America","Peru","Loreto","Satellite campsite (Alto Cachiyacu intermediate camp) on Rapid Biological and Social Inventory #26.","-76.76052778","-5.85611111","800",NA,NA,"V0323717F","Manzanares, José M. - QCNE, Sección Botánica, Museo Ecuatoriano de Ciencias Naturales","V0323717F_01",NA,NA,"1700",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"500","2019-07-09 12:55:28-03","F","FMNH-SEEDPLANTS","V0408963F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa",NA,"M. E. Leal et al.","220","2001","8","12","South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0408963F",NA,"V0408963F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"501","2019-07-09 12:55:29-03","F","FMNH-SEEDPLANTS","V0408964F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa",NA,"T. McDowell & B. Hoffman","4712","1991","6","20","South America","Guyana",NA,NA,"-58.7017","4.7364",NA,NA,NA,"V0408964F",NA,"V0408964F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"502","2019-08-22 11:46:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa spiculosa",NA,"H. Beltrán S.","1625","1994","8","5","South America","Peru","Amazonas",NA,"-78","-5",NA,NA,NA,NA,"RRC ID Flag",NA,"spiculosa",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
