"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"155","2020-09-12 05:00:02-03","US","US","1120609","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"H. F. Pittier","9125","1920","11","12","South America - Neotropics","Venezuela","Carabobo",NA,"Guaremales, road from Puerto Cabello to San Felipe.",NA,NA,"10","100",NA,NA,"US01182437",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"156","2020-09-12 05:00:02-03","US","US","1831875","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"R. L. Fróes","11610","1939","2",NA,"South America - Neotropics","Brazil","Maranhão",NA,"State of Maranhao: Island of São Luís. Estrada do Barreto.",NA,NA,NA,NA,NA,NA,"US01182432","US01182432_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"157","2020-09-12 05:00:02-03","US","US","3369436","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"V. A. Funk & J. L. Cracraft","3391","1982","4","2","South America - Neotropics","Peru","Madre de Dios",NA,"Tambopata Nature Reserve. In clearing between cottages B & C of the Reserve Lodge and Rio Tambopata.",NA,NA,"280",NA,NA,NA,"US01182423",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"158","2020-09-12 05:00:02-03","US","US","1855140","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"E. P. Killip & F. Tamayo","37020","1943","3","6","South America - Neotropics","Venezuela","Miranda",NA,"Santa lucia",NA,NA,"150","200",NA,NA,"US01182430",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"159","2020-09-12 05:00:02-03","US","US","1855141","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"E. P. Killip & F. Tamayo","37020","1943","3","6","South America - Neotropics","Venezuela","Estado Miranda",NA,"Santa Lucia",NA,NA,"150","200",NA,NA,"US01182431",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"160","2020-09-12 05:00:02-03","US","US","3647754","PreservedSpecimen","Plantae",NA,"Aristolochiales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"J. A. Steyermark, B. Manara & V. Carreño E.","102395","1969","1","3","South America - Neotropics","Venezuela","Carabobo",NA,"Rio Borburata, al sur de Borburata",NA,NA,NA,NA,NA,NA,"US01152286",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"161","2019-11-13 11:15:55-03","USP","SPF","83208","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Capellari, L","Cordeiro, I","1174","1992","11","23",NA,"Brasil","São Paulo","Presidente Epitácio","Reserva Estadual Lagoa São Paulo","-52.1100006103516","-21.7600002288818",NA,NA,NA,NA,"SPF00083208",NA,"1997","59255","auto",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"162","2019-10-07 09:23:22-03","UEFS","HUEFS","159375","PreservedSpecimen","Plantae","Angiospermae","Piperales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Magalhães, L.C.S.","440","2009","03","22",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.751389","-20.792778","202","202",NA,NA,"HUEFS0159375","HUEFS0159375",NA,NA,NA,"Magnolianae",NA,NA,NA,NA,"55W45'5''","20S47'34''",NA,NA,NA
"163","2019-10-07 09:23:22-03","UEFS","HUEFS","199377","PreservedSpecimen","Plantae","Angiospermae","Piperales","Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","J.Freitas","Pereira-Silva, G.","15096","2010","03","21",NA,"Brasil","Rondônia","Porto Velho","Jaci Paraná, Estrada de acesso ao porto Prainha (balsa da mineradora) km 07.Borda da mata.","-64.98","-9.578889","100","100",NA,NA,"HUEFS0199377","HUEFS0199377","2017",NA,NA,"Magnolianae",NA,"02",NA,NA,"64W58'48''","9S34'44''",NA,NA,NA
"164","2019-06-11 13:39:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima",NA,"RRC ID Flag","R. B. Foster","12415","1988","11","20","South America","Bolivia","Beni",NA,NA,"-65.5","-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"12415",NA,NA
"165","2019-10-07 13:10:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima",NA,"RRC ID Flag","R. J. Burnham","1847","1998","11","29","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"1847",NA,NA
"166","2019-06-11 13:23:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima",NA,"RRC ID Flag","R. B. Foster","9554","1984","6","30","South America","Peru","Madre de Dios",NA,NA,"-70.25","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"9554",NA,NA
"167","2019-06-03 14:44:37-03","F","FMNH-SEEDPLANTS","V0087995F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima",NA,NA,"J. G. Graham & J. Schunke V.","219","1997","10","20","South America","Peru","Ucayali","Purús","Cuenca del Río Purús. Río Curanja, cerca la comunidad nativa de Colombiana.","-71.1","-10.07","300","350",NA,NA,"V0087995F","V0087995F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-10 11:38:23-03","UNILA","EVB","461","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Hatschbach, G.","Ponciano, J.","387","1980","03","01",NA,"Brasil","Paraná","Foz do Iguaçu","Porto Meira. Estrada Iate Club.","-54.586111","-25.448889",NA,NA,NA,NA,"EVB000461","EVB000461",NA,NA,NA,NA,NA,NA,NA,NA,"54º35'10''W","25º26'56''S",NA,NA,NA
"169","2020-09-18 09:34:13-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Urticales","Urticaceae","Aristolochia","odoratissima","Aristolochia odoratissima","Pires, M",NA,"Lisboa, P","1325",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2017-09-11 17:07:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","glaziovii","Aristolochia glaziovii","Mast.",NA,"Glaziou, AFM","5520",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in vicinia Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P04P2N0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-02-08 12:33:11-03","UFRGS","ICN","138117","S","Plantae","Dicotyledon",NA,"Aristolochiaceae","Aristolochia","littoralis","Aristolochia littoralis","Parodi","Sperotto, P","Hagelund, K","11481","1977","06","30","América do Sul","Argentina","Corrientes",NA,"Mbucuryá",NA,NA,NA,NA,NA,"Doação de Karner Hagelund; Cultivada","ICN00029216",NA,"2017",NA,NA,NA,NA,"04","06",NA,NA,NA,NA,NA,NA
"172","2021-02-08 12:33:11-03","UFRGS","ICN","002315","S","Plantae","Dicotyledon",NA,"Aristolochiaceae","Aristolochia","littoralis","Aristolochia littoralis","Parodi","Sperotto, P","Almeida, OM; Bauer, IW","s.n.","1959","01","07","América do Sul","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"ICN00029215",NA,"2017","29946","auto",NA,NA,"04","06",NA,NA,NA,NA,NA,NA
"173","2021-02-08 12:33:11-03","UFRGS","ICN","028062","S","Plantae","Dicotyledon",NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","et al.; LIndeman, J; Irgang, B","LIndeman, J; Porto, ML; et al.","s.n.","1972","07","14","América do Sul","Brasil","RS","Torres","Parque de Torres - Dunas Altas N","-49.7268981933594","-29.3353004455566",NA,NA,NA,"Serie 26.14","ICN00029217",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-08-29 13:38:51-03","UNESP-IS","HISA","11316","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"S. Y. Sawakuchi","121","2020","01","30",NA,"Brasil","São Paulo","Ilha Solteira","Ilha Fluvial, Ilha Solteira, Rio Paraná","-51.369444","-20.392222",NA,NA,NA,"Ilha Solteira, trepadeira, flores purpuras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51w22'10","20s23'32",NA,NA,NA
"175","2020-08-29 13:38:51-03","UNESP-IS","HISA","11315","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"S. Y. Sawakuchi","120","2020","01","30",NA,"Brasil","São Paulo","Ilha Solteira","Ilha Fluvial, Ilha Solteira, Rio Paraná","-51.369444","-20.392222",NA,NA,NA,"Ilha Solteira, trepadeira, flores purpuras, odor agradável.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51w22'10","20s23'32",NA,NA,NA
"176","2020-05-20 18:18:15-03","UFMT","CNMT","1082","S","Plantae","Angiosperma",NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Engels, M.E.","Engels, M.E.; Lautert, M.","2851","2015","01","19",NA,"Brasil","Mato Grosso","Colíder","Resgate da FLORA da UHE Colíder. Estrada de acesso à UHE Colíder.","-55.649167","-10.806944","329","329",NA,"Em borda de mataSecundária. Caule e folhas verdes, folhas discolores. Flores com ovário verde. Perianto externamente (abaxial) alvacento. Arista com centro amarelo e periferia marmorada de vermelho.Doação Resgate de FLORA da UHE Colíd","CNMT001082",NA,"2015",NA,NA,NA,NA,"01","20",NA,"55°38'57W","10°48'25S",NA,NA,NA
"177","2019-11-21 09:59:36-03","IBt","SP","46190","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Ahumada, LZ","Rojas, T","2452","1917","10",NA,NA,"Paraguai","Assunção","Trindade","Jardin Botanico. Orillas do monte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-21 09:59:36-03","IBt","SP","52230","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Ahumada, LZ","Macedo, A","613","1944","12","04",NA,"Brasil","Minas Gerais",NA,"Próximo ao Rio Paranaíba (vasante). Fazenda Santa Terezinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-21 09:59:36-03","IBt","SP","52838","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Ahumada, LZ","Haught, O","3679","1943","09","16",NA,"Colômbia","Magdalena","Becerril","Near Becerril",NA,NA,"150","150",NA,NA,"SP024037","SP024037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-21 09:59:36-03","IBt","SP","52846","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Ahumada, LZ","Killip, EP; Tamayo, F","37020","1943","03",NA,"Southern America","Venezuela","Miranda","Santa Lucía",NA,NA,NA,"150","200",NA,NA,"SP024036","SP024036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-21 09:59:36-03","IBt","SP","9499","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Ahumada, LZ","Hoehne, FC","CRONDON3383","1911","03",NA,NA,"Brasil","Mato Grosso","Cuiabá","Coxipó da Ponte","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,"SP024035","SP024035",NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2010-08-16 16:38:53-03","A","HU-HERB","A 00273118","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","Linnaeus","L. Ahumada","K. Fiebrig","642","1902","12",NA,"South America","Paraguay",NA,NA,"Cordillera de Altos",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"642",NA,"undetermined"
