"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"1597","2020-09-12 05:00:02-03","US","US","1124163","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"A. F. M. Glaziou","19794",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01348363","US01348363_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1598","2020-09-12 05:00:02-03","US","US","3380781","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"M. Kuhlmann","3225","1946","6","26","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01348359","US01348359_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales","53584","auto",NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1599","2020-09-12 05:00:02-03","US","US","3263583","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"A. S. Tavares & M. G. Silva","57","1984","2","16","Brazil","Amazonas",NA,"Platô da Serra Aracá, parte SE da Serra Norte","-63.37","0.85",NA,NA,"1150","1250",NA,"US01348317","US01348317_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1600","2020-09-12 05:00:02-03","US","US","2503440","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"R. M. Klein","2453","1960","6","3","Brazil","Santa Catarina","Bom Retiro","Mata da Campanhia Heringer","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,NA,"US01348333","US01348333_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Laurales","35974","auto",NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1601","2020-09-12 05:00:02-03","US","US","2829248","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"R. Reitz","5782","1953","10","29","Brazil","Santa Catarina","Araquari","Barra do Sul","-48.7221984863281","-26.3700008392334",NA,NA,"5",NA,NA,"US01348343","US01348343_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Laurales","25329","auto",NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1602","2020-09-12 05:00:02-03","US","US","2757911","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"C. Lemos","s.n.","1931","9","11","Brazil","São Paulo",NA,"Alto da Serra, mata da Estação Biológica",NA,NA,NA,NA,NA,NA,NA,"US01348360","US01348360_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1603","2020-09-12 05:00:02-03","US","US","3095214","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"B. Maguire, J. M. Pires, C. K. Maguire & N. T. Silva","56478","1963","9","1","Brazil","Mato Grosso",NA,"Rio Juruena. Brasil-Acre Highway",NA,NA,NA,NA,NA,NA,NA,"US01348356","US01348356_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1604","2020-09-12 05:00:02-03","US","US","1619970","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"G. Jonsson","626a","1914","7","5","Brazil","Paraná","Morretes","Serra do Mar","-48.834400177002","-25.476900100708",NA,NA,"200",NA,NA,"US01348362","US01348362_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Laurales","30514","auto",NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1605","2020-09-12 05:00:02-03","US","US","3261605","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"I. L. Amaral","1638",NA,NA,NA,"Brazil","Amazonas","Barcelos","Platô da Serra Aracá, Serra Norte, 6 horas W do campo de pouso","-63.37","0.85",NA,NA,NA,NA,NA,"US01348316","US01348316_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1606","2020-09-12 05:00:02-03","US","US","2321305","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"R. M. Klein","1455","1955","7","12","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,"350",NA,NA,"US01348337","US01348337_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Laurales","27253","auto",NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1607","2020-09-12 05:00:02-03","US","US","3283845","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"J. R. Pirani","1348","1985","10","21","Brazil","Mato Grosso","Cuiabá","Chapada dos Guimarães. Margem do Rio Caxipozinho, perto da rodovia","-55.75","-15.5",NA,NA,NA,NA,NA,"US01348329","US01348329_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1608","2020-09-12 05:00:02-03","US","US","2931586","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"G. Hatschbach","19602","1968","8","14","Brazil","Paraná","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,"100","200",NA,"US01348354","US01348354_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Laurales","30514","auto",NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1609","2020-09-12 05:00:02-03","US","US","3380783","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"E. P. Heringer","18399","1990","3","20","Brazil","Distrito Federal",NA,"Nascente do corrego Palmital, entre Brasilia e Luziania",NA,NA,NA,NA,NA,NA,NA,"US01348352","US01348352_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1610","2020-09-12 05:00:02-03","US","US","3254501","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"W. C. Steward & J. F. Ramos","20150","1974","1","5","Brazil","Amazonas",NA,"Manaus-Porto Velho Road, km 250, behind Road Camp Igapó Açu",NA,NA,NA,NA,NA,NA,NA,"US01348319","US01348319_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1611","2020-09-12 05:00:02-03","US","US","2757971","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"E. G. Heringer","9089","1962","1","30","Brazil","Distrito Federal","Brasília","Parque Zoobotânico","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"US01348358","US01348358_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales","70570","auto",NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1612","2020-09-12 05:00:02-03","US","US","483685","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"A. F. M. Glaziou","19794","1891","11","16","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"US01348364","US01348364_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales","33190","auto",NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1613","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","van der Werff, H., (MO), Missouri Botanical Garden","K. M. Redden, C. Perry, P. Benjamin, D. Singh & C. Wilkie","4722","2006","10","14","Guyana","Cuyuni-Mazaruni",NA,"Isseneru Village. Trail behind village.","-60.3754","6.36042",NA,NA,"96",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1614","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","van der Werff, H., (MO), Missouri Botanical Garden","K. M. Redden, M. Lyle, R. Williams, C. Perry & C. Paul","2503","2004","1","31","Guyana","Cuyuni-Mazaruni",NA,"Pakaraima Mts., Mazaruni River, NW of Chi-Chi Falls. Base of tepui behind Base Camp 2","-60.2172","5.58992",NA,NA,"787",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1615","2020-09-12 05:00:02-03","US","US","3426220","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","Chanderbali, Andre Shashi","A. S. Chanderbali","224","1997","5","31","Guyana","U. Demerara-Berbice",NA,"Mabura Hill; road to Kurupukari from timber mill, 2 mi. S along road","-58.6667","5.33333",NA,NA,NA,NA,NA,"US00704860",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1616","2020-09-12 05:00:02-03","US","US","3318111","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","Chanderbali, Andre Shashi","W. Hahn, E. J. Judziewicz, S. Tiwari & D. Gopaul","4159","1988","4","2","Guyana","Potaro-Siparuni",NA,"Kaieteur Falls National Park","-59.4833","5.2",NA,NA,"500",NA,NA,"US00475285",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1617","2020-09-12 05:00:02-03","US","US","3271647","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","Chanderbali, Andre Shashi","J. J. Pipoly, G. Gharbarran & G. Samuels","10539","1987","2","22","Guyana","Cuyuni-Mazaruni",NA,"Mountain N of Chinoweing Village","-60.1167","5.53333",NA,NA,"650","750",NA,"US00645584",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1618","2020-09-12 05:00:02-03","US","US","3384278","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","van der Werff, H., (MO), Missouri Botanical Garden","H. D. Clarke","1637","1996","4","14","Guyana","Potaro-Siparuni",NA,"Mabura Hill Forest Reserve; 13 km S of Mabura Hill","-58.7122","5.16722",NA,NA,"60",NA,NA,"US00635288",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1619","2020-09-12 05:00:02-03","US","US","3632406","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","van der Werff, H., (MO), Missouri Botanical Garden","K. M. Redden, C. Perry, P. Benjamin, D. Singh & C. Wilkie","4772","2006","10","22","Guyana","Cuyuni-Mazaruni",NA,"Road to mining camp near Deer Creek.","-60.3257","6.48192",NA,NA,"125",NA,NA,"US01080930",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1620","2020-09-12 05:00:02-03","US","US","3482996","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","van der Werff, H., (MO), Missouri Botanical Garden","K. M. Redden, C. Perry & R. Williams","1533","2004","1","25","Guyana","Cuyuni-Mazaruni",NA,"Pakaraima Mts., Imbaimadai. Karowrieng River","-60.2098","5.68917",NA,NA,"605",NA,NA,"US00866163",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1621","2020-09-12 05:00:02-03","US","US","3493091","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","van der Werff, H., (MO), Missouri Botanical Garden","K. M. Redden, M. Lyle, R. Williams, C. Perry & C. Paul","2504","2004","2","1","Guyana","Cuyuni-Mazaruni",NA,"Pakaraima Mts., Mazaruni River, NW of Chi-Chi Falls. Along stream between two tepuis, approx. 1.5km above Base Camp 2","-60.2136","5.59683",NA,NA,"762",NA,NA,"US00881391",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1622","2020-09-12 05:00:02-03","US","US","3426218","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","Chanderbali, Andre Shashi","A. S. Chanderbali","220","1997","5","30","Guyana","U. Demerara-Berbice",NA,"Mabura Hill Settlement; Powerline Trail","-58.6667","5.33333",NA,NA,NA,NA,NA,"US00704858",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1623","2020-09-12 05:00:02-03","US","US","3317876","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Hieron.) Mez","Chanderbali, Andre Shashi","W. Hahn","5825","1989","4","21","Guyana","U. Demerara-Berbice",NA,"Mabura Hill","-58.6667","5.41667",NA,NA,"50",NA,NA,"US00511929",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1624","2020-09-12 05:00:02-03","US","US","2584449","PreservedSpecimen","Plantae","Lauraceae","Ocotea","roraimae","Ocotea roraimae","Mez","Allen, C. K.","J. A. Steyermark","93843","1964","5","13","Venezuela","Bolívar",NA,"Auyan-tepuí, Río Churún, de la parte norte de la seccion sur (division occidental), al pie de Second Wall de arenisca, 6-10 km hacia el NE del campamento norte",NA,NA,NA,NA,"1820",NA,NA,"US00753911",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1625","2020-09-12 05:00:02-03","US","US","2446971","PreservedSpecimen","Plantae","Lauraceae","Ocotea","roraimae","Ocotea roraimae","Mez","Allen, C. K.","B. Maguire, J. J. Wurdack & G. S. Bunting","37184","1954","1","10","Venezuela","Amazonas","Río Negro","Cerro de la Neblina, Río Yatua, 5 km N of Cumbre Camp","-65.94","1.01",NA,NA,"1800",NA,NA,"US00753912",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1626","2020-09-12 05:00:02-03","US","US","2446970","PreservedSpecimen","Plantae","Lauraceae","Ocotea","roraimae","Ocotea roraimae","Mez","Allen, C. K.","B. Maguire, J. J. Wurdack & G. S. Bunting","37173","1954","1","10","Venezuela","Amazonas","Río Negro","Cerro de la Neblina, Río Yatua, 4 km N of Cumbre Camp","-65.94","1.01",NA,NA,"1750",NA,NA,"US00753913",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1627","2020-09-12 05:00:02-03","US","US","2447013","PreservedSpecimen","Plantae","Lauraceae","Ocotea","roraimae","Ocotea roraimae","Mez","Allen, C. K.","B. Maguire, J. J. Wurdack & C. K. Maguire","42361","1957","12","13","Venezuela","Amazonas","Río Negro","Cerro de la Neblina, Río Yatua, basin of Caño Grande above Salto Grande",NA,NA,NA,NA,"1900","2000",NA,"US00753914",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1628","2020-09-12 05:00:02-03","US","US","1519304","PreservedSpecimen","Plantae","Lauraceae","Ocotea","roraimae","Ocotea roraimae","Mez","Smith, A. C.","E. Holt & E. R. Blake","705","1931","4",NA,"Venezuela","Amazonas",NA,"Cerro Yapacána, upper Río Orinoco","-66.8","3.75",NA,NA,"100",NA,NA,"US00753915",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"1629","2020-09-02 16:30:22-03","Cenargen","CEN","83238","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","C. G. Fontes","Clarissa Gouveia Fontes","241","2008","03","04","Brasil","DF","BRASILIA","Fazenda Sucupira. Mata da fitossociologia.","48.01","-15.906666","48.01","-15.906666","1090","1090","Coleta estéril para testemunho de estudo fitossociológico.","CEN00083238","CEN00083238","2008","03",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"1630","2020-09-02 16:30:22-03","Cenargen","CEN","114730","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","A. Quinet","C. Baez","1620","2018","04","18","Brasil","RJ","RESENDE","Parque Estadual da Pedra Selada. Bosque do Visconde. Trilha da Família.","-44.537777","-22.334722","-44.537777","-22.334722","1085","1085","Árvore matriz nº 36. Folhas discolores. Casca interna de coloração creme. Odor forte agradável. Cúpula vinácea com verrugas alvas. Rutos verde-claro. Altura 13 m. Habitat: Floresta Ombrófila Densa em avançado estágio de regeneração. Doação do RB 764172.","CEN00114730","CEN00114730","2018","07",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1631","2020-09-02 16:30:22-03","Cenargen","CEN","13559","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","J. B. Baitello","Maura Lúcia de Macedo Azevedo","253","1989","07","24","Brasil","DF","BRASILIA","Fazenda Água Limpa - UnB. Mata ciliar do córrego Olho D'água da Onça.","-47.910277","-15.806944","-47.910277","-15.806944",NA,NA,"Frutos imaturos de cor verde com pigmentação esbranquiçada; látex esverdeado. Doação Instituto Brasileiro de Geografia e Estatística.","CEN00013559","CEN00013559","2001","10",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1632","2020-09-02 16:30:22-03","Cenargen","CEN","18421","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","F. Bucci","Bruno Machado Teles Walter","2224","1994","09","09","Brasil","DF","BRASILIA","Fazenda Água Limpa - UnB. Coletado na cabeceira da mata, em local úmido mesmo na estação seca.","-47.916666","-15.95","-47.916666","-15.95","1060","1060","21m de altura x 24,5cm de DAP. Botões creme-esverdeados. Cálice, anteras e estigma creme. Disco amarelo gema. Folhas discolores (verde claro na face abaxial) exalam forte odor se esmagadas. Doação da Flora do Brasil - Distrito Federal.","CEN00018421","CEN00018421","1994","10",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1633","2020-09-02 16:30:22-03","Cenargen","CEN","46327","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","G. G. Hatschbach","Gert Guenther Hatschbach","73832","2002","09","25","Brasil","PR","GUARAQUECABA","Tagaçaba, arredores. Alt.: 100-150m.",NA,NA,NA,NA,NA,NA,"Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00046327","CEN00046327","2002",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1634","2020-09-02 16:30:22-03","Cenargen","CEN","88998","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","R. de Paula","Rodolfo de Paula Oliveira","45","2012","11","17","Brasil","DF","BRASILIA","Fazenda Água Limpa (Córrego Capetinga)","-47.941388","-15.954444","-47.941388","-15.954444",NA,NA,NA,"CEN00088998","CEN00088998","2010","10",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"1635","2020-09-02 16:30:22-03","Cenargen","CEN","49898","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","E. B. A. Dias, T. S. Vilar & C. A. Faria","Glocimar Pereira-Silva","6598","2002","07","08","Brasil","TO","PARANA","Estrada São Salvador - canteiro da obra, cerca de 12 km (primeiro curso d`água) córrego Água Branca.","-47.8830986022949","-12.6153001785278","-4821333.0","-1276000.0","280","280",NA,"CEN00049898","CEN00049898","2006","06",NA,NA,NA,"Exsicatas",NA,NA,NA,"96675","auto",NA,NA,NA,NA,"4",NA,NA
"1636","2020-09-02 16:30:22-03","Cenargen","CEN","108162","PreservedSpecimen","Plantae","Lauraceae","Ocotea","cf. aciphylla","Ocotea cf. aciphylla","(Nees & Mart.) Mez","M. S. Martins","Matheus Santos Martins","26","2018","06","12","Brasil","GO","RIO VERDE","Área da CGH Pindaíba III.","-50.82","-17.303333","-50.82","-17.303333",NA,NA,"Cerradão com influência de Floresta Estacional Semidecidual. Matacões de sílex e calcedônia no solo por grande parte da área. Flora do Brasil - Goiás.","CEN00108162","CEN00108162","2018","02",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1637","2020-09-02 16:30:26-03","Cenargen","CEN","83374","PreservedSpecimen","Plantae","Lauraceae","Ocotea","rhynchophylla","Ocotea rhynchophylla","(Meisn.) Mez","A. J. B. dos Santos & A. A. Santos","Aécio Amaral-Santos","3658","2012","06","21","Brasil","RO","PORTO VELHO","BR - 364, km 846,5, à direita, extensão de 12 km até o rio Madeira.","-64.774444","-9.4152777","-64.774444","-9.4152777","109","109","Botões florais ferrugíneos.","CEN00083374","CEN00083374","2012","06",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA
"1638","2019-12-09 17:30:08-03","UFPR","EFC","15792","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Brotto, M.L.","Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.","1274","2017","04","06","Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.3031","-25.1725","-48.3031","-25.1725","170","170","Árvore 25 m alt.; frutos com drupa glauco; dossel de Floresta Ombrófila Densa Submontana.","EFC015792",NA,"2017","04","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","2019-12-09 17:30:08-03","UFPR","EFC","15896","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Brotto, M.L.","Brotto, M.L.","1898","2015","02","26","Brasil","Paraná","Tunas do Paraná","Parque Estadual das Lauráceas","-48.7783","-24.8989","-48.7783","-24.8989",NA,NA,"Árvore 7m; frutos imaturos. Floresta Ombrófila Densa Montana.","EFC015896",NA,"2015","02","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","2019-12-09 17:30:08-03","UFPR","EFC","15662","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Bonaldi, R.A.","Bonaldi, R.A.","741","2013","10","05","Brasil","Paraná","Paranaguá","Floresta do Palmito","-48.5337","-25.6049","-48.5337","-25.6049","26","26","Árvore 11 m, frutos de cor preta. Floresta Ombrófila Densa das Terras Baixas","EFC015662",NA,"2013","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","2019-12-09 17:30:08-03","UFPR","EFC","16896","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Brotto, M.L.","Brotto, M.L.; Silva, J.M.","1960","2015","07","29","Brasil","Paraná","Guaratuba",NA,"-48.5867","-25.9014","-48.5867","-25.9014",NA,NA,"Árvore de 10m de altura; frutos imaturos verdes e maduros pretos","EFC016896",NA,"2015","09","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","2019-12-09 17:30:08-03","UFPR","EFC","15601","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Brotto, M.L.","Brotto, M.L.","1755","2014","08","26","Brasil","Paraná","Tunas do Paraná","estrada de Pacas ao Parque Estadual das Lauráceas","-48.8075","-24.9061","-48.8075","-24.9061","920","920","Árvore 14m, flores de cor creme com odor agradável de intensidade moderada. Floresta Ombrófila Densa Montana.","EFC015601",NA,"2014","09","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","2019-12-09 17:30:06-03","UFPR","EFC","10604","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Brotto, M.L.","Brotto, M.L.; Vasconcellos, G.","386","2009","10","20","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Árvore de 15 m de alt., flores alvas com odor suave.","EFC010604",NA,"2009","10","20",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"1644","2019-12-09 17:30:06-03","UFPR","EFC","83","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Hatschbach, G.","Roderjan, C.V.","65","1980","05","27","Brasil","Paraná","Paranaguá","Lote 4 - Banestado","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore 15m, comum em floresta da planície arenosa, 5m s.n.m. Frutos maduros. __COMMOM_NAME__: Canela-amarela","EFC000083",NA,"1980","05","27",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
