"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"1282","2020-09-02 16:33:04-03","Cenargen","CEN","29416","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Ronaldo Marquete","1994","Brasil","RJ","PARATI","Apa-cairuçu, estrada próxima ao Rio dos Meros. 23°10 - 23°23' S e 44°30' - 44° 51' O. Alt. entre 70 - 80 m.","-44.7131004333496","-23.2178001403809",NA,NA,"Ciófila. Tronco com casca lisa, cor verde. Folhas cartáceas, discolor verdes com os lobos do cálice róseos. Doação do Jardim Botânico do Rio de Janeiro - RB (307129). Proj. Flora do Rio de Janeiro.","CEN00029416","CEN00029416","1745","05","10",NA,"Exsicatas",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,"1",NA
"1283","2020-09-02 16:33:04-03","Cenargen","CEN","81448","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg","2015","M. P. N. Pereira","2009","Brasil","RO","PORTO VELHO","Parcela 02. Margem direta. Ilha.","-63.9039001464844","-8.76194000244141",NA,NA,"Doação Universidade Federal de Rondônia - Herbário Rondoniensis RON - Coleção Geraldo Kuhlmann nº 2486.","CEN00081448","CEN00081448","70","10","01",NA,"Exsicatas",NA,NA,NA,NA,NA,"333357","auto",NA,NA,NA,NA,NA,NA,"1",NA
"1284","2019-11-13 11:25:31-03","USP","SPF","111813","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Walter, BMT","1995","Brasil","Goiás","Campinaçu",NA,"-48.416667","-13.883333","-48.416667","-13.883333",NA,"SPF00111813",NA,"2652","10","05",NA,NA,NA,NA,NA,"480","480",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1285","2019-11-13 11:25:31-03","USP","SPF","111836","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Walter, BMT","1992","Brasil","Goiás","Niquelândia",NA,"-48.3","-14.016667","-48.3","-14.016667",NA,"SPF00111836",NA,"1494","06","08",NA,NA,NA,NA,NA,"420","420",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1286","2019-11-13 11:25:31-03","USP","SPF","111846","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Walter, BMT","1992","Brasil","Goiás","Niquelândia",NA,"-48.983333","-14.433333","-48.983333","-14.433333",NA,"SPF00111846",NA,"1870","08","04",NA,NA,NA,NA,NA,"460","460",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1287","2019-11-13 11:25:31-03","USP","SPF","77406","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Wurdack, JJ","1992","Smith, DN","1990","Bolívia","Beni",NA,"Cumbre de la Serranía Del Pilón Lajas, carretera Caranavi-San Borja, 25 km de Yucumo.","-67.04","-15.17","-67.04","-15.17",NA,"SPF00077406",NA,"14040","02","19",NA,NA,NA,NA,NA,"850","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","2019-11-13 11:25:31-03","USP","SPF","204322","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Baumgratz, JFA",NA,"Silva Neto, SJ","1996","Brasil","Rio de Janeiro","Itatiaia","maromba","-44.566667","-22.25","-44.566667","-22.25",NA,"SPF00204322",NA,"683","05","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","2019-11-13 11:25:31-03","USP","SPF","116708","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Leitão Filho, HF","1996","Brasil","São Paulo","Ubatuba",NA,"-44.681389","-23.328889","-44.681389","-23.328889",NA,"SPF00116708",NA,"34559","01","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","2019-11-13 11:25:31-03","USP","SPF","158700","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Fiaschi, P","2003","Brasil","Bahia","Floresta Azul",NA,"-39.7","-14.933333","-39.7","-14.933333",NA,"SPF00158700",NA,"1491","04","23",NA,NA,NA,NA,NA,"700","700",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1291","2019-11-13 11:25:31-03","USP","SPF","175416","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Ceccantini, GCT","2006","Brasil","Minas Gerais","Matozinhos",NA,"-43.985667","-19.471714","-43.985667","-19.471714",NA,"SPF00175416",NA,"2791","04","27",NA,NA,NA,NA,NA,"699","699",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1292","2019-11-13 11:25:31-03","USP","SPF","161870","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Fiaschi, P","2003","Brasil","Bahia","Almadina",NA,"-39.696111","-14.783333","-39.696111","-14.783333",NA,"SPF00161870",NA,"1603","09","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1293","2019-11-13 11:25:31-03","USP","SPF","181489","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Borges, RAX","2007","Brasil","Bahia","Itamaraju","RPPN Fazenda Riacho das Pedras","-39.364722","-18.422222","-39.364722","-18.422222",NA,"SPF00181489",NA,"814","02","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1294","2019-11-13 11:25:31-03","USP","SPF","63572","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Wurdack, JJ","1989","Thomas, WW","1988","Brasil","Bahia","Itabuna","CEPLAC, Reserva CEPEC.","-39.216667","-14.8","-39.216667","-14.8",NA,"SPF00063572",NA,"6007","02","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","2019-11-13 11:25:31-03","USP","SPF","196805","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Quinet, A","2008","Brasil","Amazonas","Pauini","Floresta Nacional do Purus","-67.528611","-8.403611","-67.528611","-8.403611",NA,"SPF00196805",NA,"1286","07","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1296","2019-11-13 11:25:31-03","USP","SPF","205759","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Goldenberg, R","2009","Amorim, AMA","2008","Brasil","Espírito Santo","Cariacica",NA,"-40.481944","-20.325","-40.481944","-20.325",NA,"SPF00205759",NA,"7608","08","20",NA,NA,NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","2019-11-13 11:25:31-03","USP","SPF","214267","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Goldenberg, R","2009","Fraga, CN","2009","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental Pedra do Elefante","-40.444444","-18.777778","-40.444444","-18.777778",NA,"SPF00214267",NA,"2530","04","15",NA,NA,NA,NA,NA,"320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","2019-11-13 11:25:31-03","USP","SPF","214308","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Santos Filho, LAF","2011","Saddi, EM","2011","Brasil","Rio de Janeiro","Piraí","Parcela P22 dos estudos para o EIA do Minerioduto Bom Sucesso, MG - Itaguaí, RJ","-43.896389","-22.561667","-43.896389","-22.561667",NA,"SPF00214308",NA,"439","04","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"1299","2019-11-13 11:25:31-03","USP","SPF","229306","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Anônimo",NA,"Monteiro, J","2012","Brasil","Rio de Janeiro","Piraí",NA,"-43.937222","-22.696944","-43.937222","-22.696944",NA,"SPF00229306",NA,"212","01","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","2019-11-13 11:25:31-03","USP","SPF","41988","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Wurdack, JJ","1984","Simonis, JE","1983","Paraguai","Amambay","Pedro Juan Caballero","Chirigüelo",NA,NA,NA,NA,NA,"SPF00041988",NA,"206","03","26",NA,NA,NA,NA,NA,"200","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","2019-11-13 11:25:31-03","USP","SPF","77405","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Wurdack, JJ","1992","Lewis, WH","1989","Equador","Pastaza",NA,"Kapawí (Amuntai).","-76.8","-2.516667","-76.8","-2.516667",NA,"SPF00077405",NA,"13549","07","25",NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","2019-11-13 11:25:31-03","USP","SPF","83494","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Goldenberg, R","1996","Mattos, J","1961","Brasil","São Paulo",NA,"Entre Caraguatatuba e Ubatuba.",NA,NA,NA,NA,NA,"SPF00083494",NA,"8934","04","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1303","2019-11-13 11:25:31-03","USP","SPF","96834","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Furlan, A","1994","Brasil","São Paulo","Ubatuba",NA,"-44.866667","-23.35","-44.866667","-23.35",NA,"SPF00096834",NA,"1418","04","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1304","2019-11-13 11:25:33-03","USP","SPF","99857","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Goldenberg, R","1996","Assis, MA","1994","Brasil","São Paulo","Ubatuba",NA,"-44.866667","-23.35","-44.866667","-23.35",NA,"SPF00099857",NA,"303","08","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"1305","2019-11-13 11:25:31-03","USP","SPF","98149","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Martins, AB","1994","Brasil","São Paulo","Águas da Prata","Reserva Estadual de Águas da Prata","-47.333333","-21.866667","-47.333333","-21.866667",NA,"SPF00098149",NA,"31397","03","21",NA,NA,NA,NA,NA,"1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","2019-11-13 11:25:31-03","USP","SPF","113133","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Cordovil-Silva, SP","1992","Brasil","Goiás","Uruaçu",NA,"-49.1408004760742","-14.5247001647949",NA,NA,NA,"SPF00113133",NA,"35","10","06",NA,NA,NA,NA,NA,NA,NA,"80860","auto","12",NA,NA,NA,NA,NA,NA,NA
"1307","2019-11-13 11:25:31-03","USP","SPF","184719","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Chiea, SAC","1990","Krieger, L","1984","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,"SPF00184719",NA,"s.n.","06","12",NA,NA,NA,NA,NA,NA,NA,"36144","auto","10",NA,NA,NA,NA,NA,NA,NA
"1308","2019-11-13 11:25:31-03","USP","SPF","179739","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Melo Jr, JCF","2007","Brasil","Minas Gerais","Matozinhos",NA,"-44.0814018249512","-19.5578002929688",NA,NA,NA,"SPF00179739",NA,"634","03","08",NA,NA,NA,NA,NA,NA,NA,"20503","auto","12",NA,NA,NA,NA,NA,NA,NA
"1309","2019-11-13 11:25:31-03","USP","SPF","89407","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","et al.; Leonor Souza, M","1994","Ceccantini, GCT","1994","Brasil","Minas Gerais","Patrocínio","Serra do Salitre","-46.9925003051758","-18.9438991546631",NA,NA,NA,"SPF00089407",NA,"313","03","24",NA,NA,NA,NA,NA,NA,NA,"44638","auto","05",NA,NA,NA,NA,NA,NA,NA
"1310","2019-11-13 11:25:31-03","USP","SPF","101533","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Rezende, AR","2010","Tamashiro, JY","1995","Brasil","São Paulo","Águas de Lindóia",NA,"-46.6300010681152","-22.4699993133545",NA,NA,NA,"SPF00101533",NA,"1036","05","09",NA,NA,NA,NA,NA,NA,NA,"8148","auto","12",NA,NA,NA,NA,NA,NA,NA
"1311","2019-11-13 11:25:31-03","USP","SPF","96825","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Goldenberg, R","1996","Tamashiro, JY","1994","Brasil","São Paulo","Tanabi",NA,"-49.6399993896484","-20.6200008392334",NA,NA,NA,"SPF00096825",NA,"T308","06","30",NA,NA,NA,NA,NA,NA,NA,"33016","auto","12",NA,NA,NA,NA,NA,NA,NA
"1312","2019-11-13 11:25:31-03","USP","SPF","148165","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Goldenberg, R","1999","Kirizawa, M","1999","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"SPF00148165",NA,"2485","07","08",NA,NA,NA,NA,NA,NA,NA,"34265","auto","07",NA,NA,NA,NA,NA,NA,NA
"1313","2019-11-13 11:25:31-03","USP","SPF","148164","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Chiea, SAC","1990","Kirizawa, M","1989","Brasil","São Paulo","Ubatuba","Entre Ubatuba e Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"SPF00148164",NA,"2152","05","22",NA,NA,NA,NA,NA,NA,NA,"34265","auto","10",NA,NA,NA,NA,NA,NA,NA
"1314","2019-11-13 11:25:31-03","USP","SPF","203499","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Goldenberg, R","2014","Zipparro, VB","2008","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta","-45.0699996948242","-23.4300003051758",NA,NA,NA,"SPF00203499",NA,"2388","04","16",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1315","2020-12-02 09:07:27-03","UNITINS","HUTO","4337","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Marocollo, J.F.","2010","Oliveira, F.C.A.","2010","Brasil","Tocantins","Araguaína","Bacia do Araguaia. Sub-bacia do rio Lontra. Fazenda Santo Antônio. Solo arenoso com afloramento rochoso. Relevo levemente inclinado","-48.434722","-11.716667","-48.434722","-11.716667","Árvore com cerca de 4,50 m de altura e 7 cm DAP. Casca esfoliante. Folhas membranaceas. Ramos terminais pulverulentos. Inflorescência pilosa; Floresta estacional com muito babaçu (antropizada)","HUTO004337",NA,"2050","05","15",NA,NA,NA,NA,NA,"340","340",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"1316","2019-10-07 09:34:28-03","UEFS","HUEFS","3668","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Santos, T.S.dos","1978","Brasil","Bahia","Camacan",NA,"-39.4958000183105","-15.4191999435425",NA,NA,NA,"HUEFS0003668","HUEFS0003668","3307","07","14",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,"22686","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1317","2019-10-07 09:34:28-03","UEFS","HUEFS","2155","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Hage, J.L.","1981","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,"HUEFS0002155","HUEFS0002155","515","03","04",NA,NA,NA,"Angiospermae","Myrtales","50","50","61245","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1318","2019-10-07 09:34:28-03","UEFS","HUEFS","8862","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Santos, T.S.dos","1988","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,"HUEFS0008862","HUEFS0008862","4360","06","07",NA,NA,NA,"Angiospermae","Myrtales","50","50","61245","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1319","2019-10-07 09:34:28-03","UEFS","HUEFS","185683","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Adorno, H.","2011","Brasil","Bahia","São Francisco do Conde","Remanescente de Floresta Ombrófila Densa.","-38.6800003051758","-12.6274995803833",NA,NA,NA,"HUEFS0185683","HUEFS0185683","91","10","07",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,"19587","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1320","2019-10-07 09:34:28-03","UEFS","HUEFS","34656","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Árbocz, G.F.","1997","Brasil","Mato Grosso","Comodoro","Serra do Caroço, caminho para Fazenda CONFAP.","-59.7858009338379","-13.6631002426147",NA,NA,"Floresta Estacional pertubada. Relevo fortemente ondulado. Solo L.V.","HUEFS0034656","HUEFS0034656","3768","04","16",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,"187708","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1321","2019-10-07 09:34:28-03","UEFS","HUEFS","173606","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Silva Neto, S.J.","1996","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Maromba, trilha para a cachoeira veu da noiva, maragem do Rio Maromba.","-44.566667","-22.25","44W34'0''","22S15'0''",NA,"HUEFS0173606","HUEFS0173606","683","05","17",NA,NA,NA,"Angiospermae","Myrtales","1100","1100",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1322","2020-06-15 07:53:55-03","UEFS","HUEFS","126894","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","A.R.Rezende","2010","Borges, R.A.X.","2002","Brasil","Bahia","Itamaraju","Fazenda Riacho das Pedras, prop. Sr. Gersino Antônio Bronzon.","-39.364722","-17.146667","39W21'53''","17S8'48''","Mata de Tabuleiro com pequenos distúrbios (extração seletiva).","HUEFS0126894","HUEFS0126894 HUEFS0126894_e1","814","02","12",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"12",NA,"Rosanae",NA,NA,NA,NA,NA
"1323","2019-10-07 09:34:28-03","UEFS","HUEFS","153050","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Arbo, M.M.","2005","Argentina","Salta","Santa Victoria Oeste","Camino entre Finca Arazayal y ruta 50, casi Puente Internacional.",NA,NA,NA,NA,NA,"HUEFS0153050","HUEFS0153050","9044","12","04",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1324","2019-10-07 09:34:28-03","UEFS","HUEFS","206550","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Brotto, M.L.","2013","Brasil","Goiás","Cavalcante","Serra do Tombador, estrada principal.","-47.824722","-13.644722","47W49'29''","13S38'41''","Mata ciliar.","HUEFS0206550","HUEFS0206550","1088","04","18",NA,NA,NA,"Angiospermae","Myrtales","735","735",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1325","2019-10-07 09:34:28-03","UEFS","HUEFS","211450","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Ferreira, E.V.R.","2011","Brasil","Ceará","Barbalha","APA Araripe. Sítio Santa Rita. Área prioritária para conservação: CA-397-Chapada do Araripe-1-Extremamente alta.","-39.321944","-7.364167","39W19'19''","7S21'51''","Fitofisionomia Áreas de Tensão Ecológica. Solo alissolo Crômico Argilúvico.","HUEFS0211450","HUEFS0211450","258","08","03",NA,NA,NA,"Angiospermae","Myrtales","744","744",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1326","2019-10-07 09:34:28-03","UEFS","HUEFS","63122","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R.Goldenberg","2011","Silva, M.M.da","2002","Brasil","Bahia","Ituberá","Estrada de barro Ituberá-Gandu, em frente a APA Joseney Hypólito.","-39.25","-13.75","39W15'","13S45'",NA,"HUEFS0063122","HUEFS0063122","570","06","11",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"03",NA,"Rosanae",NA,NA,NA,NA,NA
"1327","2019-10-07 09:34:28-03","UEFS","HUEFS","7223","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Arouck-Ferreira, J.D.C.","1986","Brasil","Bahia","Andaraí",NA,"-41.3314018249512","-12.8072004318237",NA,NA,NA,"HUEFS0007223","HUEFS0007223","386","09","10",NA,NA,NA,"Angiospermae","Myrtales","300","300","58558","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1328","2019-10-07 09:34:28-03","UEFS","HUEFS","2140","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Hage, J.L.","1981","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,"HUEFS0002140","HUEFS0002140","1317","09","09",NA,NA,NA,"Angiospermae","Myrtales","50","50","61245","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1329","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135408F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135408F","V0135408F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1330","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135409F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135409F","V0135409F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1331","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135453F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"V0135453F","V0135453F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1332","2017-10-24 10:56:28-02","F","FMNH-SEEDPLANTS","V0135423F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"J. Cuatrecasas","1940","Colombia","Putumayo",NA,NA,"-76","3",NA,NA,NA,"V0135423F","V0135423F_01","11286","12","26","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1333","2015-03-06 21:29:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"A. Weberbauer",NA,"Peru","Cajamarca","Jaén",NA,NA,NA,NA,NA,NA,NA,NA,"6199",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1334","2017-04-20 16:07:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,"RRC ID Flag",NA,"T. B. Croat","1972","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,NA,"19159","8","14","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"19159",NA,NA
"1335","2018-05-14 16:29:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,"RRC ID Flag",NA,"R. Romero","1996","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,"3458","5","24","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"3458",NA,NA
"1336","2018-03-07 14:56:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,"RRC ID Flag",NA,"A. J. Ribeiro","1979","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,NA,NA,"1","6","6","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"1",NA,NA
"1337","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135420F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135420F","V0135420F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1338","2015-03-07 05:17:33-03","F","FMNH-SEEDPLANTS","V0181741F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0181741F","V0181741F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
