"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag"
"138","2020-09-12 05:00:02-03","US","US","2551742","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","H. H. Iltis & C. M. Iltis","1063","1963","1","3","South America - Neotropics","Peru","Cusco",NA,"Peru, Dept. Cuzco, Prov. Urubamba, base of Huayna Picchu, W-end of ruins. Ruinas Machu Picchu, Valley of Rio Urubamba, 80 km. WNW of Cuzco.",NA,NA,"2500",NA,NA,"US01608901",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"139","2020-09-12 05:00:02-03","US","US","2203491","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","M. L. Grant","9039","1944","4","19","South America - Neotropics","Colombia","Cundinamarca",NA,"Cordillera Oriental. Los Andes, east slope of the Rio Blanco, 14 km. westsouthwest of Junín, 40 km. northeast of Bogotá",NA,NA,"2900",NA,NA,"US01608883","US01608883_01",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"140","2020-09-12 05:00:02-03","US","US","1742569","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","M. Cárdenas","1232","1983","11",NA,"South America - Neotropics","Bolivia",NA,NA,"Bolivia, between Okara and En suguaya. [interpreted]",NA,NA,"3000",NA,NA,"US01608902","US01608902_01",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"141","2020-09-12 05:00:02-03","US","US","2200936","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","F. R. Fosberg","19287","1942","12","8","South America - Neotropics","Colombia","Meta",NA,"Cordillera Oriental. mountains directly across the valley of the Upper Río Balsillas from Finca Abysinia (part of old Hacienda Balsillas), 45 km e.s.e. of Neiva","-74.9","2.9","2300",NA,NA,"US01608879","US01608879_01",NA,"2500",NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"142","2020-09-12 05:00:02-03","US","US","1915204","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","J. A. Steyermark","61694","1945","3","21","South America - Neotropics","Venezuela","Anzoategui",NA,"Cloud forest on wooded summit of Cerro Peonía (Cerro Los Pajaritos), above Santa Cruz, headwaters of Río Manantiales, east of Bergantín",NA,NA,"2350",NA,NA,"US01608887",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"143","2020-09-12 05:00:02-03","US","US","2723992","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","D. B. Lellinger & E. R. de la Sota","448","1971","2","23","South America - Neotropics","Colombia","Chocó",NA,"Colombia, Chocó: Río El Salto (tributary of the Río Suruci), 9 km W of Andagoya.",NA,NA,"75",NA,NA,"US01608899",NA,NA,"100",NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"144","2020-09-12 05:00:02-03","US","US","2290091","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","M. L. Grant","9771","1944","7","31","South America - Neotropics","Colombia","Cundinamarca",NA,"Cordillera Oriental. Alto de Tunque, 11 kilometers east of Gutiérrez, 50 km. south of Bogotá",NA,NA,"2515",NA,NA,"US01608884",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"145","2020-09-12 05:00:02-03","US","US","1916363","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","J. A. Steyermark","55445","1944","2","11","South America - Neotropics","Venezuela","Lara",NA,"Venezuela, State of Lara: between Buenos Aires and Páramo de las Rosas.",NA,NA,"2285",NA,NA,"US01608892",NA,NA,"3290",NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"146","2020-09-12 05:00:02-03","US","US","2201998","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","I. L. Wiggins","10307","1944","6","11","South America - Neotropics","Ecuador","Imbabura",NA,"Mt. El Corazon 3 km. south of Sigsipamba at junction of Rio Blanco and Quebrada Cariyacu",NA,NA,"2926",NA,NA,"US01608885",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"147","2020-09-12 05:00:02-03","US","US","2361111","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","F. R. Fosberg","19792","1943","1","19","South America - Neotropics","Colombia","Huila",NA,"Cordillera Oriental. headwaters of Río Fortalecillas, just below Paso de Las Cruces, 39 km. e. of Neiva","-74.9","2.85","2200",NA,NA,"US01608881",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"148","2020-09-12 05:00:02-03","US","US","1120829","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","H. F. Pittier","9999","1921","12","26","South America - Neotropics","Venezuela","Aragua",NA,"Venezuela, State of Aragua, Colonia Tovar and vicinity, in meadows and forests.",NA,NA,"2100",NA,NA,"US01608893",NA,NA,"2200",NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"149","2020-09-12 05:00:02-03","US","US","2723993","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","D. B. Lellinger & E. R. de la Sota","902","1971","4","3","South America - Neotropics","Colombia","Chocó",NA,"Colombia, Chocó: 0.3 km E of tge Ciudad Bolivar-Quibdo Road across the suspension bridge at ca. Km. 141.",NA,NA,"750",NA,NA,"US01608900",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"150","2020-09-12 05:00:02-03","US","US","2200352","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","J. A. Steyermark & J. J. Wurdack","1177","1955","2","27","South America - Neotropics","Venezuela","Bolivar",NA,"Chimanta Massíf. Torono-tepuí. Northwest-facing forested slopes between Summit Camp and base of escarpment",NA,NA,"1880",NA,NA,"US01608889","US01608889_01",NA,"1970",NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"151","2020-09-12 05:00:02-03","US","US","1830221","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","A. Fendler","209","1854",NA,NA,"South America - Neotropics","Venezuela",NA,NA,"Venezuelanæ, Prope coloniam Tovar.",NA,NA,NA,NA,NA,"US01608898","US01608898_01",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"152","2020-09-12 05:00:02-03","US","US","700303","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","R. S. Williams","1169","1902","8","25","South America - Neotropics","Bolivia","Santa Cruz",NA,"Bolivia, Santa Cruz.",NA,NA,"1524",NA,NA,"US01608909",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"153","2020-09-12 05:00:02-03","US","US","1230585","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","A. Allart","300","1924","12",NA,"South America - Neotropics","Venezuela",NA,NA,"Venezuela, Colonia Tovar.",NA,NA,"1800",NA,NA,"US01608894",NA,NA,"2000",NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"154","2020-09-12 05:00:02-03","US","US","1515436","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","C. Bues","529","1919","3",NA,"South America - Neotropics","Peru","Cusco",NA,"Peru, Hda: Chaquellahuanuco. [interpreted]",NA,NA,"2500",NA,NA,"US01608904","US01608904_01",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"155","2020-09-12 05:00:02-03","US","US","1198004","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","G. S. Bryan","730","1923","7","17","South America - Neotropics","Peru",NA,NA,"South America, Villcabamba Hacienda on Río Chinchao, Peru.",NA,NA,"1829",NA,NA,"US01608908","US01608908_01",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"156","2020-09-12 05:00:02-03","US","US","1120850","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","H. F. Pittier","10071*","1921","12","26","South America - Neotropics","Venezuela","Aragua",NA,"Venezuela, State of Aragua, Colonia Tovar and vicinity, in meadows and forests.",NA,NA,"2100",NA,NA,"US01608897",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"157","2020-09-12 05:00:02-03","US","US","700302","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","R. S. Williams","1168","1902","7","30","South America - Neotropics","Bolivia",NA,NA,"Santa Anna.",NA,NA,"1676",NA,NA,"US01608907",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA,NA
"158","2020-09-12 05:00:02-03","US","US","1187782","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Polypodium","senile","Polypodium senile minor","Rosenst.","T. K. J. Herzog","1985","1914","4",NA,"South America - Neotropics","Bolivia","La Paz",NA,"Yungas de San Mateo.",NA,NA,NA,NA,NA,"US00065998",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1","Type collection","minor",NA,NA
"159","2020-02-11 18:26:08-03","UFMG","BHCB-SL","160800","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","Gasper, AL de; Salino, A; Meyer, L","2955","2011","11","13","América","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha, Floresta Ombrófila Mista.","-49.371953","-28.014175","1027",NA,"Rupícola em paredão rochoso.",NA,NA,"Gasper, AL de","1027","2013","11","13",NA,"-49.371953","-28.014175",NA,NA,NA,NA,NA,NA
"160","2020-02-11 18:26:08-03","UFMG","BHCB-SL","42846","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","Salino, A","555","1988","10","01","América","Brasil","São Paulo","Campos do Jordão","Parque Estadual - Horto Florestal","-45.5900001525879","-22.7299995422363","1600",NA,"Epífita em árvore, beira de riacho, mata subtropical.",NA,NA,"Smith, AR","1600","1999","10",NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto"
