"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","typeStatus","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"1779","2018-02-27 14:12:01-03","F","FMNH-SEEDPLANTS","V0428142F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"O. H. Borsini","1946","7","10","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428142F","V0428142F_01",NA,"583","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1780","2018-02-27 14:12:01-03","F","FMNH-SEEDPLANTS","V0428143F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"F. Ortiz","1945","4","22","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428143F","V0428143F_01",NA,NA,"South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1781","2018-02-27 14:12:01-03","F","FMNH-SEEDPLANTS","V0428144F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"R. Schreiter","1928","7","8","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428144F","V0428144F_01",NA,NA,"South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1782","2018-02-27 14:12:02-03","F","FMNH-SEEDPLANTS","V0428145F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"P. Jörgensen","1930",NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0428145F","V0428145F_01",NA,"4348","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1783","2018-02-27 14:12:02-03","F","FMNH-SEEDPLANTS","V0428146F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"C. W. T. Penland & R. H. Summers","1939","3","21","Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,"V0428146F","V0428146F_01",NA,"194","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1784","2018-02-27 14:12:02-03","F","FMNH-SEEDPLANTS","V0428147F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"M. Acosta Solis","1943","9","5","Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,"V0428147F","V0428147F_01",NA,"5715","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1785","2018-02-27 14:12:02-03","F","FMNH-SEEDPLANTS","V0428148F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"G. T. Prance & et al.","1971","6","19","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0428148F","V0428148F_01",NA,"13377","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1786","2018-02-27 14:12:02-03","F","FMNH-SEEDPLANTS","V0428149F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"E. Forero & et al.","1968","7","20","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0428149F","V0428149F_01",NA,"6418","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1787","2018-02-27 14:12:03-03","F","FMNH-SEEDPLANTS","V0428150F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"E. Pérez Arbeláez & J. Cuatrecasas","1939","7","20","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0428150F","V0428150F_01",NA,"6379","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1788","2018-02-27 14:12:03-03","F","FMNH-SEEDPLANTS","V0428151F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"G. Klug","1935","4",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428151F","V0428151F_01",NA,"4077","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1789","2018-02-27 14:12:03-03","F","FMNH-SEEDPLANTS","V0428152F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"G. Klug","1933","4",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428152F","V0428152F_01",NA,"2997","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1790","2018-02-27 14:12:03-03","F","FMNH-SEEDPLANTS","V0428153F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","12","6","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428153F","V0428153F_01",NA,"5666","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1791","2018-02-27 14:12:04-03","F","FMNH-SEEDPLANTS","V0428154F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","12","21","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428154F","V0428154F_01",NA,"6577","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1792","2018-02-27 14:12:04-03","F","FMNH-SEEDPLANTS","V0428155F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","8","22","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428155F","V0428155F_01",NA,"2670","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1793","2018-02-27 14:12:05-03","F","FMNH-SEEDPLANTS","V0428156F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","8","22","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428156F","V0428156F_01",NA,"2666","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1794","2018-02-27 14:12:05-03","F","FMNH-SEEDPLANTS","V0428157F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","8","9","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428157F","V0428157F_01",NA,"2295","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1795","2018-02-27 14:12:05-03","F","FMNH-SEEDPLANTS","V0428158F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","7","29","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428158F","V0428158F_01",NA,"1852","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1796","2018-02-27 14:12:09-03","F","FMNH-SEEDPLANTS","V0428175F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Cuatrecasas","1943","12","10","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0428175F","V0428175F_01",NA,"15411","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1797","2018-02-27 14:12:09-03","F","FMNH-SEEDPLANTS","V0428176F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Cuatrecasas","1946","3","28","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0428176F","V0428176F_01",NA,"20498","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1798","2018-02-27 14:12:10-03","F","FMNH-SEEDPLANTS","V0428177F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Cuatrecasas","1939","7","20","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0428177F","V0428177F_01",NA,"6379","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1799","2018-02-27 14:12:10-03","F","FMNH-SEEDPLANTS","V0428178F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"T. R. Dudley","1968","8","1","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428178F","V0428178F_01",NA,"11548","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1800","2018-02-27 14:12:11-03","F","FMNH-SEEDPLANTS","V0428179F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Schunke V.","1970","10","8","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428179F","V0428179F_01",NA,"4485","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1801","2018-02-27 14:12:11-03","F","FMNH-SEEDPLANTS","V0428180F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1930","3","29","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428180F","V0428180F_01",NA,"8028","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1802","2018-02-27 14:12:11-03","F","FMNH-SEEDPLANTS","V0428181F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"H. F. A. von Eggers","1896","12","12","Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,"V0428181F","V0428181F_01",NA,NA,"South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1803","2018-02-27 14:12:11-03","F","FMNH-SEEDPLANTS","V0428182F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"L. Monetti","1913","7","29","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428182F","V0428182F_01",NA,"1019","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1804","2018-02-27 14:12:12-03","F","FMNH-SEEDPLANTS","V0428183F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. E. Montes","1946","5","10","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428183F","V0428183F_01",NA,"2259","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1805","2018-02-27 14:12:12-03","F","FMNH-SEEDPLANTS","V0428184F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"O. H. Borsini","1946","7","10","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428184F","V0428184F_01",NA,"583","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1806","2018-02-27 14:12:12-03","F","FMNH-SEEDPLANTS","V0428185F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"H. H. Bartlett","1943","5","30","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428185F","V0428185F_01",NA,"20297","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1807","2018-02-27 14:12:12-03","F","FMNH-SEEDPLANTS","V0428186F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"F. C. Hoehne","1927","5","14","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0428186F","V0428186F_01",NA,"20303","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1808","2018-02-27 14:12:12-03","F","FMNH-SEEDPLANTS","V0428187F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"M. Bang",NA,NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0428187F","V0428187F_01",NA,"2263","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1809","2018-02-27 14:12:13-03","F","FMNH-SEEDPLANTS","V0428188F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"H. H. Rusby","1886","5",NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0428188F","V0428188F_01",NA,"1505","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1810","2018-02-27 14:12:13-03","F","FMNH-SEEDPLANTS","V0428189F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"G. Klug","1934","10",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428189F","V0428189F_01",NA,"3859","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1811","2018-02-27 14:12:13-03","F","FMNH-SEEDPLANTS","V0428190F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Schunke V.","1971","10","14","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428190F","V0428190F_01",NA,"5057","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1812","2018-02-27 14:12:13-03","F","FMNH-SEEDPLANTS","V0428191F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Schunke V.","1967","5","3","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428191F","V0428191F_01",NA,"1916","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1813","2018-02-27 14:12:14-03","F","FMNH-SEEDPLANTS","V0428192F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Schunke V.","1967","3","2","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428192F","V0428192F_01",NA,"1700","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1814","2018-05-14 17:37:58-03","F","FMNH-SEEDPLANTS","V0428193F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,"RRC ID Flag",NA,NA,NA,"J. M. Schunke","1935","2","16","Peru","Loreto",NA,NA,"-75","-4",NA,NA,"V0428193F","V0428193F_01 V0428193F_02",NA,"263","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,"263",NA,NA
"1815","2018-02-27 14:12:14-03","F","FMNH-SEEDPLANTS","V0428194F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"C. M. Belshaw","1937","8","25","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428194F","V0428194F_01",NA,"3311","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1816","2018-02-27 14:12:15-03","F","FMNH-SEEDPLANTS","V0428195F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"F. Wolfe","1969","6","25","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428195F","V0428195F_01",NA,"12180","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1817","2018-02-27 14:12:15-03","F","FMNH-SEEDPLANTS","V0428196F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Isern","1862",NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428196F","V0428196F_01",NA,"629","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1818","2018-02-27 14:12:15-03","F","FMNH-SEEDPLANTS","V0428197F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"C. Meyer","1939","10","8","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428197F","V0428197F_01",NA,"2973","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1819","2018-02-27 14:12:16-03","F","FMNH-SEEDPLANTS","V0428198F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"A. P. Rodrigo","1948","6","9","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428198F","V0428198F_01",NA,"3682","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1820","2018-02-27 14:12:16-03","F","FMNH-SEEDPLANTS","V0428199F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0428199F","V0428199F_01",NA,"11837","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1821","2018-02-27 14:12:17-03","F","FMNH-SEEDPLANTS","V0428200F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0428200F","V0428200F_01",NA,"3063","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1822","2018-02-27 14:12:17-03","F","FMNH-SEEDPLANTS","V0428201F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"M. Cárdenas","1942","10","17","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0428201F","V0428201F_01",NA,"7350","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1823","2018-02-27 14:12:17-03","F","FMNH-SEEDPLANTS","V0428202F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"B. A. Krukoff","1939","7","1","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0428202F","V0428202F_01",NA,"10398","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1824","2018-02-27 14:12:18-03","F","FMNH-SEEDPLANTS","V0428203F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"R. F. Steinbach","1966","10","20","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0428203F","V0428203F_01",NA,"409","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1825","2018-02-27 14:12:21-03","F","FMNH-SEEDPLANTS","V0428217F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"M. Cárdenas","1934","8",NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0428217F","V0428217F_01",NA,"2812","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1826","2018-02-27 14:12:21-03","F","FMNH-SEEDPLANTS","V0428218F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"A. E. Ragonese","1934","6",NA,"Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0428218F","V0428218F_01",NA,"312","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1827","2018-02-27 14:12:22-03","F","FMNH-SEEDPLANTS","V0428220F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,NA,"1928","4",NA,"Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0428220F","V0428220F_01",NA,"1632","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1828","2018-02-27 14:12:22-03","F","FMNH-SEEDPLANTS","V0428221F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"J. Cuatrecasas","1946","10","28","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0428221F","V0428221F_01",NA,"22706","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1829","2018-02-27 14:12:22-03","F","FMNH-SEEDPLANTS","V0428222F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"H. E. Stork & O. B. Horton","1938","10","30","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428222F","V0428222F_01",NA,"9538","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1830","2018-02-27 14:12:23-03","F","FMNH-SEEDPLANTS","V0428223F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","5",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428223F","V0428223F_01",NA,"520","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1831","2018-02-27 14:12:23-03","F","FMNH-SEEDPLANTS","V0428224F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","5","28","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428224F","V0428224F_01",NA,"521","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1832","2018-02-27 14:12:23-03","F","FMNH-SEEDPLANTS","V0428225F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","5","28","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428225F","V0428225F_01",NA,"504","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1833","2018-02-27 14:12:23-03","F","FMNH-SEEDPLANTS","V0428226F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","5","28","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428226F","V0428226F_01",NA,"489","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1834","2018-02-27 14:12:24-03","F","FMNH-SEEDPLANTS","V0428227F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima rubella",NA,NA,NA,NA,NA,"Ll. Williams","1929","5","28","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0428227F","V0428227F_01",NA,"510","South America",NA,NA,NA,NA,NA,"Spermatophyta",NA,"rubella",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
